candidate_id,fold,row_type,max_depth,min_samples_leaf,min_samples_split,max_features,criterion,n_estimators,bootstrap,n_train_unique,n_train_augmented,n_val,train_accuracy,train_roc_auc,train_log_loss,train_brier,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_log_loss,val_brier,train_val_auc_gap,train_val_log_loss_gap,fit_seconds,val_log_loss_mean,val_log_loss_std,val_roc_auc_mean,val_roc_auc_std,val_brier_mean,val_brier_std,val_accuracy_mean,val_accuracy_std,val_precision_mean,val_recall_mean,val_f1_mean,train_log_loss_mean,train_roc_auc_mean,train_accuracy_mean,train_val_auc_gap_mean,train_val_log_loss_gap_mean,mean_fit_seconds
random_027,2.0,fold,,40,20,0.4,log_loss,400,True,2765.0,5530.0,1780.0,0.725497287522604,0.8116140046752292,0.5926531306485328,0.2015854083989771,0.5870786516853933,0.5996275605214153,0.678609062170706,0.6366782006920415,0.5965535955892516,0.6767870042840128,0.24201577554657067,0.21506040908597757,0.08413387363548008,2.792035099999339,,,,,,,,,,,,,,,,,
random_027,3.0,fold,,40,20,0.4,log_loss,400,True,4545.0,9090.0,1609.0,0.7361936193619362,0.8233902621804412,0.590423076880264,0.20043450051379696,0.5798632691112492,0.5846613545816733,0.693853427895981,0.6345945945945946,0.618801297602781,0.6660149419433884,0.2369309385164261,0.20458896457766018,0.07559186506312443,5.261396100002457,,,,,,,,,,,,,,,,,
random_027,4.0,fold,,40,20,0.4,log_loss,400,True,6154.0,12308.0,1608.0,0.7437439064023399,0.8253286347273838,0.587291019031285,0.19912772656730163,0.5951492537313433,0.6118626430801248,0.6789838337182448,0.6436781609195402,0.6265165615681978,0.6623857337642292,0.23538986458625247,0.19881207315918603,0.07509471473294416,7.787294600002497,,,,,,,,,,,,,,,,,
random_028,1.0,fold,,80,20,0.25,gini,400,True,1221.0,2442.0,1544.0,0.6511056511056511,0.7053907156151377,0.6463697151932861,0.22702477132324872,0.5822538860103627,0.5981524249422633,0.6355828220858896,0.6162998215348007,0.6156159795332712,0.6724638213735952,0.23979833619231122,0.08977473608186648,0.02609410618030905,1.0789745000001858,,,,,,,,,,,,,,,,,
random_028,2.0,fold,,80,20,0.25,gini,400,True,2765.0,5530.0,1780.0,0.6517179023508137,0.7181472434533659,0.6350577981417433,0.2217828825761379,0.5747191011235955,0.5890538033395176,0.6691253951527925,0.6265416872224963,0.5921585708688226,0.6779430742924453,0.24254637379482077,0.12598867258454327,0.04288527615070192,1.5308439000000362,,,,,,,,,,,,,,,,,
random_028,3.0,fold,,80,20,0.25,gini,400,True,4545.0,9090.0,1609.0,0.658965896589659,0.7246906059235505,0.633861853826685,0.22118811051760373,0.584213797389683,0.5882352941176471,0.6973995271867612,0.638182801514332,0.6261971377138271,0.6657643542183386,0.23670721890984384,0.09849346820972338,0.03190250039165354,2.2500153000000864,,,,,,,,,,,,,,,,,
random_028,4.0,fold,,80,20,0.25,gini,400,True,6154.0,12308.0,1608.0,0.6611959701007475,0.728211831645302,0.6306081023077309,0.219751429159621,0.5895522388059702,0.6044624746450304,0.6882217090069284,0.6436285097192225,0.6292073106204441,0.6613465548226434,0.23476720769573875,0.0990045210248579,0.030738452514912473,3.1372970000011264,,,,,,,,,,,,,,,,,
anchor_deeper_but_regularized,,aggregate,12.0,40,40,sqrt,gini,400,True,,,,,,,,,,,,,,,,,,0.6693488661299424,0.005439404049397422,0.6153615407693105,0.012502324780338912,0.23844104326697158,0.0025343521751963454,0.5832150194109258,0.008454728985516436,0.5946304269845177,0.6786432090673821,0.6336898827818593,0.6166808319465196,0.7756761460490845,0.6964383144403137,0.16031460527977404,0.05266803418342281,0.7833642000014152
anchor_fractional_max_features,,aggregate,8.0,20,10,0.4,gini,400,True,,,,,,,,,,,,,,,,,,0.6700389110968868,0.006456099945094499,0.6122967420207377,0.013186171315022055,0.23880542073129507,0.002993704722091011,0.5822317815049478,0.005292046113374541,0.5948019070481186,0.6702415650915624,0.6301105372268438,0.5934055993569037,0.8149323449421082,0.724055802843286,0.20263560292137056,0.07663331173998314,1.576153000000886
anchor_leaf40_conservative,,aggregate,,40,40,sqrt,gini,400,True,,,,,,,,,,,,,,,,,,0.6691476966699981,0.005904780026279137,0.6158862725313228,0.013684372138709584,0.2383508623235295,0.002753665969474684,0.5821443515615417,0.008635814270614885,0.5932567206023207,0.6805428855139659,0.6337443908263436,0.6141147744953939,0.7815430324635141,0.6993741898241422,0.1656567599321913,0.05503292217460426,0.7694602500005203
anchor_log_loss_criterion,,aggregate,8.0,20,10,sqrt,log_loss,400,True,,,,,,,,,,,,,,,,,,0.6688446176759717,0.005924162818826839,0.6160855643269987,0.012718081694563992,0.23823634450604056,0.002723944305905874,0.582104052837759,0.005048941741896388,0.5936804719612083,0.6768547462636957,0.6324104874707832,0.6139528243270063,0.7804668376296997,0.6987551891783672,0.16438127330270097,0.05489179334896557,0.8120238499996049
anchor_moderate_depth10_leaf20,,aggregate,10.0,20,20,sqrt,gini,400,True,,,,,,,,,,,,,,,,,,0.6695265487260099,0.0055118171641627065,0.6143460882910523,0.011901043443666286,0.23854905806111845,0.002550152725562126,0.5833132814421185,0.005151133547282367,0.5943400918430306,0.68032968394847,0.6343333904316516,0.592230028183217,0.828220744546062,0.7360890827792235,0.2138746562550096,0.07729652054279293,0.7770667749991844
anchor_moderate_depth8_leaf10,,aggregate,8.0,10,20,sqrt,gini,400,True,,,,,,,,,,,,,,,,,,0.6691962564089701,0.005518674463576915,0.6153116220298869,0.011633059081120938,0.2383794525878971,0.0025482631723490697,0.5830260790194444,0.004907004941968536,0.5947917812787937,0.675623837958734,0.63252270764193,0.5965231300107591,0.8182645152751056,0.7329532611536033,0.20295289324521865,0.072673126398211,0.7455566499993438
anchor_series_rf_v2_structure,,aggregate,8.0,20,10,sqrt,gini,400,True,,,,,,,,,,,,,,,,,,0.6694857879089839,0.005815537323709547,0.6150121914534945,0.012531011205609859,0.23852200796443773,0.0026821770501627242,0.5819104382010909,0.004843439826260346,0.5934257997018455,0.6770726012441795,0.632430936657393,0.6126275012425526,0.7831016472942041,0.6998530773183305,0.1680894558407094,0.05685828666643128,0.7415077250007016
anchor_shallow_high_regularization,,aggregate,5.0,80,40,sqrt,gini,400,True,,,,,,,,,,,,,,,,,,0.6705793972933378,0.005615832971681614,0.6148778943160047,0.015239790812411615,0.2389827701137707,0.0026605484591501185,0.5810378360900101,0.007560695168389219,0.5940531655144226,0.6679918295201459,0.6287232044550628,0.6582029808580759,0.6633413492496663,0.6137247739509881,0.04846345493366169,0.012376416435261967,0.6855736499992418
random_001,,aggregate,5.0,20,10,sqrt,log_loss,400,True,,,,,,,,,,,,,,,,,,0.669692022693553,0.0056666619015819176,0.6158697278024592,0.014230007845440942,0.23859549130507374,0.0026388401261083438,0.5830441920593139,0.007747235727417047,0.5950394099591454,0.6744963324359842,0.6321452777512846,0.6493957140273647,0.6900663652670257,0.6283262701868846,0.0741966374645664,0.020296308666188145,0.7117198250007277
random_002,,aggregate,5.0,20,20,0.6,log_loss,400,True,,,,,,,,,,,,,,,,,,0.6693104298583743,0.006559833580447653,0.6142012789130014,0.015447638489020508,0.2384656759984894,0.0030541131580481867,0.5839234510727584,0.0027472390190478946,0.5958397485677978,0.6751971451549907,0.6327891363193223,0.639393121858096,0.7073045755947336,0.6440182428512954,0.0931032966817322,0.02991730800027817,2.0697325749997617
random_003,,aggregate,5.0,20,40,sqrt,log_loss,400,True,,,,,,,,,,,,,,,,,,0.669692022693553,0.005666661901581892,0.6158697278024592,0.014230007845440942,0.23859549130507374,0.002638840126108362,0.5830441920593139,0.007747235727417047,0.5950394099591454,0.6744963324359842,0.6321452777512846,0.6493957140273647,0.6900663652670257,0.6283262701868846,0.0741966374645664,0.0202963086661882,0.7211910499991063
random_004,,aggregate,5.0,40,20,sqrt,log_loss,400,True,,,,,,,,,,,,,,,,,,0.6697777798059572,0.005495684783680194,0.6160347093038502,0.014760301523245877,0.23862070639316751,0.002586511845673044,0.581778302720755,0.009869871922733848,0.5940236408411212,0.6726033669550141,0.6307495059243736,0.6530616466613317,0.6791850573977376,0.6224566020075656,0.06315034809388734,0.016716133144625417,0.921878574999937
random_005,,aggregate,5.0,40,20,0.4,gini,400,True,,,,,,,,,,,,,,,,,,0.6690399892637089,0.006085901671945072,0.6165119968127764,0.014391525990592808,0.23829366367432994,0.0028626445454193235,0.5849689651253432,0.005313652887950642,0.5965201873323681,0.6765472541625079,0.6338802680582498,0.6446260158052335,0.6948549799886203,0.6373559884657233,0.07834298317584396,0.02441397345847529,1.7682590499998696
random_006,,aggregate,5.0,40,20,0.6,gini,400,True,,,,,,,,,,,,,,,,,,0.6693816066667134,0.006315792699292037,0.6150525328257177,0.014929524019481315,0.2384659074991713,0.0029662248005849884,0.5838362218243272,0.007045603637404903,0.5952896262309574,0.6772568281251402,0.6334197256845886,0.6425170815664757,0.6995617247647999,0.6375729485424233,0.08450919193908218,0.02686452510023779,2.2838152750009613
random_007,,aggregate,7.0,5,10,sqrt,log_loss,400,True,,,,,,,,,,,,,,,,,,0.6680678201735044,0.005359143991362498,0.6182274812665618,0.012535124997526093,0.23786554041899902,0.002467355949609388,0.5836464566881514,0.006080467850697074,0.5952615722247306,0.6772602653264689,0.6334672547543448,0.6137362345891619,0.7810214689068427,0.6951408986346296,0.1627939876402808,0.05433158558434245,1.2631732250010828
random_008,,aggregate,7.0,40,40,sqrt,log_loss,400,True,,,,,,,,,,,,,,,,,,0.6689493995881828,0.005540438529725212,0.6169370155618334,0.013453521155587763,0.2382502590917253,0.0025846149057238334,0.5825897075062239,0.005215615890692755,0.5946017168908735,0.6742060272255892,0.6317917328463045,0.6370686118970043,0.7229465623994257,0.6573444139327811,0.10600954683759217,0.03188078769117861,1.2542979749987353
random_009,,aggregate,7.0,40,40,0.25,log_loss,400,True,,,,,,,,,,,,,,,,,,0.6685421549449674,0.006295646957061791,0.6165969212632847,0.014024248225359779,0.2380984972236613,0.002927442817362229,0.5819355946508118,0.0049079128917566585,0.5933894111237981,0.6779036867608508,0.6326499884897077,0.6283600347444351,0.7386293007133145,0.668451047369286,0.12203237945002973,0.04018212020053219,1.7603683500001353
random_010,,aggregate,7.0,80,10,sqrt,gini,400,True,,,,,,,,,,,,,,,,,,0.6698200504398953,0.0058039263354321,0.6161556847532172,0.014423363507087283,0.2386284924159466,0.0027366940155058995,0.5831157350767671,0.006547772382586702,0.5946282050166928,0.6770351570041364,0.6330083539828775,0.6499849046627797,0.6871048006758309,0.630709294103782,0.07094911592261366,0.019835145777115704,1.1138034750010775
random_011,,aggregate,7.0,80,20,sqrt,gini,400,True,,,,,,,,,,,,,,,,,,0.6698200504398955,0.005803926335432064,0.6161556847532172,0.014423363507087283,0.2386284924159466,0.0027366940155058995,0.5831157350767671,0.006547772382586702,0.5946282050166928,0.6770351570041364,0.6330083539828775,0.6499849046627797,0.6871048006758309,0.630709294103782,0.07094911592261366,0.01983514577711573,1.1192034000014246
random_012,,aggregate,8.0,5,20,sqrt,gini,400,True,,,,,,,,,,,,,,,,,,0.6693114164023265,0.005118467218097889,0.6161736655817744,0.01072409644339322,0.23841225551914727,0.0023585011492358306,0.5826188842616046,0.005865287287740017,0.5957533120325536,0.6675299187212768,0.6294798467798277,0.5924491670904841,0.8243271255628954,0.7370258164063244,0.20815345998112106,0.07686224931184235,1.183143475000179
random_013,,aggregate,8.0,40,10,0.6,log_loss,400,True,,,,,,,,,,,,,,,,,,0.6695476459576712,0.006352530930959324,0.6135049877325469,0.013716487575077511,0.23859556190619252,0.0029592474140346277,0.5829111474369526,0.00452456810289109,0.5948180244956354,0.674600091478338,0.6319952411464361,0.6127819395710696,0.7727599238810081,0.6897316523426374,0.15925493614846134,0.05676570638660158,3.680110375001277
random_014,,aggregate,8.0,80,10,0.25,gini,400,True,,,,,,,,,,,,,,,,,,0.6695011133692332,0.006207174232132842,0.6155021911993095,0.014482822709907084,0.23850556541836548,0.0029173276419359366,0.5823079939792779,0.006731576305620255,0.5945948322749932,0.6726601588595928,0.6309708380636513,0.64046396232501,0.708138501871958,0.6487305594813245,0.09263631067264849,0.02903715104422319,1.5532754749992819
random_015,,aggregate,10.0,10,20,0.6,log_loss,400,True,,,,,,,,,,,,,,,,,,0.6698815742592009,0.006224815138228419,0.6117948832961879,0.012688683127517333,0.23877815832556254,0.0028583082633427664,0.5808830921796809,0.007859038698272225,0.5939489093409096,0.6686692094250282,0.6289639281455168,0.5404349596086034,0.9006899530543211,0.8063877921270364,0.28889506975813317,0.1294466146505975,4.827950625000085
random_016,,aggregate,10.0,20,10,sqrt,log_loss,400,True,,,,,,,,,,,,,,,,,,0.6691687175192943,0.005847973737351717,0.6146130423543742,0.012634011918562978,0.2384047925989098,0.0026950336562241266,0.5823349921708159,0.00354487754629281,0.5944564069636319,0.6735872548189907,0.6313623429389591,0.5929843562853636,0.8267075299889205,0.7362520381565185,0.21209448763454639,0.07618436123393074,1.2800989500001378
random_017,,aggregate,10.0,40,20,0.25,gini,400,True,,,,,,,,,,,,,,,,,,0.6691275526831368,0.0057369943758717465,0.6153130373020983,0.012465798542627736,0.2383630736243641,0.0026743406316785735,0.5849768231857362,0.0032933627461909695,0.5960746240631261,0.6794857773303747,0.6347976965864515,0.6093084324834014,0.7853919576135235,0.7004523070998268,0.17007892031142513,0.05981912019973548,1.6640927999997075
random_018,,aggregate,10.0,40,20,0.25,log_loss,400,True,,,,,,,,,,,,,,,,,,0.6687884193240987,0.0060135331582134395,0.6153720546995064,0.012648026648606588,0.23822237989096987,0.0027907510259261538,0.5856255987635971,0.006412739480884676,0.5957308991699355,0.6856939844287103,0.6373215492185073,0.6097250311483857,0.7849131515414407,0.7011639923904336,0.1695410968419343,0.05906338817571308,2.039933750000273
random_019,,aggregate,10.0,40,20,0.4,log_loss,400,True,,,,,,,,,,,,,,,,,,0.6693922965167447,0.006167740705919141,0.613631596547976,0.013054955038161124,0.2385169948069808,0.0028640123390699795,0.5832067604443647,0.005279036531813419,0.5949898652760001,0.6756234790858513,0.632631125740373,0.6042010033971303,0.7941960326224967,0.7080818051410593,0.18056443607452063,0.06519129311961433,4.031683849999354
random_020,,aggregate,10.0,80,20,0.6,log_loss,400,True,,,,,,,,,,,,,,,,,,0.6702454957526802,0.006507816866678449,0.6128617056463179,0.01417114617549121,0.23889107083975047,0.0030453316859056757,0.5825260001005872,0.004195694941362307,0.5945503757067626,0.6742359956357968,0.6316186156678008,0.6315508733979185,0.7289358913050874,0.6612876824192924,0.11607418565876942,0.03869462235476187,5.312914074999753
random_021,,aggregate,12.0,10,20,sqrt,gini,400,True,,,,,,,,,,,,,,,,,,0.6702071416433928,0.005007499399763283,0.6138903289219262,0.010162931104176065,0.238842022168023,0.002311597448892591,0.5837553019534174,0.004351567350964727,0.5957753863184055,0.6733253947105907,0.6319645876003288,0.5349851326839804,0.9154451995076716,0.8272902106840281,0.30155487058574537,0.13522200895941236,1.6399323000005097
random_022,,aggregate,12.0,10,40,0.25,gini,400,True,,,,,,,,,,,,,,,,,,0.6696126137201397,0.005366771987829286,0.6139924205035059,0.010516184301642324,0.23858126618600956,0.0024791911136097964,0.5828827628835371,0.009822637531451487,0.5946229418360156,0.6748900197966741,0.6321464720198342,0.5445942509000847,0.8976353902032431,0.8064732429049156,0.2836429696997372,0.125018362820055,2.878043599999728
random_023,,aggregate,12.0,10,40,0.25,log_loss,400,True,,,,,,,,,,,,,,,,,,0.6693404671993398,0.005768383366616128,0.6138588336225229,0.011017392995116268,0.23850172494641514,0.002642401366889359,0.5820522596024896,0.00702976241404017,0.5948204976319393,0.6694950738586866,0.6298401811081411,0.5474573760608475,0.8956417156310325,0.8049413927489574,0.28178288200850954,0.12188309113849216,3.4734691000003295
random_024,,aggregate,12.0,20,40,0.6,log_loss,400,True,,,,,,,,,,,,,,,,,,0.6706267871931784,0.005607356476810449,0.6100105651286452,0.010919824048114332,0.23913260446145634,0.0025660380959618805,0.5764422949313001,0.004504129401013678,0.5902410281898223,0.6645111365099452,0.6249773267728693,0.5474584645179708,0.8924198444721044,0.8035011028537553,0.28240927934345933,0.12316832267520766,7.0598631749999186
random_025,,aggregate,,5,40,0.25,log_loss,400,True,,,,,,,,,,,,,,,,,,0.6702097646628702,0.005978898471283628,0.6123449737779201,0.011924452859195602,0.2388881907238194,0.0027621169574758827,0.583787698328319,0.003607306880137892,0.5969038192239959,0.667337480245539,0.6300540090962625,0.4776872417849813,0.9559039490377712,0.8784894923847147,0.34355897525985096,0.19252252287788887,4.364609074999862
random_026,,aggregate,,20,20,0.25,log_loss,400,True,,,,,,,,,,,,,,,,,,0.6693385176521262,0.006063449538876005,0.61364519813548,0.01217182709012303,0.23849135472095878,0.0027860891519263225,0.5839978821935504,0.009759720104376004,0.5948017127703386,0.6818777933684446,0.6352671319494114,0.5407579041865278,0.9024582141514765,0.8142945252441061,0.28881301601599646,0.12858061346559832,3.4076304999998683
random_027,,aggregate,,40,20,0.4,log_loss,400,True,,,,,,,,,,,,,,,,,,0.6694017732763695,0.005575464647430047,0.6139119462638833,0.011001281894844816,0.23853295445352768,0.002557776106068887,0.5870577677252606,0.005433136296206624,0.5988126643205782,0.6760517649953127,0.6349326891396239,0.5937987757052968,0.8160404584224946,0.730310382273399,0.2021285121586112,0.0756029975710727,4.299985200001174
random_028,,aggregate,,80,20,0.25,gini,400,True,,,,,,,,,,,,,,,,,,0.6693794511767556,0.006333350815985804,0.6157947496840912,0.014549977451415076,0.23845478414817864,0.002966413755978222,0.5826847558324029,0.00531830786575056,0.5949759992611146,0.6725823633580928,0.631163204997713,0.6364743673673613,0.719110099159339,0.6557463550367177,0.10331534947524776,0.03290508380939425,1.9992826750003587
