candidate_id,fold,row_type,max_depth,min_samples_leaf,min_samples_split,max_features,criterion,n_estimators,bootstrap,n_train_unique,n_train_augmented,n_val,train_accuracy,train_roc_auc,train_log_loss,train_brier,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_log_loss,val_brier,train_val_auc_gap,train_val_log_loss_gap,fit_seconds,val_log_loss_mean,val_log_loss_std,val_roc_auc_mean,val_roc_auc_std,val_brier_mean,val_brier_std,val_accuracy_mean,val_accuracy_std,val_precision_mean,val_recall_mean,val_f1_mean,train_log_loss_mean,train_roc_auc_mean,train_accuracy_mean,train_val_auc_gap_mean,train_val_log_loss_gap_mean,mean_fit_seconds
random_009,2.0,fold,7.0,40,40,0.25,log_loss,400,True,2765.0,5530.0,1780.0,0.6701627486437614,0.7475334226354634,0.6233341136982427,0.2162057946355443,0.5741573033707865,0.5878564857405704,0.6733403582718651,0.6277013752455796,0.5946280776902408,0.6767566453761371,0.24200883601933643,0.15290534494522257,0.05342253167789446,1.4735438999996404,,,,,,,,,,,,,,,,,
random_009,3.0,fold,7.0,40,40,0.25,log_loss,400,True,4545.0,9090.0,1609.0,0.6596259625962596,0.7246948837538505,0.6337469623313878,0.22120241298954132,0.5823492852703542,0.5857988165680473,0.7021276595744681,0.6387096774193548,0.6261971377138271,0.6651575683578336,0.23646138542527043,0.09849774604002337,0.03141060602644574,2.042722300000605,,,,,,,,,,,,,,,,,
random_009,4.0,fold,7.0,40,40,0.25,log_loss,400,True,6154.0,12308.0,1608.0,0.6486837829054274,0.7085613858767241,0.6365854001024507,0.22280121432826938,0.5876865671641791,0.6028368794326241,0.687066974595843,0.6422018348623854,0.6310102214226577,0.6602986775897484,0.23434224436360707,0.0775511644540664,0.02371327748729768,2.6073536000003514,,,,,,,,,,,,,,,,,
random_010,1.0,fold,7.0,80,10,sqrt,gini,400,True,1221.0,2442.0,1544.0,0.6339066339066339,0.6910231165538262,0.653228746862826,0.23033195739367582,0.5867875647668394,0.5997745208568207,0.652760736196319,0.6251468860164512,0.6160350762032198,0.6731103403250416,0.240106865325032,0.07498804035060636,0.01988159346221563,0.9008988999994472,,,,,,,,,,,,,,,,,
random_010,2.0,fold,7.0,80,10,sqrt,gini,400,True,2765.0,5530.0,1780.0,0.6332730560578662,0.6955453996270323,0.646140721905067,0.22703814721720827,0.5719101123595506,0.5873015873015873,0.6628029504741834,0.6227722772277228,0.5926550083119986,0.677372762339654,0.24225712431287943,0.10289039131503375,0.03123204043458705,0.997557800001232,,,,,,,,,,,,,,,,,
random_010,3.0,fold,7.0,80,10,sqrt,gini,400,True,4545.0,9090.0,1609.0,0.6310231023102311,0.6851044393378385,0.6501801611636944,0.22901124227782985,0.5854568054692355,0.5892323030907278,0.6985815602836879,0.6392644672796106,0.6286200731838054,0.666409449247293,0.23695948749510498,0.05648436615403307,0.01622928808359858,1.1588584000019182,,,,,,,,,,,,,,,,,
random_010,4.0,fold,7.0,80,10,sqrt,gini,400,True,6154.0,12308.0,1608.0,0.6246343841403965,0.6767462471846264,0.6503899887195315,0.229241952963629,0.5883084577114428,0.6022044088176353,0.6939953810623557,0.6448497854077253,0.6273125813138449,0.662387649847593,0.2351904925307701,0.04943366587078146,0.011997661128061554,1.3978988000017125,,,,,,,,,,,,,,,,,
random_011,1.0,fold,7.0,80,20,sqrt,gini,400,True,1221.0,2442.0,1544.0,0.6339066339066339,0.6910231165538262,0.653228746862826,0.23033195739367582,0.5867875647668394,0.5997745208568207,0.652760736196319,0.6251468860164512,0.6160350762032198,0.6731103403250416,0.240106865325032,0.07498804035060636,0.01988159346221563,0.9052016000023286,,,,,,,,,,,,,,,,,
random_011,2.0,fold,7.0,80,20,sqrt,gini,400,True,2765.0,5530.0,1780.0,0.6332730560578662,0.6955453996270323,0.646140721905067,0.22703814721720822,0.5719101123595506,0.5873015873015873,0.6628029504741834,0.6227722772277228,0.5926550083119986,0.677372762339654,0.24225712431287943,0.10289039131503375,0.03123204043458705,0.9891664999995555,,,,,,,,,,,,,,,,,
random_011,3.0,fold,7.0,80,20,sqrt,gini,400,True,4545.0,9090.0,1609.0,0.6310231023102311,0.6851044393378385,0.6501801611636944,0.22901124227782985,0.5854568054692355,0.5892323030907278,0.6985815602836879,0.6392644672796106,0.6286200731838054,0.666409449247293,0.23695948749510498,0.05648436615403307,0.01622928808359858,1.176955500002805,,,,,,,,,,,,,,,,,
random_011,4.0,fold,7.0,80,20,sqrt,gini,400,True,6154.0,12308.0,1608.0,0.6246343841403965,0.6767462471846264,0.6503899887195315,0.229241952963629,0.5883084577114428,0.6022044088176353,0.6939953810623557,0.6448497854077253,0.6273125813138449,0.6623876498475931,0.2351904925307701,0.04943366587078146,0.011997661128061665,1.4054900000010093,,,,,,,,,,,,,,,,,
random_012,1.0,fold,8.0,5,20,sqrt,gini,400,True,1221.0,2442.0,1544.0,0.7977067977067978,0.8868435249372857,0.561636524657704,0.1863469026634975,0.5867875647668394,0.6016073478760046,0.6429447852760736,0.6215895610913404,0.6149528305856413,0.6722135071292884,0.23968024487032083,0.27189069435164437,0.11057698247158443,0.926377699997829,,,,,,,,,,,,,,,,,
random_012,2.0,fold,8.0,5,20,sqrt,gini,400,True,2765.0,5530.0,1780.0,0.7374321880650995,0.8356023953983137,0.587007577133103,0.1987062973335098,0.5730337078651685,0.5884003741814781,0.6628029504741834,0.6233894945490585,0.5994263389545522,0.6754275924204723,0.2413077251383855,0.2361760564437615,0.08842001528736931,1.0062416000000667,,,,,,,,,,,,,,,,,
random_012,3.0,fold,8.0,5,20,sqrt,gini,400,True,4545.0,9090.0,1609.0,0.7168316831683168,0.7994835103253213,0.6074464300889993,0.20849338729131384,0.5879428216283406,0.5950155763239875,0.6773049645390071,0.6334991708126037,0.6222738102984052,0.6678272226519428,0.2376705585100432,0.17720970002691605,0.060380792562943486,1.3133128000008583,,,,,,,,,,,,,,,,,
random_012,4.0,fold,8.0,5,20,sqrt,gini,400,True,6154.0,12308.0,1608.0,0.6961325966850829,0.7753790715906617,0.6137061364821301,0.21176113173463168,0.5827114427860697,0.5979899497487438,0.687066974595843,0.6394411606663084,0.6280416824884993,0.6617773434076023,0.23499049355783963,0.14733738910216232,0.048071206925472176,1.486641800001962,,,,,,,,,,,,,,,,,
random_013,1.0,fold,8.0,40,10,0.6,log_loss,400,True,1221.0,2442.0,1544.0,0.7133497133497133,0.7993202600275133,0.6061280821230596,0.20765213627035536,0.5777202072538861,0.5931428571428572,0.6368098159509202,0.6142011834319526,0.6092992333392242,0.673347155940364,0.24027328078595422,0.19002102668828913,0.06721907381730441,1.1993928000010783,,,,,,,,,,,,,,,,,
random_013,2.0,fold,8.0,40,10,0.6,log_loss,400,True,2765.0,5530.0,1780.0,0.6918625678119349,0.7793948467417855,0.6073468317322505,0.20865374739166556,0.5820224719101124,0.5941230486685032,0.6817702845100105,0.634936211972522,0.5929770903313261,0.6778619621929791,0.2425427444693851,0.18641775641045943,0.07051513046072866,2.4703115000011167,,,,,,,,,,,,,,,,,
random_013,3.0,fold,8.0,40,10,0.6,log_loss,400,True,4545.0,9090.0,1609.0,0.6853685368536854,0.7658575280285386,0.6164092114015574,0.2129333299920619,0.581727781230578,0.5860696517412936,0.6962174940898345,0.6364127498649379,0.6239213754341608,0.6649877421215104,0.23642101089537823,0.14193615259437775,0.048578530719952995,4.576841100002639,,,,,,,,,,,,,,,,,
random_013,4.0,fold,8.0,40,10,0.6,log_loss,400,True,6154.0,12308.0,1608.0,0.6683457913552161,0.7464670607261954,0.6212436330274113,0.21551358310804553,0.5901741293532339,0.6059365404298874,0.6836027713625866,0.6424308193163321,0.6278222518254764,0.6619937235758315,0.2351452114740525,0.11864480890071905,0.04075009054842027,6.473896100000275,,,,,,,,,,,,,,,,,
random_014,1.0,fold,8.0,80,10,0.25,gini,400,True,1221.0,2442.0,1544.0,0.6511056511056511,0.7052180832411727,0.6463999731538449,0.22703949822580555,0.5822538860103627,0.5981524249422633,0.6355828220858896,0.6162998215348007,0.6155705353160478,0.6724567155901243,0.23979487003020905,0.08964754792512497,0.026056742436279423,0.9263229999996838,,,,,,,,,,,,,,,,,
random_014,2.0,fold,8.0,80,10,0.25,gini,400,True,2765.0,5530.0,1780.0,0.6495479204339963,0.714516586557403,0.6366503348896471,0.22254592830416378,0.5713483146067416,0.5861111111111111,0.667017913593256,0.6239526860522425,0.5918865764076189,0.6779342039285321,0.24254789190814946,0.12263001014978414,0.041283869038885035,1.2180321999985608,,,,,,,,,,,,,,,,,
random_014,3.0,fold,8.0,80,10,0.25,gini,400,True,4545.0,9090.0,1609.0,0.6481848184818482,0.709253083051742,0.6394747779358242,0.2239065124859905,0.5873213175885643,0.5904572564612326,0.7021276595744681,0.6414686825053996,0.6258493442272478,0.6659761315522301,0.23679561265779997,0.08340373882449414,0.02650135361640593,1.7426520999979402,,,,,,,,,,,,,,,,,
random_014,4.0,fold,8.0,80,10,0.25,gini,400,True,6154.0,12308.0,1608.0,0.6460838479038024,0.7035662546375145,0.6393307633207242,0.22399436203466422,0.5883084577114428,0.6036585365853658,0.6859122401847575,0.6421621621621622,0.6287023088463238,0.6616374024060466,0.23488388707730343,0.07486394579119071,0.022306639085322377,2.3260946000009426,,,,,,,,,,,,,,,,,
random_015,1.0,fold,10.0,10,20,0.6,log_loss,400,True,1221.0,2442.0,1544.0,0.8493038493038493,0.9333396272219674,0.5075924188332535,0.16164814060433277,0.5854922279792746,0.5990939977349944,0.649079754601227,0.6230859835100118,0.6086175700808738,0.6732912419860684,0.24024853346133854,0.3247220571410936,0.16569882315281492,1.4798006000019086,,,,,,,,,,,,,,,,,
random_015,2.0,fold,10.0,10,20,0.6,log_loss,400,True,2765.0,5530.0,1780.0,0.8195298372513562,0.9074488482651748,0.5341872139703228,0.1742969049227568,0.5735955056179776,0.588126159554731,0.6680716543730242,0.6255550074000986,0.593169198307421,0.6781866396373645,0.24265774820081595,0.3142796499577538,0.1439994256670417,3.3889566999969247,,,,,,,,,,,,,,,,,
random_015,3.0,fold,10.0,10,20,0.6,log_loss,400,True,4545.0,9090.0,1609.0,0.7911991199119912,0.8907373112747663,0.5547769682029104,0.18373485217946503,0.5730267246737104,0.5800604229607251,0.6808510638297872,0.6264274061990212,0.617730806292196,0.665723599247238,0.2368632485348184,0.2730065049825703,0.11094663104432756,6.00354789999983,,,,,,,,,,,,,,,,,
random_015,4.0,fold,10.0,10,20,0.6,log_loss,400,True,6154.0,12308.0,1608.0,0.765518362040949,0.8712340254553761,0.565183237427927,0.1889889499796077,0.5914179104477612,0.608515057113188,0.6766743648960739,0.640787315472936,0.627661958504261,0.6623248161661328,0.23534310310527723,0.2435720669511151,0.09714157873820584,8.439497300001676,,,,,,,,,,,,,,,,,
random_016,1.0,fold,10.0,20,10,sqrt,log_loss,400,True,1221.0,2442.0,1544.0,0.7608517608517609,0.8528592236937933,0.5839215668206948,0.19690851556172845,0.582901554404145,0.5981630309988519,0.6392638036809816,0.6180308422301305,0.6141011722924925,0.6720138355212992,0.2396091587737054,0.2387580514013008,0.08809226870060438,0.912915900000371,,,,,,,,,,,,,,,,,
random_016,2.0,fold,10.0,20,10,sqrt,log_loss,400,True,2765.0,5530.0,1780.0,0.7377938517179023,0.8330325952774933,0.5870414852598382,0.19876457637104916,0.5764044943820225,0.5895316804407713,0.6765015806111696,0.6300294406280668,0.5944245573591304,0.6770111546834133,0.24210752489367654,0.23860803791836294,0.0899696694235751,1.044734700000845,,,,,,,,,,,,,,,,,
random_016,3.0,fold,10.0,20,10,sqrt,log_loss,400,True,4545.0,9090.0,1609.0,0.7295929592959296,0.8183654643759792,0.5984202270325927,0.20416154156888502,0.5854568054692355,0.5901309164149043,0.6926713947990544,0.6373028820010875,0.6221010754487233,0.6660704635386542,0.2369136085775565,0.19626438892725595,0.0676502365060615,1.288229699999647,,,,,,,,,,,,,,,,,
random_016,4.0,fold,10.0,20,10,sqrt,log_loss,400,True,6154.0,12308.0,1608.0,0.716769580760481,0.8025728366084164,0.6025541460283288,0.20642133566086304,0.5845771144278606,0.6,0.6859122401847575,0.6400862068965517,0.6278253643171505,0.6615794163338108,0.23498887815070074,0.17474747229126586,0.05902527030548199,1.8745154999996885,,,,,,,,,,,,,,,,,
random_017,1.0,fold,10.0,40,20,0.25,gini,400,True,1221.0,2442.0,1544.0,0.6953316953316954,0.7897755779138457,0.6123552619235071,0.21059498523809092,0.5822538860103627,0.5970319634703196,0.6417177914110429,0.618568894145476,0.613759499103739,0.672195745612237,0.23970163416994208,0.17601607881010672,0.05984048368872996,0.8813111999988905,,,,,,,,,,,,,,,,,
random_017,2.0,fold,10.0,40,20,0.25,gini,400,True,2765.0,5530.0,1780.0,0.6998191681735986,0.7895001707246605,0.6047878674492765,0.20731422822234274,0.5820224719101124,0.5949953660797034,0.6765015806111696,0.6331360946745562,0.5956272927738236,0.6767321669975291,0.24198396718387144,0.19387287795083685,0.07194429954825265,1.298998099999153,,,,,,,,,,,,,,,,,
random_017,3.0,fold,10.0,40,20,0.25,gini,400,True,4545.0,9090.0,1609.0,0.7082508250825083,0.7858467595629923,0.6091931136044806,0.20938826915683564,0.5854568054692355,0.5878312070657508,0.7080378250591016,0.6423592493297587,0.6241878363681994,0.6657216987144586,0.2367222995631456,0.16165892319479291,0.05652858510997805,1.8762873000014224,,,,,,,,,,,,,,,,,
random_017,4.0,fold,10.0,40,20,0.25,gini,400,True,6154.0,12308.0,1608.0,0.6984075398115047,0.7764453222525955,0.6108974869563413,0.21041648225280843,0.5901741293532339,0.6044399596367306,0.6916859122401847,0.6451265481960151,0.6276775209626315,0.6618605994083225,0.23504439358049717,0.14876780128996403,0.05096311245198126,2.599774599999364,,,,,,,,,,,,,,,,,
random_018,1.0,fold,10.0,40,20,0.25,log_loss,400,True,1221.0,2442.0,1544.0,0.7002457002457002,0.7907587732311925,0.6119315848823434,0.2103904112392593,0.5854922279792746,0.5982042648709316,0.6539877300613497,0.6248534583821805,0.6120696474706927,0.6725057743343992,0.2398510143257532,0.17868912576049978,0.06057418945205573,0.8983157000002393,,,,,,,,,,,,,,,,,
random_018,2.0,fold,10.0,40,20,0.25,log_loss,400,True,2765.0,5530.0,1780.0,0.7037974683544304,0.7902334988049273,0.6048349393463963,0.2073083227829504,0.5764044943820225,0.589041095890411,0.6796628029504742,0.6311154598825832,0.5962112249387854,0.6764214891785132,0.24184929274744033,0.1940222738661419,0.07158654983211687,1.379153199999564,,,,,,,,,,,,,,,,,
random_018,3.0,fold,10.0,40,20,0.25,log_loss,400,True,4545.0,9090.0,1609.0,0.7025302530253025,0.7835012446541705,0.6102616738637487,0.20991583673179787,0.5860783095090119,0.587378640776699,0.7151300236406619,0.6449893390191898,0.6244186658982678,0.6651320887852639,0.23647091369679377,0.1590825787559027,0.05487041492151512,2.271496000001207,,,,,,,,,,,,,,,,,
random_018,4.0,fold,10.0,40,20,0.25,log_loss,400,True,6154.0,12308.0,1608.0,0.6980825479363016,0.7751590894754725,0.6118719265010543,0.21089256037910153,0.5945273631840796,0.6082995951417004,0.6939953810623557,0.6483279395900755,0.6287886804902797,0.6610943249982189,0.2347182987938922,0.14637040898519282,0.04922239849716459,3.6107701000000816,,,,,,,,,,,,,,,,,
random_019,1.0,fold,10.0,40,20,0.4,log_loss,400,True,1221.0,2442.0,1544.0,0.7125307125307125,0.8015240201764087,0.6057636183028778,0.20745344771170043,0.5841968911917098,0.5968645016797313,0.6539877300613497,0.6241217798594848,0.6126284430306244,0.6726414691532359,0.23991125116363954,0.1888955771457843,0.06687785085035802,1.1119503999980225,,,,,,,,,,,,,,,,,
random_019,2.0,fold,10.0,40,20,0.4,log_loss,400,True,2765.0,5530.0,1780.0,0.7099457504520795,0.796971081869041,0.5996948050293879,0.2049547185887774,0.5792134831460675,0.5929368029739777,0.672286617492097,0.6301234567901235,0.5933194609817922,0.6775844835682961,0.24240488137596142,0.20365162088724875,0.07788967853890827,2.8686476000002585,,,,,,,,,,,,,,,,,
random_019,3.0,fold,10.0,40,20,0.4,log_loss,400,True,4545.0,9090.0,1609.0,0.7080308030803081,0.7933279069704132,0.6049513028148654,0.20740980061258796,0.5779987569919205,0.5834165834165834,0.6903073286052009,0.6323768272874932,0.6197633455099784,0.6657979626460886,0.23682464274645992,0.17356456146043486,0.06084665983122317,4.964074399998935,,,,,,,,,,,,,,,,,
random_019,4.0,fold,10.0,40,20,0.4,log_loss,400,True,6154.0,12308.0,1608.0,0.7018199545011374,0.784961121474124,0.6063942874413902,0.20833114320562887,0.5914179104477612,0.6067415730337079,0.6859122401847575,0.6439024390243903,0.6288151366695094,0.6615452706993581,0.23492720394186234,0.1561459848046146,0.055150983257967856,7.182063000000198,,,,,,,,,,,,,,,,,
random_020,1.0,fold,10.0,80,20,0.6,log_loss,400,True,1221.0,2442.0,1544.0,0.6535626535626535,0.7209802281984193,0.6402666300052465,0.22406977805667608,0.5783678756476683,0.5940366972477065,0.6355828220858896,0.6141078838174274,0.6103377178587358,0.6736679166264062,0.2404020254049804,0.11064251033968353,0.03340128662115971,1.5109861999990244,,,,,,,,,,,,,,,,,
random_020,2.0,fold,10.0,80,20,0.6,log_loss,400,True,2765.0,5530.0,1780.0,0.6603978300180832,0.7295760775352611,0.6288655680821164,0.21887361341761727,0.5792134831460675,0.5925925925925926,0.6743940990516333,0.6308526367668802,0.5911397011738241,0.6788808114698645,0.24300142961781945,0.13843637636143702,0.0500152433877481,3.156064200000401,,,,,,,,,,,,,,,,,
random_020,3.0,fold,10.0,80,20,0.6,log_loss,400,True,4545.0,9090.0,1609.0,0.6682068206820682,0.7331165704867821,0.6292286090338115,0.2190203771889058,0.5835922933499068,0.5864440078585462,0.7056737588652482,0.6405579399141631,0.6210391046912617,0.666500327684997,0.23710962878962347,0.11207746579552047,0.037271718651185504,6.254266100000677,,,,,,,,,,,,,,,,,
random_020,4.0,fold,10.0,80,20,0.6,log_loss,400,True,6154.0,12308.0,1608.0,0.6629834254143646,0.7320706889998871,0.6278426864704993,0.2185035220991195,0.5889303482587065,0.6051282051282051,0.6812933025404158,0.6409560021727322,0.6289302988614505,0.6619329272294535,0.23505119954657855,0.10314039013843668,0.03409024075895417,10.33033979999891,,,,,,,,,,,,,,,,,
random_021,1.0,fold,12.0,10,20,sqrt,gini,400,True,1221.0,2442.0,1544.0,0.8435708435708436,0.9282847355218083,0.5218436437425917,0.16781534437846007,0.5764248704663213,0.5930635838150289,0.6294478527607362,0.6107142857142858,0.6110008668063656,0.6735625570670963,0.2403309115382257,0.3172838687154428,0.1517189133245046,1.1109492000032333,,,,,,,,,,,,,,,,,
random_021,2.0,fold,12.0,10,20,sqrt,gini,400,True,2765.0,5530.0,1780.0,0.8300180831826401,0.9193832899955348,0.5264481356476285,0.17028165165384246,0.5848314606741573,0.595108695652174,0.6923076923076923,0.6400389673648319,0.5987561801072507,0.6761486914477366,0.24165225474629637,0.320627109888284,0.1497005558001081,1.469521300001361,,,,,,,,,,,,,,,,,
random_021,3.0,fold,12.0,10,20,sqrt,gini,400,True,4545.0,9090.0,1609.0,0.8224422442244225,0.9120543230002989,0.5428640930039872,0.17778754732620988,0.5860783095090119,0.5914634146341463,0.6879432624113475,0.6360655737704918,0.6203210544416868,0.667852410649056,0.2376970774384976,0.29173326855861204,0.12498831764506879,1.84564920000048,,,,,,,,,,,,,,,,,
random_021,4.0,fold,12.0,10,20,sqrt,gini,400,True,6154.0,12308.0,1608.0,0.813129671758206,0.9020584495130443,0.5487846583417143,0.18085299109049566,0.5876865671641791,0.6034658511722731,0.6836027713625866,0.6410395235517055,0.6254832143324016,0.6632649074096822,0.23568784494907233,0.27657523518064264,0.11448024906796794,2.1336094999969646,,,,,,,,,,,,,,,,,
random_022,1.0,fold,12.0,10,40,0.25,gini,400,True,1221.0,2442.0,1544.0,0.8271908271908271,0.9071588487578561,0.5360698550884232,0.1745779175949387,0.5712435233160622,0.5852842809364549,0.6441717791411042,0.6133177570093458,0.6089070665757782,0.6732258674488247,0.24021627829261055,0.29825178218207793,0.13715601236040154,1.3748282999986259,,,,,,,,,,,,,,,,,
random_022,2.0,fold,12.0,10,40,0.25,gini,400,True,2765.0,5530.0,1780.0,0.803616636528029,0.9003193864418355,0.5383808129828401,0.17601097002088886,0.5865168539325842,0.5983379501385041,0.6828240252897787,0.6377952755905512,0.5997611013683415,0.6759496436071772,0.24155943255477416,0.300558285073494,0.1375688306243371,1.8949838999978965,,,,,,,,,,,,,,,,,
random_022,3.0,fold,12.0,10,40,0.25,gini,400,True,4545.0,9090.0,1609.0,0.8030803080308031,0.8957771787086941,0.549203835042315,0.18090740997884003,0.5767557489123679,0.583417593528817,0.682033096926714,0.6288828337874659,0.6199492484872146,0.6671366061587398,0.2373706028079649,0.27582793022147956,0.11793277111642486,3.5484880000003614,,,,,,,,,,,,,,,,,
random_022,4.0,fold,12.0,10,40,0.25,gini,400,True,6154.0,12308.0,1608.0,0.7920051998700033,0.8872861469045867,0.5547225004867604,0.18375354793164497,0.5970149253731343,0.6114519427402862,0.6905311778290993,0.648590021691974,0.6273522655826895,0.6621383376658169,0.23517875108868871,0.2599338813218972,0.10741583717905645,4.693874200002028,,,,,,,,,,,,,,,,,
random_023,1.0,fold,12.0,10,40,0.25,log_loss,400,True,1221.0,2442.0,1544.0,0.8288288288288288,0.9121935101016911,0.5337702751777306,0.17354737603977075,0.5790155440414507,0.5932203389830508,0.6441717791411042,0.6176470588235294,0.6102013852070658,0.6730100094838368,0.2401049623993417,0.30199212489462535,0.13923973430610626,1.3295305999999982,,,,,,,,,,,,,,,,,
random_023,2.0,fold,12.0,10,40,0.25,log_loss,400,True,2765.0,5530.0,1780.0,0.8057866184448463,0.8988642870275523,0.541090540579638,0.1773288107122831,0.5797752808988764,0.5943661971830986,0.667017913593256,0.6285998013902682,0.5975255478247418,0.6768110463912923,0.24198783555620465,0.3013387392028105,0.1357205058116543,2.5340264000005845,,,,,,,,,,,,,,,,,
random_023,3.0,fold,12.0,10,40,0.25,log_loss,400,True,4545.0,9090.0,1609.0,0.7980198019801981,0.8911658720920963,0.5544705435708127,0.18345641219279288,0.5755127408328155,0.5822401614530777,0.682033096926714,0.628198149156233,0.6221862809799565,0.6647113473096923,0.23631417174129474,0.26897959111213976,0.11024080373887957,4.194123500001297,,,,,,,,,,,,,,,,,
random_023,4.0,fold,12.0,10,40,0.25,log_loss,400,True,6154.0,12308.0,1608.0,0.7871303217419564,0.8803431933027902,0.5604981449152092,0.18659582651062467,0.5939054726368159,0.6094552929085303,0.684757505773672,0.644915715062534,0.6255221204783278,0.6628294656125377,0.2355999300888194,0.2548210728244624,0.10233132069732853,5.8361958999994386,,,,,,,,,,,,,,,,,
random_024,1.0,fold,12.0,20,40,0.6,log_loss,400,True,1221.0,2442.0,1544.0,0.8198198198198198,0.9000296711892752,0.5418196709159556,0.17730733230621382,0.5796632124352331,0.5951834862385321,0.6368098159509202,0.6152934202726734,0.6076884883065297,0.6736960516026671,0.2404441986364415,0.2923411828827456,0.13187638068671148,1.916522299998178,,,,,,,,,,,,,,,,,
random_024,2.0,fold,12.0,20,40,0.6,log_loss,400,True,2765.0,5530.0,1780.0,0.806871609403255,0.8956220943976045,0.5408334040141585,0.17727531693859105,0.5747191011235955,0.5895522388059702,0.6659641728134879,0.6254329539831767,0.5947225466289806,0.6778830436228745,0.24252701483451186,0.30089954776862393,0.13704963960871608,5.036943499999325,,,,,,,,,,,,,,,,,
random_024,3.0,fold,12.0,20,40,0.6,log_loss,400,True,4545.0,9090.0,1609.0,0.8013201320132013,0.8921929402577664,0.5506827091826345,0.181734429678313,0.5699192044748291,0.5768463073852296,0.6832151300236406,0.6255411255411255,0.612381448122225,0.6677430567144851,0.23778525261776923,0.27981149213554146,0.11706034753185057,8.652138100002048,,,,,,,,,,,,,,,,,
random_024,4.0,fold,12.0,20,40,0.6,log_loss,400,True,6154.0,12308.0,1608.0,0.7859928501787455,0.8818346720437716,0.5564980739591342,0.1847220364012721,0.5814676616915423,0.5993820803295572,0.6720554272517321,0.6336418072945019,0.6252497774568453,0.6631849968326867,0.23577395175710275,0.25658489458692635,0.10668692287355253,12.633848800000123,,,,,,,,,,,,,,,,,
random_025,1.0,fold,,5,40,0.25,log_loss,400,True,1221.0,2442.0,1544.0,0.868959868959869,0.9497235184635718,0.4855540292557776,0.15150910611356605,0.586139896373057,0.6009174311926605,0.6429447852760736,0.6212211025489034,0.6094288335142686,0.6735554018543233,0.2403524900272242,0.34029468494930326,0.18800137259854566,1.430793800001993,,,,,,,,,,,,,,,,,
random_025,2.0,fold,,5,40,0.25,log_loss,400,True,2765.0,5530.0,1780.0,0.878119349005425,0.9544968875581119,0.4762822371785785,0.1476382010614341,0.5814606741573034,0.5956848030018762,0.6691253951527925,0.630272952853598,0.5948157475282742,0.6780020131853352,0.24254990931070763,0.35968114002983775,0.20171977600675667,2.9529112999989593,,,,,,,,,,,,,,,,,
random_025,3.0,fold,,5,40,0.25,log_loss,400,True,4545.0,9090.0,1609.0,0.8833883388338833,0.9593153060379243,0.4750642155625101,0.14682207072087933,0.579241765071473,0.5875647668393782,0.6702127659574468,0.6261733848702374,0.617877979482508,0.6667680539722286,0.23728089491078588,0.34143732655541625,0.1917038384097185,5.38212410000051,,,,,,,,,,,,,,,,,
random_025,4.0,fold,,5,40,0.25,log_loss,400,True,6154.0,12308.0,1608.0,0.8834904127396815,0.9600800840914765,0.4738484851430591,0.1463808353595788,0.5883084577114428,0.603448275862069,0.687066974595843,0.642548596112311,0.6272573345866299,0.6625135896395938,0.23536946864655986,0.3328227495048466,0.18866510449653473,7.692607099997986,,,,,,,,,,,,,,,,,
random_026,1.0,fold,,20,20,0.25,log_loss,400,True,1221.0,2442.0,1544.0,0.8018018018018018,0.8902314352763466,0.5528049757835805,0.18233885610270179,0.5854922279792746,0.5962596259625963,0.6650306748466258,0.62877030162413,0.6122682555311503,0.6724230787371858,0.23979730616629397,0.27796317974519635,0.11961810295360531,1.257492500000808,,,,,,,,,,,,,,,,,
random_026,2.0,fold,,20,20,0.25,log_loss,400,True,2765.0,5530.0,1780.0,0.8108499095840868,0.899626244320122,0.5396312663427766,0.1765553484264926,0.5792134831460675,0.5912408759124088,0.6828240252897787,0.6337408312958435,0.5960482818699524,0.6772862247706714,0.2422190507287105,0.30357796245016955,0.13765495842789477,2.2636603000028117,,,,,,,,,,,,,,,,,
random_026,3.0,fold,,20,20,0.25,log_loss,400,True,4545.0,9090.0,1609.0,0.82002200220022,0.9078273405467923,0.5371396063575862,0.17528393586803104,0.5724052206339342,0.5783730158730159,0.6891252955082743,0.6289104638619202,0.6160235972845772,0.6664229262681242,0.23715333144511966,0.29180374326221503,0.12928331991053799,4.055851599998277,,,,,,,,,,,,,,,,,
random_026,4.0,fold,,20,20,0.25,log_loss,400,True,6154.0,12308.0,1608.0,0.8245043873903153,0.9121478364626452,0.5334557682621681,0.17371721473231777,0.5988805970149254,0.6133333333333333,0.6905311778290993,0.6496469310157523,0.6302406578562403,0.6612218408325233,0.23479573054371108,0.2819071786064049,0.12776607257035522,6.053517599997576,,,,,,,,,,,,,,,,,
random_027,1.0,fold,,40,20,0.4,log_loss,400,True,1221.0,2442.0,1544.0,0.7158067158067158,0.8038289321069242,0.6048278762611056,0.20700055668580278,0.586139896373057,0.5990990990990991,0.652760736196319,0.6247798003523194,0.6137763302953032,0.6724194131138477,0.23979523916486145,0.19005260181162098,0.0675915368527421,1.359215000000404,,,,,,,,,,,,,,,,,
