candidate_id,fold,row_type,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda,n_train_unique,n_train_augmented,best_iteration,effective_n_estimators,train_accuracy,train_roc_auc,train_log_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_log_loss,val_brier,train_val_auc_gap,abs_train_val_auc_gap,fit_seconds,val_log_loss_mean,val_log_loss_std,val_roc_auc_mean,val_roc_auc_std,val_brier_mean,val_accuracy_mean,val_precision_mean,val_recall_mean,val_f1_mean,train_roc_auc_mean,train_log_loss_mean,mean_abs_train_val_auc_gap,train_val_auc_gap_mean,best_iterations,median_effective_n_estimators,mean_fit_seconds
local_006,2.0,fold,0.03,2,40,0.9,0.7,8.0,0.5,5.0,2765.0,5530.0,889.0,890.0,0.6198915009041591,0.6603509048407008,0.655048564661629,0.5758426966292135,0.5894833948339483,0.6733403582718651,0.6286276438760453,0.5907003255057258,0.6783538648234702,0.24272221326828003,0.06965057933497498,0.06965057933497498,0.6782061000048998,,,,,,,,,,,,,,,,
local_006,3.0,fold,0.03,2,40,0.9,0.7,8.0,0.5,5.0,4545.0,9090.0,58.0,59.0,0.601100110011001,0.6272315204536678,0.6711659591788596,0.5910503418272218,0.5953346855983773,0.693853427895981,0.6408296943231441,0.6240259458588562,0.6710099267742736,0.23908351361751556,0.003205574594811633,0.003205574594811633,0.1367303000006359,,,,,,,,,,,,,,,,
local_006,4.0,fold,0.03,2,40,0.9,0.7,8.0,0.5,5.0,6154.0,12308.0,382.0,383.0,0.6039974000649984,0.6419081301679233,0.6594739969246695,0.5970149253731343,0.6094377510040161,0.7009237875288684,0.6519871106337272,0.6389229533810998,0.6580531570357498,0.2331322878599167,0.002985176786823418,0.002985176786823418,0.5273039999956382,,,,,,,,,,,,,,,,
local_007,1.0,fold,0.03,3,5,0.9,1.0,5.0,0.1,30.0,1221.0,2442.0,60.0,61.0,0.638001638001638,0.6900925201629218,0.6573994825065388,0.5893782383419689,0.6056009334889149,0.6368098159509202,0.6208133971291866,0.609398537369453,0.6758849372033782,0.2414347380399704,0.08069398279346873,0.08069398279346873,0.12543449999793665,,,,,,,,,,,,,,,,
local_007,2.0,fold,0.03,3,5,0.9,1.0,5.0,0.1,30.0,2765.0,5530.0,142.0,143.0,0.6408679927667269,0.691328500512174,0.6442523256616812,0.5792134831460675,0.5905797101449275,0.6870389884088515,0.6351680467608378,0.594807505271874,0.6771671189219453,0.24214524030685425,0.0965209952403,0.0965209952403,0.2656048000062583,,,,,,,,,,,,,,,,
local_007,3.0,fold,0.03,3,5,0.9,1.0,5.0,0.1,30.0,4545.0,9090.0,42.0,43.0,0.6081408140814082,0.6411415662381188,0.6690653148493573,0.5910503418272218,0.5949494949494949,0.6962174940898345,0.6416122004357299,0.6248625092564191,0.6718958901187357,0.23949597775936127,0.016279056981699735,0.016279056981699735,0.162088599994604,,,,,,,,,,,,,,,,
local_007,4.0,fold,0.03,3,5,0.9,1.0,5.0,0.1,30.0,6154.0,12308.0,164.0,165.0,0.6194345141371466,0.6614327355650652,0.6525360922545429,0.5982587064676617,0.6097804391217565,0.7055427251732102,0.6541755888650964,0.6383665954943571,0.6582936349728972,0.23324018716812134,0.023066140070708063,0.023066140070708063,0.3911946000007447,,,,,,,,,,,,,,,,
local_008,1.0,fold,0.03,3,10,1.0,0.7,5.0,0.0,20.0,1221.0,2442.0,21.0,22.0,0.6339066339066339,0.6659954684001834,0.674087324416142,0.5699481865284974,0.5841694537346711,0.6429447852760736,0.6121495327102804,0.6054339501965041,0.6819855478012844,0.24443469941616058,0.060561518203679277,0.060561518203679277,0.04652759999589762,,,,,,,,,,,,,,,,
local_008,2.0,fold,0.03,3,10,1.0,0.7,5.0,0.0,20.0,2765.0,5530.0,99.0,100.0,0.6260397830018083,0.6777377669214404,0.6511951096551813,0.5786516853932584,0.5923862581244197,0.672286617492097,0.629812438302073,0.5974012799590169,0.6757710597994847,0.24146604537963867,0.08033648696242346,0.08033648696242346,0.16854790000070352,,,,,,,,,,,,,,,,
local_008,3.0,fold,0.03,3,10,1.0,0.7,5.0,0.0,20.0,4545.0,9090.0,60.0,61.0,0.6121012101210122,0.6467186902683638,0.664408747291145,0.5960223741454319,0.5985915492957746,0.7033096926713948,0.6467391304347826,0.6257889257596461,0.669562623737969,0.23839204013347626,0.020929764508717752,0.020929764508717752,0.15971909999643685,,,,,,,,,,,,,,,,
local_008,4.0,fold,0.03,3,10,1.0,0.7,5.0,0.0,20.0,6154.0,12308.0,126.0,127.0,0.6127721806954826,0.6542665133682866,0.6559222489240014,0.5926616915422885,0.6060301507537689,0.6963048498845266,0.6480386888769479,0.6367372061029737,0.6593355423120356,0.23371067643165588,0.017529307265312877,0.017529307265312877,0.2864296999978251,,,,,,,,,,,,,,,,
local_009,1.0,fold,0.04,2,20,0.85,0.85,5.0,0.1,10.0,1221.0,2442.0,35.0,36.0,0.6314496314496314,0.6506972729479676,0.6692693464534918,0.586139896373057,0.6020881670533643,0.6368098159509202,0.6189624329159212,0.6138655356105935,0.6760164771938255,0.24149920046329498,0.036831737337374104,0.036831737337374104,0.05362269999750424,,,,,,,,,,,,,,,,
local_009,2.0,fold,0.04,2,20,0.85,0.85,5.0,0.1,10.0,2765.0,5530.0,171.0,172.0,0.633996383363472,0.6782993197278911,0.6478801380007847,0.5724719101123595,0.587360594795539,0.6659641728134879,0.6241975308641975,0.5898684916290375,0.679096105646376,0.2430809736251831,0.08843082809885361,0.08843082809885361,0.2001860000018496,,,,,,,,,,,,,,,,
local_009,3.0,fold,0.04,2,20,0.85,0.85,5.0,0.1,10.0,4545.0,9090.0,46.0,47.0,0.5958195819581958,0.6282913529104996,0.6705129229093579,0.5941578620261032,0.5965965965965966,0.7044917257683215,0.646070460704607,0.6252939590827548,0.6704379161429219,0.238803431391716,0.0029973938277448875,0.0029973938277448875,0.11719240000093123,,,,,,,,,,,,,,,,
local_009,4.0,fold,0.04,2,20,0.85,0.85,5.0,0.1,10.0,6154.0,12308.0,150.0,151.0,0.6065973350666234,0.6435624486818832,0.6591460793086494,0.595771144278607,0.608433734939759,0.6997690531177829,0.6509129967776585,0.6409203949129436,0.6571236931827378,0.23267240822315216,0.0026420537689395562,0.0026420537689395562,0.2881802999982028,,,,,,,,,,,,,,,,
local_010,1.0,fold,0.04,2,20,1.0,0.7,8.0,0.5,30.0,1221.0,2442.0,29.0,30.0,0.6060606060606061,0.6324171229735925,0.6758267726886186,0.586139896373057,0.6025641025641025,0.6343558282208589,0.6180514046622834,0.6118979693167378,0.6789442558866963,0.2429332435131073,0.02051915365685475,0.02051915365685475,0.04804909999802476,,,,,,,,,,,,,,,,
local_010,2.0,fold,0.04,2,20,1.0,0.7,8.0,0.5,30.0,2765.0,5530.0,62.0,63.0,0.606871609403255,0.6403304178814382,0.6654804815374864,0.5803370786516854,0.5954631379962193,0.6638566912539515,0.6278026905829597,0.5899008266349149,0.6786403328290832,0.2428053915500641,0.05042959124652324,0.05042959124652324,0.11749720000079833,,,,,,,,,,,,,,,,
local_010,3.0,fold,0.04,2,20,1.0,0.7,8.0,0.5,30.0,4545.0,9090.0,60.0,61.0,0.601100110011001,0.6292069058181214,0.6690672981188174,0.5972653822249845,0.5991983967935872,0.706855791962175,0.648590021691974,0.6259330005670041,0.6694282382563315,0.23832617700099945,0.0032739052511173705,0.0032739052511173705,0.16329899999982445,,,,,,,,,,,,,,,,
local_010,4.0,fold,0.04,2,20,1.0,0.7,8.0,0.5,30.0,6154.0,12308.0,95.0,96.0,0.6005849853753656,0.6336532350357829,0.6644631534063601,0.5963930348258707,0.6094853683148335,0.6974595842956121,0.650511577813678,0.6365403410045878,0.6605306646157652,0.23417474329471588,-0.002887105968804926,0.002887105968804926,0.2297751000005519,,,,,,,,,,,,,,,,
local_011,1.0,fold,0.04,3,5,0.9,1.0,5.0,0.01,20.0,1221.0,2442.0,15.0,16.0,0.61998361998362,0.6683300515199742,0.6739504519899828,0.5777202072538861,0.5935706084959816,0.6343558282208589,0.6132858837485172,0.5979979297634375,0.682800749144385,0.24483858048915863,0.07033212175653669,0.07033212175653669,0.05496069999935571,,,,,,,,,,,,,,,,
local_011,2.0,fold,0.04,3,5,0.9,1.0,5.0,0.01,20.0,2765.0,5530.0,127.0,128.0,0.6538878842676311,0.7036795104142043,0.6376089433299302,0.5764044943820225,0.5915492957746479,0.6638566912539515,0.6256206554121152,0.5919487103404812,0.6785967724525487,0.24284207820892334,0.11173080007372305,0.11173080007372305,0.27544749999651685,,,,,,,,,,,,,,,,
local_011,3.0,fold,0.04,3,5,0.9,1.0,5.0,0.01,20.0,4545.0,9090.0,47.0,48.0,0.6182618261826183,0.6474853941262279,0.6634350260043579,0.5916718458669982,0.5947843530591775,0.7009456264775413,0.6435160065111232,0.6269337782611255,0.6684941744759986,0.2378934770822525,0.020551615865102346,0.020551615865102346,0.17161990000022342,,,,,,,,,,,,,,,,
local_011,4.0,fold,0.04,3,5,0.9,1.0,5.0,0.01,20.0,6154.0,12308.0,152.0,153.0,0.6238219044523887,0.6697263263463833,0.6485951367181714,0.597636815920398,0.6096096096096096,0.7032332563510393,0.6530831099195711,0.6378047907471849,0.6585022713662065,0.23337185382843018,0.031921535599198414,0.031921535599198414,0.49605139999766834,,,,,,,,,,,,,,,,
local_012,1.0,fold,0.05,2,40,0.75,0.85,5.0,0.5,5.0,1221.0,2442.0,35.0,36.0,0.6298116298116299,0.6572721387532705,0.6651687744451698,0.5796632124352331,0.5922222222222222,0.6539877300613497,0.6215743440233236,0.6137005899332643,0.674698432668483,0.24086660146713257,0.043571548820006245,0.043571548820006245,0.05987280000408646,,,,,,,,,,,,,,,,
local_012,2.0,fold,0.05,2,40,0.75,0.85,5.0,0.5,5.0,2765.0,5530.0,412.0,413.0,0.6676311030741411,0.7293701573293411,0.621944873659259,0.5702247191011236,0.5867924528301887,0.6554267650158061,0.6192135390741662,0.5874243455965429,0.6841197677373567,0.24533715844154358,0.1419458117327982,0.1419458117327982,0.4977650000000722,,,,,,,,,,,,,,,,
local_012,3.0,fold,0.05,2,40,0.75,0.85,5.0,0.5,5.0,4545.0,9090.0,28.0,29.0,0.590979097909791,0.6226755339607225,0.6732279557575213,0.5898073337476694,0.5950920245398773,0.6879432624113475,0.6381578947368421,0.6249105341922051,0.6722425075077293,0.2396639734506607,-0.002235000231482598,0.002235000231482598,0.1137550999992527,,,,,,,,,,,,,,,,
local_012,4.0,fold,0.05,2,40,0.75,0.85,5.0,0.5,5.0,6154.0,12308.0,95.0,96.0,0.6025349366265843,0.6384903502062267,0.6611479380061972,0.595771144278607,0.6097560975609756,0.6928406466512702,0.6486486486486487,0.6401632813132225,0.6579587714395001,0.23303867876529694,-0.0016729311069958452,0.0016729311069958452,0.2558324999990873,,,,,,,,,,,,,,,,
local_013,1.0,fold,0.05,2,40,0.85,0.7,2.0,0.1,30.0,1221.0,2442.0,23.0,24.0,0.6060606060606061,0.6373937906292989,0.6739613372814388,0.5822538860103627,0.5981524249422633,0.6355828220858896,0.6162998215348007,0.6108089912225336,0.6782413990755626,0.24258758127689362,0.02658479940676528,0.02658479940676528,0.04838749999908032,,,,,,,,,,,,,,,,
local_013,2.0,fold,0.05,2,40,0.85,0.7,2.0,0.1,30.0,2765.0,5530.0,197.0,198.0,0.6329113924050633,0.6841509731305649,0.644713659144821,0.5702247191011236,0.585981308411215,0.660695468914647,0.6210995542347697,0.5882371588815384,0.6799521480687348,0.2434939295053482,0.09591381424902656,0.09591381424902656,0.2701812999948743,,,,,,,,,,,,,,,,
local_013,3.0,fold,0.05,2,40,0.85,0.7,2.0,0.1,30.0,4545.0,9090.0,45.0,46.0,0.6028602860286029,0.6280049327272296,0.6695505928024233,0.5904288377874456,0.5921182266009852,0.710401891252955,0.645889306824288,0.6243659933880508,0.6701180873153558,0.23865962028503418,0.003638939339178804,0.003638939339178804,0.13048119999439223,,,,,,,,,,,,,,,,
local_013,4.0,fold,0.05,2,40,0.85,0.7,2.0,0.1,30.0,6154.0,12308.0,127.0,128.0,0.6062723431914202,0.6419785774525223,0.6600120861148091,0.5988805970149254,0.6110552763819096,0.7020785219399538,0.6534121440085975,0.6409826447464253,0.6575122091851154,0.23282375931739807,0.0009959327060969914,0.0009959327060969914,0.28566940000018803,,,,,,,,,,,,,,,,
local_014,1.0,fold,0.05,3,5,0.9,0.7,2.0,0.5,30.0,1221.0,2442.0,17.0,18.0,0.6371826371826372,0.676705419038114,0.6695707595505093,0.5783678756476683,0.5966981132075472,0.6208588957055214,0.608538785327721,0.5977387294133488,0.6819878349369771,0.24443939328193665,0.07896668962476516,0.07896668962476516,0.060086500001489185,,,,,,,,,,,,,,,,
local_014,2.0,fold,0.05,3,5,0.9,0.7,2.0,0.5,30.0,2765.0,5530.0,178.0,179.0,0.6784810126582278,0.742499934336669,0.6177599135025122,0.5719101123595506,0.587464920486436,0.6617492096944152,0.622398414271556,0.5885015451060651,0.680841633311395,0.24392542243003845,0.15399838923060394,0.15399838923060394,0.3721785999950953,,,,,,,,,,,,,,,,
local_014,3.0,fold,0.05,3,5,0.9,0.7,2.0,0.5,30.0,4545.0,9090.0,49.0,50.0,0.6147414741474148,0.6513398164499686,0.6605970949295735,0.5935363579863269,0.596579476861167,0.7009456264775413,0.6445652173913043,0.6271026401321151,0.6674375312119969,0.2374100685119629,0.024237176317853493,0.024237176317853493,0.16776190000382485,,,,,,,,,,,,,,,,
local_014,4.0,fold,0.05,3,5,0.9,0.7,2.0,0.5,30.0,6154.0,12308.0,97.0,98.0,0.619272018199545,0.6611928755479013,0.6526756440581977,0.5982587064676617,0.6127049180327869,0.6905311778290993,0.6492942453854506,0.6387579913223732,0.6583247465195787,0.23322926461696625,0.022434884225528084,0.022434884225528084,0.30520710000564577,,,,,,,,,,,,,,,,
local_015,1.0,fold,0.05,3,10,0.7,1.0,2.0,0.1,30.0,1221.0,2442.0,44.0,45.0,0.6445536445536445,0.7053785774013432,0.649887070406525,0.5854922279792746,0.5997719498289624,0.645398773006135,0.6217494089834515,0.6126974509160376,0.6743236918933033,0.24068810045719147,0.09268112648530569,0.09268112648530569,0.10008450000168523,,,,,,,,,,,,,,,,
local_015,2.0,fold,0.05,3,10,0.7,1.0,2.0,0.1,30.0,2765.0,5530.0,208.0,209.0,0.6936708860759494,0.7631176949544296,0.6061770405138137,0.5674157303370787,0.5841956726246472,0.6543730242360379,0.617296222664016,0.5882593495718464,0.681884180651181,0.24439333379268646,0.17485834538258316,0.17485834538258316,0.4490955000001122,,,,,,,,,,,,,,,,
local_015,3.0,fold,0.05,3,10,0.7,1.0,2.0,0.1,30.0,4545.0,9090.0,29.0,30.0,0.6046204620462046,0.6402061797536515,0.6676966264509971,0.5991298943443132,0.601823708206687,0.7021276595744681,0.6481178396072013,0.6267060471140111,0.6707700189852576,0.238951176404953,0.013500132639640339,0.013500132639640339,0.13500379999459255,,,,,,,,,,,,,,,,
local_015,4.0,fold,0.05,3,10,0.7,1.0,2.0,0.1,30.0,6154.0,12308.0,71.0,72.0,0.6134221644458888,0.6532482877175239,0.6564224671549892,0.5988805970149254,0.6117290192113246,0.6986143187066974,0.6522911051212938,0.6368788244741446,0.6598869071100512,0.23388561606407166,0.01636946324337929,0.01636946324337929,0.2606011999960174,,,,,,,,,,,,,,,,
local_016,1.0,fold,0.05,3,20,0.75,1.0,2.0,0.1,5.0,1221.0,2442.0,6.0,7.0,0.6068796068796068,0.6575310873142179,0.6807732811930386,0.5621761658031088,0.5850673194614443,0.5865030674846625,0.5857843137254902,0.5829188652410648,0.6871404278561609,0.24700115621089935,0.0746122220731531,0.0746122220731531,0.038628499998594634,,,,,,,,,,,,,,,,
local_016,2.0,fold,0.05,3,20,0.75,1.0,2.0,0.1,5.0,2765.0,5530.0,285.0,286.0,0.7276672694394214,0.8062248837759042,0.5805188178903351,0.5674157303370787,0.5832558139534884,0.660695468914647,0.6195652173913043,0.5838453042597249,0.6875940147174341,0.24695579707622528,0.22237957951617926,0.22237957951617926,0.5608676999981981,,,,,,,,,,,,,,,,
local_016,3.0,fold,0.05,3,20,0.75,1.0,2.0,0.1,5.0,4545.0,9090.0,28.0,29.0,0.6116611661166117,0.643660236050676,0.6661614733865697,0.5954008701056557,0.5981873111782477,0.7021276595744681,0.6460032626427407,0.6230631233559205,0.6705832106306969,0.23889385163784027,0.020597112694755504,0.020597112694755504,0.13508030000230065,,,,,,,,,,,,,,,,
local_016,4.0,fold,0.05,3,20,0.75,1.0,2.0,0.1,5.0,6154.0,12308.0,71.0,72.0,0.6155346116347091,0.6577386792697867,0.654059408651858,0.595771144278607,0.6095334685598377,0.6939953810623557,0.6490280777537797,0.6405966957788388,0.6574169278313822,0.23281848430633545,0.017141983490947865,0.017141983490947865,0.28088389999902574,,,,,,,,,,,,,,,,
A0_phase6b_reference_structure,,aggregate,0.03,2,10,0.75,0.85,5.0,0.01,10.0,,,,,,,,,,,,,,,,,,0.6700376833297481,0.007821450425976921,0.6177037273280872,0.01765956550027905,0.23872799798846245,0.5872592681767408,0.5984452684240126,0.6780931012992127,0.6355841649896999,0.6624195572559431,0.6551972187556819,0.044715829927855916,0.044715829927855916,"[67, 410, 84, 209]",147.5,0.28594122500180674
A1_less_l2,,aggregate,0.03,2,10,0.75,0.85,5.0,0.01,5.0,,,,,,,,,,,,,,,,,,0.6701844994107334,0.007903970385733712,0.6193386560073507,0.017778961638934256,0.23878440633416176,0.5888149501108015,0.5995821391065348,0.6805542466844525,0.6372734653021859,0.6651830636866264,0.6545269469214379,0.04584440767927567,0.04584440767927567,"[67, 439, 59, 168]",118.5,0.2628947499979404
A2_more_l2,,aggregate,0.03,2,10,0.75,0.85,5.0,0.01,20.0,,,,,,,,,,,,,,,,,,0.671638744078973,0.008545098830421732,0.6163957686714486,0.018574548030012895,0.23945267125964165,0.5833671699700969,0.5945364781239075,0.6780738900195729,0.6334029660194127,0.6610217900537596,0.6555881343133636,0.04462602138231095,0.04462602138231095,"[67, 635, 58, 180]",124.5,0.28942567499871075
A3_stronger_child_constraint,,aggregate,0.03,2,20,0.75,0.85,5.0,0.01,10.0,,,,,,,,,,,,,,,,,,0.6704036796553172,0.008092837603659761,0.6175753857135475,0.01783553038797957,0.2388853132724762,0.5873496006221665,0.5983201858953939,0.6790474002577818,0.6359280842774215,0.6609706159298065,0.6559932770690352,0.04339523021625899,0.04339523021625899,"[68, 410, 74, 209]",142.5,0.26759339999989606
A4_less_gamma,,aggregate,0.03,2,10,0.75,0.85,2.0,0.01,10.0,,,,,,,,,,,,,,,,,,0.6709951075343399,0.00915481120264285,0.6163757295016382,0.01973821626147009,0.23916884511709213,0.5860586957492467,0.5978150132637894,0.6745673803361434,0.6336442446883477,0.6703384129710068,0.6511229490691073,0.05396268346936853,0.05396268346936853,"[67, 577, 84, 208]",147.0,0.31643205000182206
A5_more_sampling,,aggregate,0.03,2,10,0.9,1.0,5.0,0.01,10.0,,,,,,,,,,,,,,,,,,0.6723155792972134,0.008988395814559196,0.6146278868054326,0.01805784564883508,0.239830169826746,0.5874104914498384,0.5995803357337772,0.673068520403522,0.6337662631617776,0.6521887294823738,0.6611853906447838,0.03756084267694132,0.03756084267694132,"[23, 334, 77, 190]",134.5,0.23700129999997444
A6_depth3_strongly_regularized,,aggregate,0.03,3,20,0.75,0.85,5.0,0.01,10.0,,,,,,,,,,,,,,,,,,0.6695494556257173,0.008575522237967956,0.6188519727144612,0.018468312404029432,0.23849201574921608,0.5877903682457172,0.5996074578627717,0.6750456573207556,0.6349626426515143,0.6928292205386235,0.644157238800213,0.07397724782416235,0.07397724782416235,"[67, 334, 77, 148]",113.5,0.29693522499837854
A7_depth4_controlled_check,,aggregate,0.03,4,40,0.75,0.85,8.0,0.01,20.0,,,,,,,,,,,,,,,,,,0.6707835149318477,0.00808583044639113,0.6176703226593009,0.017928247882884107,0.23906754329800606,0.5879804622451535,0.6000590275926222,0.6739363868055411,0.6346025468534131,0.654827451221579,0.6609104793519781,0.03715712856227815,0.03715712856227815,"[49, 107, 48, 322]",79.0,0.2717891249976674
local_001,,aggregate,0.02,2,5,0.7,0.85,2.0,0.01,5.0,,,,,,,,,,,,,,,,,,0.6696828719070718,0.007516954016224909,0.6182814991885346,0.017363997528000243,0.23854802548885345,0.5890233695908418,0.6006038485654402,0.675909802105942,0.635782599809321,0.6546982581481507,0.6594079124746068,0.03641675895961613,0.03641675895961613,"[78, 287, 134, 330]",211.5,0.29672412499712664
local_002,,aggregate,0.02,2,10,0.85,1.0,5.0,0.0,20.0,,,,,,,,,,,,,,,,,,0.6709075607766233,0.00800522068916799,0.6173896684467186,0.01774444150425798,0.23913032934069633,0.5862347413029615,0.5978812574839065,0.6753585173725813,0.6340271843901224,0.6535637526938938,0.6600413394640474,0.036174084247175164,0.036174084247175164,"[78, 468, 86, 362]",225.0,0.3318613000010373
local_003,,aggregate,0.02,2,40,0.9,0.85,2.0,0.01,10.0,,,,,,,,,,,,,,,,,,0.6733872568895859,0.009884523542447388,0.61461548815217,0.01856609606477349,0.24032296240329742,0.585641651706408,0.5983763514607051,0.6687790567765262,0.6313902116622352,0.656049406666543,0.6590681874403911,0.041433918514373,0.041433918514373,"[30, 816, 101, 289]",196.0,0.39341802500166523
local_004,,aggregate,0.02,3,40,0.7,1.0,8.0,0.01,20.0,,,,,,,,,,,,,,,,,,0.6708475016334725,0.007834355833778315,0.6178448532930974,0.016663416573886553,0.2390899807214737,0.586971944025697,0.5986777336092819,0.6754145476230538,0.6343200118895678,0.6511434014668217,0.6615718610023026,0.033298548173724296,0.033298548173724296,"[96, 346, 60, 361]",222.0,0.3609959500026889
local_005,,aggregate,0.03,2,40,0.7,0.7,8.0,0.1,10.0,,,,,,,,,,,,,,,,,,0.6696400589598407,0.00797606925303501,0.6180733454784164,0.018200795388158008,0.2385329231619835,0.5879217248798264,0.5998866478678639,0.6735240895923893,0.6343610115526674,0.6471814671709648,0.6607954679702229,0.029108121692548422,0.029108121692548422,"[80, 570, 89, 343]",217.0,0.32040199999755714
local_006,,aggregate,0.03,2,40,0.9,0.7,8.0,0.5,5.0,,,,,,,,,,,,,,,,,,0.6709847030852051,0.007940248924680423,0.6161734631625286,0.017708659484049788,0.23917241767048836,0.587350047952211,0.5985639578590854,0.6780723382094547,0.6356865559952114,0.6433567108316939,0.6641103796351742,0.0271832476691653,0.0271832476691653,"[49, 889, 58, 382]",221.0,0.35255140000117535
local_007,,aggregate,0.03,3,5,0.9,1.0,5.0,0.1,30.0,,,,,,,,,,,,,,,,,,0.670810395304239,0.007483423327972553,0.6168587868480258,0.016344416069342303,0.2390790358185768,0.58947519244573,0.6002276444262734,0.6814022559057041,0.6379423082977127,0.67099883061957,0.65581330381803,0.05414004377154413,0.05414004377154413,"[60, 142, 42, 164]",102.0,0.2360806249998859
local_008,,aggregate,0.03,3,10,1.0,0.7,5.0,0.0,20.0,,,,,,,,,,,,,,,,,,0.6716636934126934,0.008363745273400464,0.6163403405045352,0.015675978864665697,0.23950086534023285,0.584320984402369,0.5952943529771586,0.6787114863310231,0.6341849475810211,0.6611796097395686,0.6614033575716174,0.04483926923503334,0.04483926923503334,"[21, 99, 60, 126]",80.5,0.16530607499771577
local_009,,aggregate,0.04,2,20,0.85,0.85,5.0,0.1,10.0,,,,,,,,,,,,,,,,,,0.6706685480414653,0.008413387510678634,0.6174870953088324,0.018614306434770182,0.23901400342583656,0.5871352031975317,0.5986197733463148,0.6767586919126282,0.635035855315596,0.6502125985670604,0.661702121668071,0.03272550325822804,0.03272550325822804,"[35, 171, 46, 150]",99.0,0.16479534999962198
local_010,,aggregate,0.04,2,20,1.0,0.7,8.0,0.5,30.0,,,,,,,,,,,,,,,,,,0.671885872896969,0.007589865323913684,0.6160680343808111,0.01745383267514727,0.23955988883972168,0.5900338480188994,0.6016777514171856,0.6756319739331493,0.6362389236877237,0.6339019204272338,0.6687094264378206,0.019277439030825072,0.01783388604642261,"[29, 62, 60, 95]",62.0,0.13965509999979986
local_011,,aggregate,0.04,3,5,0.9,1.0,5.0,0.01,20.0,,,,,,,,,,,,,,,,,,0.6720984918597848,0.009415602439052052,0.6136713022780573,0.019208358475930862,0.23973649740219116,0.5858583408558261,0.5973784667348542,0.6755978505758478,0.6338764138978317,0.6723053206016973,0.6558973895106106,0.058634018323640125,0.058634018323640125,"[15, 127, 47, 152]",88.0,0.24951987499844108
local_012,,aggregate,0.05,2,40,0.75,0.85,5.0,0.5,5.0,,,,,,,,,,,,,,,,,,0.6722548698382673,0.009369169970113127,0.6165496877588086,0.019260766262823456,0.23972660303115845,0.5838666023906582,0.595965699288316,0.6725496010349434,0.6318986066207452,0.6619520450623901,0.6553723854670368,0.04735632297282072,0.0454023573035815,"[35, 412, 28, 95]",66.0,0.23180635000062466
local_013,,aggregate,0.05,2,40,0.85,0.7,2.0,0.1,30.0,,,,,,,,,,,,,,,,,,0.6714559609111922,0.008866305392543605,0.6160986970596369,0.019311947976274644,0.23939122259616852,0.5854470099784643,0.5968268090840932,0.6771896760483613,0.634175206650614,0.6478820684849039,0.662059418835873,0.03178337142526691,0.03178337142526691,"[23, 197, 45, 127]",87.0,0.18367984999713372
local_014,,aggregate,0.05,3,5,0.9,0.7,2.0,0.5,30.0,,,,,,,,,,,,,,,,,,0.6721479364949869,0.009819272690868599,0.6130252264934756,0.020587840478451424,0.23975103721022606,0.5855182631153019,0.5983618571469842,0.6685212274266443,0.631199165594008,0.6829345113431633,0.6501508530101983,0.06990928484968767,0.06990928484968767,"[17, 178, 49, 97]",74.0,0.22630852500151377
local_015,,aggregate,0.05,3,10,0.7,1.0,2.0,0.1,30.0,,,,,,,,,,,,,,,,,,0.6717161996599482,0.007921714986120201,0.61613541801901,0.0182409012983122,0.23947955667972565,0.587729612418898,0.5993800874679053,0.6751284438808347,0.6348636440939907,0.690487684956737,0.6450458011315813,0.07435226693772712,0.07435226693772712,"[44, 208, 29, 71]",58.5,0.23619624999810185
local_016,,aggregate,0.05,3,20,0.75,1.0,2.0,0.1,5.0,,,,,,,,,,,,,,,,,,0.6756836452589186,0.012577779683762143,0.6076059971588873,0.02500666888591799,0.2414173223078251,0.5801909776311125,0.5940109782882546,0.6608303942590333,0.6250952178783288,0.6912887216026462,0.6453782452804503,0.08368272444375893,0.08368272444375893,"[6, 285, 28, 71]",50.5,0.2538650999995298
