split,n,accuracy,precision,recall,f1,roc_auc,log_loss,brier_score,confusion_matrix,majority_class_accuracy
train,6619,0.67381779725034,0.6911571765940698,0.728429203539823,0.7093038912077555,0.7514214675442551,0.6000020919311247,0.20656034350395203,"[[1826, 1177], [982, 2634]]",0.546306088533011
validation,1419,0.594785059901339,0.6182432432432432,0.6993630573248407,0.6563060370591751,0.632678976873154,0.6607548365986118,0.23446528613567352,"[[295, 339], [236, 549]]",0.5532064834390416
