candidate_id,fold,row_type,learning_rate,max_depth,min_child_weight,subsample,colsample_bytree,gamma,reg_alpha,reg_lambda,unique_fold_train_matches,unique_inner_fit_matches,augmented_inner_fit_observations,inner_early_stop_matches,fold_validation_matches,best_iteration,effective_n_estimators,best_score_inner_early_stop,train_accuracy,train_roc_auc,train_log_loss,train_brier,train_f1,val_accuracy,val_roc_auc,val_log_loss,val_brier,val_f1,train_val_acc_gap,train_val_auc_gap,train_val_log_loss_gap,val_log_loss_mean,val_log_loss_std,val_roc_auc_mean,val_roc_auc_std,val_brier_mean,val_brier_std,val_accuracy_mean,val_accuracy_std,val_f1_mean,val_f1_std,train_accuracy_mean,train_roc_auc_mean,train_val_acc_gap_mean,train_val_auc_gap_mean,train_val_log_loss_gap_mean,median_effective_n_estimators
anchor_shallow_depth3_conservative,3.0,fold,0.05,3,10,0.9,0.9,0.0,0.0,1.0,3971.0,3275.0,6550.0,696.0,1323.0,79.0,80.0,0.6632812516656758,0.619236641221374,0.6695405276730211,0.6467543722331563,0.22776716947555542,0.6580751302440362,0.5865457294028723,0.6272314430613186,0.6635282253789184,0.2355922907590866,0.6398946675444371,0.0326909118185017,0.04230908461170246,0.016773853145762074,,,,,,,,,,,,,,,,
anchor_shallow_depth3_conservative,4.0,fold,0.05,3,10,0.9,0.9,0.0,0.0,1.0,5294.0,4367.0,8734.0,927.0,1325.0,62.0,63.0,0.6622947752475739,0.6173574536294939,0.6602796644973445,0.6506344363268316,0.2295224666595459,0.6717737183264585,0.6037735849056604,0.629158307390753,0.6635871939913061,0.2355048656463623,0.6593121349772875,0.013583868723833548,0.031121357106591585,0.012952757664474457,,,,,,,,,,,,,,,,
anchor_moderate_depth3_mcw5,1.0,fold,0.05,3,5,0.75,0.75,0.0,0.0,1.0,1323.0,1091.0,2182.0,232.0,1325.0,41.0,42.0,0.6650278709571937,0.608615948670944,0.6670675597956629,0.6572822610008204,0.23247410356998444,0.6640440597954367,0.5871698113207547,0.6026618622740791,0.6764641797794972,0.2417345494031906,0.6384666226040978,0.021446137350189298,0.06440569752158376,0.01918191877867681,,,,,,,,,,,,,,,,
anchor_moderate_depth3_mcw5,2.0,fold,0.05,3,5,0.75,0.75,0.0,0.0,1.0,2648.0,2185.0,4370.0,463.0,1323.0,62.0,63.0,0.6751559517682242,0.6164759725400457,0.6670985613439371,0.6507858036493783,0.22953946888446808,0.658516707416463,0.6243386243386243,0.6308398767748361,0.6612349296804035,0.2343452274799347,0.6816143497757847,-0.00786265179857859,0.036258684569100974,0.010449126031025213,,,,,,,,,,,,,,,,
anchor_moderate_depth3_mcw5,3.0,fold,0.05,3,5,0.75,0.75,0.0,0.0,1.0,3971.0,3275.0,6550.0,696.0,1323.0,87.0,88.0,0.6628900457216406,0.6277862595419847,0.6779154257324329,0.6436725047696737,0.22627682983875275,0.6725758796669352,0.5941043083900227,0.6212943752881512,0.6670581849279043,0.2372264266014099,0.6483300589390962,0.03368195115196204,0.05662105044428167,0.023385680158230504,,,,,,,,,,,,,,,,
anchor_moderate_depth3_mcw5,4.0,fold,0.05,3,5,0.75,0.75,0.0,0.0,1.0,5294.0,4367.0,8734.0,927.0,1325.0,78.0,79.0,0.6632015645632595,0.6205633157774215,0.6668724329440904,0.6471951341486749,0.22794750332832336,0.6646427848613641,0.609056603773585,0.6262665744263808,0.6647989279439175,0.23609918355941772,0.6623207301173403,0.011506712003836572,0.04060585851770959,0.017603793795242573,,,,,,,,,,,,,,,,
anchor_moderate_depth4_mcw3,1.0,fold,0.05,4,3,0.75,0.75,0.0,0.0,2.0,1323.0,1091.0,2182.0,232.0,1325.0,36.0,37.0,0.6679856182429297,0.6425297891842346,0.7188622754491019,0.6442697887599448,0.2260826975107193,0.6899841017488076,0.5932075471698113,0.5916415008007321,0.6794293530126077,0.2431367188692093,0.6520335700451905,0.04932224201442337,0.12722077464836978,0.03515956425266287,,,,,,,,,,,,,,,,
anchor_moderate_depth4_mcw3,2.0,fold,0.05,4,3,0.75,0.75,0.0,0.0,2.0,2648.0,2185.0,4370.0,463.0,1323.0,41.0,42.0,0.6774018728707316,0.6320366132723112,0.6892196053769624,0.6451936044654525,0.22672580182552338,0.6696795398520953,0.6092214663643235,0.6239084613068353,0.663946220532404,0.23568779230117798,0.6658047834518422,0.022815146907987693,0.06531114407012706,0.018752616066951555,,,,,,,,,,,,,,,,
anchor_moderate_depth4_mcw3,3.0,fold,0.05,4,3,0.75,0.75,0.0,0.0,2.0,3971.0,3275.0,6550.0,696.0,1323.0,52.0,53.0,0.6674679015902267,0.6387786259541984,0.6936289197376503,0.6397254614556612,0.22424352169036865,0.6698297516048004,0.582010582010582,0.6081569847856155,0.6706249497615806,0.23894843459129333,0.6359447004608295,0.05676804394361645,0.08547193495203476,0.030899488305919376,,,,,,,,,,,,,,,,
anchor_moderate_depth4_mcw3,4.0,fold,0.05,4,3,0.75,0.75,0.0,0.0,2.0,5294.0,4367.0,8734.0,927.0,1325.0,66.0,67.0,0.6649779703753409,0.6285779711472407,0.6872079778948228,0.6379531347214473,0.22362515330314636,0.6683026584867076,0.5894339622641509,0.6217341173757638,0.6663381277303811,0.23688971996307373,0.6353887399463807,0.039144008883089776,0.06547386051905901,0.028384993008933823,,,,,,,,,,,,,,,,
anchor_strong_reg_gamma,1.0,fold,0.05,4,5,0.9,0.9,2.0,0.0,2.0,1323.0,1091.0,2182.0,232.0,1325.0,31.0,32.0,0.6714370160781103,0.6489459211732356,0.7124124632091748,0.6458234733758217,0.22684817016124725,0.6923694779116466,0.5743396226415094,0.587521162205445,0.6805262425965781,0.24373479187488556,0.6224899598393574,0.07460629853172618,0.1248913010037298,0.034702769220756435,,,,,,,,,,,,,,,,
anchor_strong_reg_gamma,2.0,fold,0.05,4,5,0.9,0.9,2.0,0.0,2.0,2648.0,2185.0,4370.0,463.0,1323.0,33.0,34.0,0.678560338640831,0.6210526315789474,0.6820920787088007,0.6487178507483515,0.22836065292358398,0.6515151515151515,0.5971277399848829,0.6221677900539689,0.6649605754426953,0.23618893325328827,0.6545690213869086,0.023924891594064523,0.05992428865483179,0.016242724694343735,,,,,,,,,,,,,,,,
anchor_strong_reg_gamma,3.0,fold,0.05,4,5,0.9,0.9,2.0,0.0,2.0,3971.0,3275.0,6550.0,696.0,1323.0,52.0,53.0,0.6652479357803347,0.636030534351145,0.6916513098708528,0.6392945055749767,0.2241276353597641,0.6690727373681288,0.5759637188208617,0.6108725218994928,0.6702745403755979,0.23878027498722076,0.630678077682686,0.06006681553028326,0.08077878797135996,0.03098003480062117,,,,,,,,,,,,,,,,
anchor_strong_reg_gamma,4.0,fold,0.05,4,5,0.9,0.9,2.0,0.0,2.0,5294.0,4367.0,8734.0,927.0,1325.0,35.0,36.0,0.6638452452491916,0.6214792763911152,0.671131456524948,0.6494438852676835,0.22879329323768616,0.669994010780595,0.6060377358490566,0.6313686152427073,0.6645514897014212,0.23597347736358643,0.657030223390276,0.015441540542058596,0.039762841282240724,0.015107604433737709,,,,,,,,,,,,,,,,
