candidate_id,fold,row_type,n_estimators,max_depth,min_samples_leaf,min_samples_split,max_features,bootstrap,criterion,train_accuracy,train_roc_auc,train_log_loss,train_brier,val_accuracy,val_roc_auc,val_log_loss,val_brier,val_f1,train_val_acc_gap,train_val_auc_gap,val_accuracy_mean,val_accuracy_std,val_roc_auc_mean,val_roc_auc_std,val_log_loss_mean,val_log_loss_std,val_brier_mean,val_brier_std,val_f1_mean,val_f1_std,train_accuracy_mean,train_roc_auc_mean,train_val_acc_gap_mean,train_val_auc_gap_mean
random_006,3.0,fold,300,8.0,2,20,0.75,True,gini,0.7068748426089146,0.7896377823228081,0.5886126917910043,0.2005266729700152,0.5925925925925926,0.6223582295988935,0.667057798415619,0.23706386116108338,0.6432825943084051,0.11428225001632208,0.1672795527239146,,,,,,,,,,,,,,
random_006,4.0,fold,300,8.0,2,20,0.75,True,gini,0.674159425765017,0.7640504625169721,0.5982683190751347,0.20531155641514692,0.5954716981132075,0.6328917329643722,0.6592570335567671,0.23370974178157117,0.6514954486345904,0.07868772765180942,0.13115872955259988,,,,,,,,,,,,,,
random_007,1.0,fold,300,8.0,5,20,1.0,True,gini,0.745275888133031,0.8532043614280458,0.5665755295873517,0.189604816482843,0.5781132075471698,0.590748112560055,0.6816710320077547,0.24418766954739182,0.6060606060606061,0.16716268058586126,0.2624562488679908,,,,,,,,,,,,,,
random_007,2.0,fold,300,8.0,5,20,1.0,True,gini,0.7137462235649547,0.804237968527779,0.5857227615620079,0.19893314424620062,0.5971277399848829,0.6279955064507909,0.6628090107517033,0.2350139992777505,0.6527687296416939,0.11661848358007176,0.17624246207698802,,,,,,,,,,,,,,
random_007,3.0,fold,300,8.0,5,20,1.0,True,gini,0.7046084109796021,0.7925790309611307,0.5859453081966628,0.19938783883593272,0.5971277399848829,0.6261191793453205,0.6658187723451139,0.2364052602029926,0.6472534745201853,0.10748067099471925,0.16645985161581023,,,,,,,,,,,,,,
random_007,4.0,fold,300,8.0,5,20,1.0,True,gini,0.6768039289761995,0.7659508191556985,0.5967621078972859,0.20464061862120447,0.5947169811320755,0.6317029862792575,0.6600155508524224,0.234021345071622,0.6501628664495114,0.08208694784412396,0.13424783287644104,,,,,,,,,,,,,,
random_008,1.0,fold,300,8.0,10,40,0.5,True,gini,0.6878306878306878,0.7863601858667648,0.6003297885337225,0.20551606412274206,0.5683018867924529,0.5880690917410204,0.6827205454992092,0.24468677665929578,0.6044260027662517,0.11952880103823493,0.19829109412574442,,,,,,,,,,,,,,
random_008,2.0,fold,300,8.0,10,40,0.5,True,gini,0.6812688821752266,0.7632985617286784,0.6069754329442477,0.20880820153950666,0.6046863189720333,0.638238019132328,0.6578313211950746,0.23270988937965448,0.6592833876221499,0.07658256320319334,0.12506054259635035,,,,,,,,,,,,,,
random_008,3.0,fold,300,8.0,10,40,0.5,True,gini,0.6786703601108033,0.7549507291331732,0.6067318628041802,0.20892796982221926,0.6009070294784581,0.6332434301521438,0.6618160888813504,0.23468994660052822,0.6526315789473685,0.0777633306323452,0.12170729898102939,,,,,,,,,,,,,,
random_008,4.0,fold,300,8.0,10,40,0.5,True,gini,0.6547034378541745,0.737006449935003,0.6128726286854622,0.21199196349479907,0.5984905660377359,0.6375291133402514,0.6581403782214363,0.23304255196216972,0.6518324607329843,0.056212871816438637,0.09947733659475155,,,,,,,,,,,,,,
random_009,1.0,fold,300,8.0,20,10,sqrt,True,gini,0.6621315192743764,0.7438960710342288,0.6245743724880939,0.21681551265929846,0.5849056603773585,0.6024136353237246,0.6766749172933141,0.24179948438936216,0.6222527472527473,0.07722585889701794,0.14148243571050423,,,,,,,,,,,,,,
random_009,2.0,fold,300,8.0,20,10,sqrt,True,gini,0.6586102719033232,0.7370914001926872,0.6229133578335031,0.21613059379841434,0.6130007558578987,0.6372605563662475,0.6591143424319513,0.2333776115722104,0.6688227684346701,0.045609516045424514,0.0998308438264397,,,,,,,,,,,,,,
random_009,3.0,fold,300,8.0,20,10,sqrt,True,gini,0.6655754218081088,0.7289715099525771,0.6231940310425242,0.21641776472210417,0.5993953136810279,0.6383621484555094,0.6603593899995428,0.23402816322929312,0.6531413612565445,0.06618010812708086,0.09060936149706766,,,,,,,,,,,,,,
random_009,4.0,fold,300,8.0,20,10,sqrt,True,gini,0.6494144314318095,0.7169923616048844,0.6264972003122862,0.2181207170372464,0.6022641509433962,0.6379257465698144,0.6588715109692983,0.23337977554149356,0.651685393258427,0.0471502804884133,0.07906661503507006,,,,,,,,,,,,,,
random_010,1.0,fold,300,10.0,2,5,0.75,True,gini,0.8934240362811792,0.9696689823334561,0.47276279384146275,0.14629238521782936,0.56,0.5839693433996797,0.6855800931529491,0.24587360251212959,0.58681785967399,0.3334240362811791,0.38569963893377646,,,,,,,,,,,,,,
random_010,2.0,fold,300,10.0,2,5,0.75,True,gini,0.8330815709969789,0.9295456370142678,0.5023057569637593,0.1600431634370274,0.5963718820861678,0.6315486530933685,0.6625203477220564,0.23482444060674534,0.6500655307994757,0.23670968891081112,0.29799698392089935,,,,,,,,,,,,,,
random_010,3.0,fold,300,10.0,2,5,0.75,True,gini,0.8186854696549988,0.9150057738698014,0.5113595065480907,0.16463100115913237,0.5744520030234316,0.6077259105578607,0.6717629102311181,0.2393058394815446,0.6264100862641009,0.2442334666315672,0.3072798633119407,,,,,,,,,,,,,,
random_010,4.0,fold,300,10.0,2,5,0.75,True,gini,0.7825840574234983,0.8857179517461028,0.5307576390391031,0.17389571057822392,0.5841509433962264,0.6237046004842615,0.6640063034631496,0.23594104555722717,0.6401045068582626,0.19843311402727193,0.26201335126184133,,,,,,,,,,,,,,
random_011,1.0,fold,300,10.0,10,10,0.5,True,gini,0.764172335600907,0.8729642068457859,0.5560992635575803,0.18467668243401258,0.5675471698113208,0.5892816289178677,0.6831622347328531,0.24487511173163692,0.59958071278826,0.19662516578958622,0.2836825779279182,,,,,,,,,,,,,,
