population,n,accuracy,precision,recall,f1,roc_auc,log_loss,brier,majority_class_accuracy,confusion_matrix,n_series,series_macro_log_loss,series_macro_brier,series_macro_accuracy
pooled_train_oof_development,6541,0.5901238342761046,0.6004548900682335,0.6835443037974683,0.6393111798735369,0.6200123616239626,0.668236572782268,0.2378501445055008,0.5314172144931968,"[[1484, 1581], [1100, 2376]]",3115,0.6631078335126955,0.23536295704145543,0.6027982878544677
