feature,impurity_importance,fold_val_permutation_mean,fold_val_permutation_std,family
map_pool_mean_smoothed_wr_diff,0.014550438735151525,-0.0005759985503998478,0.00029893848898036564,B_pool_depth
map_pool_worst_elo_diff,0.014012479621876907,1.2085056160837649e-05,0.0005152506973446853,B_pool_depth
history_matches_min,0.013968081910752609,0.00035903079705344455,0.0005607619236786251,A_original_v1
performance_residual_last_10_diff,0.013272823806965053,-0.0010427037615362456,0.0015392243595469864,E_opponent_strength
map_pool_second_best_smoothed_wr_diff,0.01284408666642563,-0.00021710319084805308,0.0006044066382462604,B_pool_depth
performance_residual_last_5_diff,0.012843053743081794,-0.0005000788162473791,0.0006472160955478034,E_opponent_strength
opponent_adjusted_history_min,0.012570219173172636,-0.00011865589906204788,0.00044149756218821824,G_form_confidence
map_matchup_elo_advantage_range,0.012446292019991537,-8.676102503347992e-05,0.0006423531763075782,D_coverage_confidence
map_pool_worst_smoothed_wr_diff,0.012038299197345514,-0.000194043497957197,0.0005455799069707904,B_pool_depth
history_matches_sum,0.011234810425918746,6.674297113215546e-05,0.0006216598931651161,A_original_v1
map_pool_total_matches_min,0.011114499518840214,0.0003991541527452069,0.0002946923065064424,D_coverage_confidence
map_pool_third_best_smoothed_wr_diff,0.010612184986094564,-0.0002627172948759665,0.00017625640719437754,B_pool_depth
avg_series_margin_last_5_diff,0.009572466015175035,-0.0004401167776439174,0.0008649270133355248,A_original_v1
matches_last_30_days_diff,0.008499629929139368,-0.0006508588686427591,0.001025231193532182,A_original_v1
win_rate_last_10_diff,0.007975122642540113,-0.0006549489768796213,0.0010317070438608364,A_original_v1
win_rate_last_5_diff,0.006425475717556299,0.00011991113889221472,0.00045160567003738923,A_original_v1
map_matchup_positive_advantage_balance,0.005761545576209711,-0.00021004796396378034,0.00015992578220623644,C_same_map_matchup
map_matchup_shared_coverage,0.005348853561332591,-3.802521747792719e-05,0.0003675756272118913,D_coverage_confidence
shared_experienced_map_count,0.0035999738140102423,-1.3171993659930053e-05,0.00017699144689705575,D_coverage_confidence
map_pool_size_min,0.003522266924417257,0.0001381066846465301,0.00012868598845947765,D_coverage_confidence
shared_recent_map_count,0.0029853567756789184,-1.6883843830931e-05,0.00024066702124774672,D_coverage_confidence
tier_tier2,0.0029732837330617495,0.0003850181786164392,0.00038276124647458035,A_original_v1
union_map_count,0.002667521694174667,6.13384818726831e-05,0.0002777715843605374,D_coverage_confidence
both_teams_have_5_matches,0.002165802251225247,9.432480611287763e-05,0.00018935647404155195,A_original_v1
bestOf_BO3,0.0016230493493966688,0.00010189688677842145,0.00019543545197259137,A_original_v1
both_teams_have_5_adjusted_matches,0.0013755797283204602,4.391813095203367e-05,6.70043269373486e-05,G_form_confidence
both_teams_have_10_matches,0.0010001697589011144,0.00010148224355878977,6.219973488995238e-05,A_original_v1
both_teams_have_history,0.0009780145015705964,4.60031044090814e-06,0.00010108980170392884,A_original_v1
both_teams_have_5_experienced_maps,0.0009304428032983698,1.853040648851778e-05,9.323306987538371e-05,D_coverage_confidence
both_teams_have_10_adjusted_matches,0.0008254152750614847,4.075662842087102e-05,2.8911383986237295e-05,G_form_confidence
both_teams_have_map_pool_history,0.0005993402344845793,-3.983231377513164e-05,2.8265210249191346e-05,D_coverage_confidence
both_teams_have_3_recent_maps,0.00042259220107083707,8.852711633355325e-05,0.0002237368506279847,D_coverage_confidence
tier_tier3,0.00022685050316827502,-3.159489225670886e-06,3.2005458702054573e-05,A_original_v1
bestOf_BO5,0.0,0.0,0.0,A_original_v1
