canonical_model_name,display_name,starting_stage,metric,denominator_type,numerator_count,denominator_count,probability,mc_standard_error,mc_ci95_low,mc_ci95_high
Legacy,Legacy,stage_2,participate_stage_3,unconditional_n_simulations,32182,50000,0.64364,0.0021418102175496316,0.6394420519736027,0.6478379480263973
Legacy,Legacy,stage_2,reach_playoffs,unconditional_n_simulations,13873,50000,0.27746,0.002002378327889113,0.2735353384773373,0.28138466152266267
Legacy,Legacy,stage_2,reach_semifinal,unconditional_n_simulations,5806,50000,0.11612,0.0014327326729016827,0.1133118439611127,0.1189281560388873
Legacy,Legacy,stage_2,reach_final,unconditional_n_simulations,2302,50000,0.04604,0.0009372333583478556,0.0442030226176382,0.047876977382361796
Legacy,Legacy,stage_2,win_tournament,unconditional_n_simulations,894,50000,0.01788,0.0005926264523289524,0.016718452153435252,0.019041547846564748
Legacy,Legacy,stage_2,advance_from_stage_1,conditional_on_stage_participation,0,0,,,,
Legacy,Legacy,stage_2,advance_from_stage_2,conditional_on_stage_participation,32182,50000,0.64364,0.0021418102175496316,0.6394420519736027,0.6478379480263973
Legacy,Legacy,stage_2,advance_from_stage_3,conditional_on_stage_participation,13873,32182,0.431079485426636,0.0027605648873038984,0.42566877824752036,0.4364901926057516
paiN Gaming,paiN Gaming,stage_2,participate_stage_1,unconditional_n_simulations,0,50000,0.0,0.0,0.0,0.0
paiN Gaming,paiN Gaming,stage_2,participate_stage_2,unconditional_n_simulations,50000,50000,1.0,0.0,1.0,1.0
paiN Gaming,paiN Gaming,stage_2,participate_stage_3,unconditional_n_simulations,23760,50000,0.4752,0.002233315741224245,0.4708227011472005,0.47957729885279954
paiN Gaming,paiN Gaming,stage_2,reach_playoffs,unconditional_n_simulations,5867,50000,0.11734,0.0014392451104659,0.11451907958348684,0.12016092041651316
paiN Gaming,paiN Gaming,stage_2,reach_semifinal,unconditional_n_simulations,1969,50000,0.03938,0.0008698185511932934,0.037675155639661145,0.04108484436033885
paiN Gaming,paiN Gaming,stage_2,reach_final,unconditional_n_simulations,581,50000,0.01162,0.00047926976954529483,0.010680631251691223,0.012559368748308777
paiN Gaming,paiN Gaming,stage_2,win_tournament,unconditional_n_simulations,170,50000,0.0034,0.00026032441299271184,0.0028897641505342847,0.0039102358494657145
paiN Gaming,paiN Gaming,stage_2,advance_from_stage_1,conditional_on_stage_participation,0,0,,,,
paiN Gaming,paiN Gaming,stage_2,advance_from_stage_2,conditional_on_stage_participation,23760,50000,0.4752,0.002233315741224245,0.4708227011472005,0.47957729885279954
paiN Gaming,paiN Gaming,stage_2,advance_from_stage_3,conditional_on_stage_participation,5867,23760,0.24692760942760944,0.002797563612997926,0.2414443847461335,0.2524108341090854
Monte,Monte,stage_2,participate_stage_1,unconditional_n_simulations,0,50000,0.0,0.0,0.0,0.0
Monte,Monte,stage_2,participate_stage_2,unconditional_n_simulations,50000,50000,1.0,0.0,1.0,1.0
Monte,Monte,stage_2,participate_stage_3,unconditional_n_simulations,22010,50000,0.4402,0.0022200178377661745,0.43584876503797826,0.4445512349620217
Monte,Monte,stage_2,reach_playoffs,unconditional_n_simulations,5967,50000,0.11934,0.0014498135355969057,0.11649836547023007,0.12218163452976993
Monte,Monte,stage_2,reach_semifinal,unconditional_n_simulations,2045,50000,0.0409,0.0008857447713647538,0.039163940248125084,0.042636059751874913
Monte,Monte,stage_2,reach_final,unconditional_n_simulations,663,50000,0.01326,0.0005115500444726791,0.012257361912833548,0.01426263808716645
Monte,Monte,stage_2,win_tournament,unconditional_n_simulations,226,50000,0.00452,0.00029998565299027216,0.003932028120139066,0.0051079718798609335
Monte,Monte,stage_2,advance_from_stage_1,conditional_on_stage_participation,0,0,,,,
Monte,Monte,stage_2,advance_from_stage_2,conditional_on_stage_participation,22010,50000,0.4402,0.0022200178377661745,0.43584876503797826,0.4445512349620217
Monte,Monte,stage_2,advance_from_stage_3,conditional_on_stage_participation,5967,22010,0.27110404361653795,0.0029963376187366842,0.26523122188381404,0.27697686534926186
9z Team,9z Team,stage_2,participate_stage_1,unconditional_n_simulations,0,50000,0.0,0.0,0.0,0.0
9z Team,9z Team,stage_2,participate_stage_2,unconditional_n_simulations,50000,50000,1.0,0.0,1.0,1.0
9z Team,9z Team,stage_2,participate_stage_3,unconditional_n_simulations,20250,50000,0.405,0.002195335965177084,0.4006971415082529,0.40930285849174713
9z Team,9z Team,stage_2,reach_playoffs,unconditional_n_simulations,4917,50000,0.09834,0.0013316849807668478,0.09572989743769697,0.10095010256230302
9z Team,9z Team,stage_2,reach_semifinal,unconditional_n_simulations,1626,50000,0.03252,0.0007932521616737014,0.030965225763119546,0.034074774236880455
9z Team,9z Team,stage_2,reach_final,unconditional_n_simulations,489,50000,0.00978,0.0004400988888874863,0.008917406177780527,0.010642593822219474
9z Team,9z Team,stage_2,win_tournament,unconditional_n_simulations,128,50000,0.00256,0.00022598435344067517,0.0021170706672562767,0.0030029293327437237
9z Team,9z Team,stage_2,advance_from_stage_1,conditional_on_stage_participation,0,0,,,,
9z Team,9z Team,stage_2,advance_from_stage_2,conditional_on_stage_participation,20250,50000,0.405,0.002195335965177084,0.4006971415082529,0.40930285849174713
9z Team,9z Team,stage_2,advance_from_stage_3,conditional_on_stage_participation,4917,20250,0.24281481481481482,0.003013187316367688,0.23690896767473416,0.24872066195489548
Team Vitality,Team Vitality,stage_3,participate_stage_1,unconditional_n_simulations,0,50000,0.0,0.0,0.0,0.0
Team Vitality,Team Vitality,stage_3,participate_stage_2,unconditional_n_simulations,0,50000,0.0,0.0,0.0,0.0
Team Vitality,Team Vitality,stage_3,participate_stage_3,unconditional_n_simulations,50000,50000,1.0,0.0,1.0,1.0
Team Vitality,Team Vitality,stage_3,reach_playoffs,unconditional_n_simulations,43997,50000,0.87994,0.0014535858860074279,0.8770909716634255,0.8827890283365746
Team Vitality,Team Vitality,stage_3,reach_semifinal,unconditional_n_simulations,31449,50000,0.62898,0.002160389592642957,0.6247456363984197,0.6332143636015802
Team Vitality,Team Vitality,stage_3,reach_final,unconditional_n_simulations,21899,50000,0.43798,0.0022187993131421325,0.4336311533462414,0.44232884665375855
Team Vitality,Team Vitality,stage_3,win_tournament,unconditional_n_simulations,14848,50000,0.29696,0.002043402840362125,0.2929549304328902,0.3009650695671098
Team Vitality,Team Vitality,stage_3,advance_from_stage_1,conditional_on_stage_participation,0,0,,,,
Team Vitality,Team Vitality,stage_3,advance_from_stage_2,conditional_on_stage_participation,0,0,,,,
Team Vitality,Team Vitality,stage_3,advance_from_stage_3,conditional_on_stage_participation,43997,50000,0.87994,0.0014535858860074279,0.8770909716634255,0.8827890283365746
Natus Vincere,Natus Vincere,stage_3,participate_stage_1,unconditional_n_simulations,0,50000,0.0,0.0,0.0,0.0
Natus Vincere,Natus Vincere,stage_3,participate_stage_2,unconditional_n_simulations,0,50000,0.0,0.0,0.0,0.0
Natus Vincere,Natus Vincere,stage_3,participate_stage_3,unconditional_n_simulations,50000,50000,1.0,0.0,1.0,1.0
Natus Vincere,Natus Vincere,stage_3,reach_playoffs,unconditional_n_simulations,37248,50000,0.74496,0.0019493311591415145,0.7411393109280826,0.7487806890719173
Natus Vincere,Natus Vincere,stage_3,reach_semifinal,unconditional_n_simulations,21740,50000,0.4348,0.002216975236668195,0.43045472853613037,0.43914527146386967
Natus Vincere,Natus Vincere,stage_3,reach_final,unconditional_n_simulations,11969,50000,0.23938,0.0019082830796294348,0.23563976516392632,0.2431202348360737
Natus Vincere,Natus Vincere,stage_3,win_tournament,unconditional_n_simulations,5710,50000,0.1142,0.0014223808210180563,0.11141213359080461,0.11698786640919538
Natus Vincere,Natus Vincere,stage_3,advance_from_stage_1,conditional_on_stage_participation,0,0,,,,
Natus Vincere,Natus Vincere,stage_3,advance_from_stage_2,conditional_on_stage_participation,0,0,,,,
Natus Vincere,Natus Vincere,stage_3,advance_from_stage_3,conditional_on_stage_participation,37248,50000,0.74496,0.0019493311591415145,0.7411393109280826,0.7487806890719173
Team Falcons,Team Falcons,stage_3,participate_stage_1,unconditional_n_simulations,0,50000,0.0,0.0,0.0,0.0
Team Falcons,Team Falcons,stage_3,participate_stage_2,unconditional_n_simulations,0,50000,0.0,0.0,0.0,0.0
Team Falcons,Team Falcons,stage_3,participate_stage_3,unconditional_n_simulations,50000,50000,1.0,0.0,1.0,1.0
Team Falcons,Team Falcons,stage_3,reach_playoffs,unconditional_n_simulations,34301,50000,0.68602,0.0020755556345229582,0.681951910956335,0.6900880890436649
Team Falcons,Team Falcons,stage_3,reach_semifinal,unconditional_n_simulations,18851,50000,0.37702,0.002167375923092254,0.3727719431907392,0.38126805680926085
Team Falcons,Team Falcons,stage_3,reach_final,unconditional_n_simulations,9676,50000,0.19352,0.0017667484801182087,0.19005717297896832,0.19698282702103168
Team Falcons,Team Falcons,stage_3,win_tournament,unconditional_n_simulations,4465,50000,0.0893,0.001275347090011186,0.08680031970357809,0.09179968029642192
Team Falcons,Team Falcons,stage_3,advance_from_stage_1,conditional_on_stage_participation,0,0,,,,
Team Falcons,Team Falcons,stage_3,advance_from_stage_2,conditional_on_stage_participation,0,0,,,,
Team Falcons,Team Falcons,stage_3,advance_from_stage_3,conditional_on_stage_participation,34301,50000,0.68602,0.0020755556345229582,0.681951910956335,0.6900880890436649
The Mongolz,The MongolZ,stage_3,participate_stage_1,unconditional_n_simulations,0,50000,0.0,0.0,0.0,0.0
The Mongolz,The MongolZ,stage_3,participate_stage_2,unconditional_n_simulations,0,50000,0.0,0.0,0.0,0.0
The Mongolz,The MongolZ,stage_3,participate_stage_3,unconditional_n_simulations,50000,50000,1.0,0.0,1.0,1.0
The Mongolz,The MongolZ,stage_3,reach_playoffs,unconditional_n_simulations,26942,50000,0.53884,0.0022293113483764443,0.5344705497571821,0.5432094502428179
The Mongolz,The MongolZ,stage_3,reach_semifinal,unconditional_n_simulations,11816,50000,0.23632,0.0018998571398923657,0.23259628000581098,0.24004371999418903
The Mongolz,The MongolZ,stage_3,reach_final,unconditional_n_simulations,4746,50000,0.09492,0.0013108027586177869,0.09235082659310914,0.09748917340689087
The Mongolz,The MongolZ,stage_3,win_tournament,unconditional_n_simulations,1752,50000,0.03504,0.0008223405425977732,0.033428212536508364,0.03665178746349164
The Mongolz,The MongolZ,stage_3,advance_from_stage_1,conditional_on_stage_participation,0,0,,,,
The Mongolz,The MongolZ,stage_3,advance_from_stage_2,conditional_on_stage_participation,0,0,,,,
The Mongolz,The MongolZ,stage_3,advance_from_stage_3,conditional_on_stage_participation,26942,50000,0.53884,0.0022293113483764443,0.5344705497571821,0.5432094502428179
PARIVISION,PARIVISION,stage_3,participate_stage_1,unconditional_n_simulations,0,50000,0.0,0.0,0.0,0.0
PARIVISION,PARIVISION,stage_3,participate_stage_2,unconditional_n_simulations,0,50000,0.0,0.0,0.0,0.0
PARIVISION,PARIVISION,stage_3,participate_stage_3,unconditional_n_simulations,50000,50000,1.0,0.0,1.0,1.0
PARIVISION,PARIVISION,stage_3,reach_playoffs,unconditional_n_simulations,18788,50000,0.37576,0.002165938237346578,0.3715147610548007,0.3800052389451993
PARIVISION,PARIVISION,stage_3,reach_semifinal,unconditional_n_simulations,6790,50000,0.1358,0.0015320467355795645,0.13279718839826407,0.13880281160173594
PARIVISION,PARIVISION,stage_3,reach_final,unconditional_n_simulations,2328,50000,0.04656,0.0009422543860338353,0.04471318140337368,0.048406818596626315
PARIVISION,PARIVISION,stage_3,win_tournament,unconditional_n_simulations,818,50000,0.01636,0.0005673156158612241,0.015248061392912,0.017471938607087997
PARIVISION,PARIVISION,stage_3,advance_from_stage_1,conditional_on_stage_participation,0,0,,,,
PARIVISION,PARIVISION,stage_3,advance_from_stage_2,conditional_on_stage_participation,0,0,,,,
PARIVISION,PARIVISION,stage_3,advance_from_stage_3,conditional_on_stage_participation,18788,50000,0.37576,0.002165938237346578,0.3715147610548007,0.3800052389451993
Aurora Gaming,Aurora Gaming,stage_3,participate_stage_1,unconditional_n_simulations,0,50000,0.0,0.0,0.0,0.0
Aurora Gaming,Aurora Gaming,stage_3,participate_stage_2,unconditional_n_simulations,0,50000,0.0,0.0,0.0,0.0
Aurora Gaming,Aurora Gaming,stage_3,participate_stage_3,unconditional_n_simulations,50000,50000,1.0,0.0,1.0,1.0
Aurora Gaming,Aurora Gaming,stage_3,reach_playoffs,unconditional_n_simulations,22934,50000,0.45868,0.0022284194291021606,0.4543122979189597,0.46304770208104024
Aurora Gaming,Aurora Gaming,stage_3,reach_semifinal,unconditional_n_simulations,9622,50000,0.19244,0.0017629909041172052,0.1889845378279303,0.1958954621720697
Aurora Gaming,Aurora Gaming,stage_3,reach_final,unconditional_n_simulations,3662,50000,0.07324,0.0011651257648854908,0.07095635350082444,0.07552364649917556
Aurora Gaming,Aurora Gaming,stage_3,win_tournament,unconditional_n_simulations,1358,50000,0.02716,0.0007269433870666959,0.025735190961349276,0.028584809038650724
Aurora Gaming,Aurora Gaming,stage_3,advance_from_stage_1,conditional_on_stage_participation,0,0,,,,
Aurora Gaming,Aurora Gaming,stage_3,advance_from_stage_2,conditional_on_stage_participation,0,0,,,,
Aurora Gaming,Aurora Gaming,stage_3,advance_from_stage_3,conditional_on_stage_participation,22934,50000,0.45868,0.0022284194291021606,0.4543122979189597,0.46304770208104024
FURIA Esports,FURIA,stage_3,participate_stage_1,unconditional_n_simulations,0,50000,0.0,0.0,0.0,0.0
FURIA Esports,FURIA,stage_3,participate_stage_2,unconditional_n_simulations,0,50000,0.0,0.0,0.0,0.0
FURIA Esports,FURIA,stage_3,participate_stage_3,unconditional_n_simulations,50000,50000,1.0,0.0,1.0,1.0
FURIA Esports,FURIA,stage_3,reach_playoffs,unconditional_n_simulations,26700,50000,0.534,0.0022308921982023247,0.5296274512915234,0.5383725487084766
FURIA Esports,FURIA,stage_3,reach_semifinal,unconditional_n_simulations,11658,50000,0.23316,0.0018910125033959981,0.22945361549334384,0.23686638450665617
FURIA Esports,FURIA,stage_3,reach_final,unconditional_n_simulations,4665,50000,0.0933,0.0013007314096307508,0.09075056643712372,0.09584943356287627
FURIA Esports,FURIA,stage_3,win_tournament,unconditional_n_simulations,1861,50000,0.03722,0.0008465774813919869,0.035560708136471705,0.0388792918635283
FURIA Esports,FURIA,stage_3,advance_from_stage_1,conditional_on_stage_participation,0,0,,,,
FURIA Esports,FURIA,stage_3,advance_from_stage_2,conditional_on_stage_participation,0,0,,,,
FURIA Esports,FURIA,stage_3,advance_from_stage_3,conditional_on_stage_participation,26700,50000,0.534,0.0022308921982023247,0.5296274512915234,0.5383725487084766
MOUZ,MOUZ,stage_3,participate_stage_1,unconditional_n_simulations,0,50000,0.0,0.0,0.0,0.0
MOUZ,MOUZ,stage_3,participate_stage_2,unconditional_n_simulations,0,50000,0.0,0.0,0.0,0.0
MOUZ,MOUZ,stage_3,participate_stage_3,unconditional_n_simulations,50000,50000,1.0,0.0,1.0,1.0
MOUZ,MOUZ,stage_3,reach_playoffs,unconditional_n_simulations,34258,50000,0.68516,0.002077093037877697,0.6810888976457597,0.6892311023542402
MOUZ,MOUZ,stage_3,reach_semifinal,unconditional_n_simulations,17886,50000,0.35772,0.0021436249746632453,0.35351849504966004,0.3619215049503399
MOUZ,MOUZ,stage_3,reach_final,unconditional_n_simulations,8643,50000,0.17286,0.0016910317584244241,0.16954557775348814,0.1761744222465119
MOUZ,MOUZ,stage_3,win_tournament,unconditional_n_simulations,3877,50000,0.07754,0.0011960564234182265,0.07519572941010028,0.07988427058989972
MOUZ,MOUZ,stage_3,advance_from_stage_1,conditional_on_stage_participation,0,0,,,,
MOUZ,MOUZ,stage_3,advance_from_stage_2,conditional_on_stage_participation,0,0,,,,
MOUZ,MOUZ,stage_3,advance_from_stage_3,conditional_on_stage_participation,34258,50000,0.68516,0.002077093037877697,0.6810888976457597,0.6892311023542402
