canonical_model_name,display_name,stage,record,count,unconditional_probability,unconditional_mc_standard_error,unconditional_mc_ci95_low,unconditional_mc_ci95_high,conditional_on_participating_probability,conditional_on_participating_denominator,conditional_mc_standard_error,conditional_mc_ci95_low,conditional_mc_ci95_high
MIBR,MIBR,stage_1,3-2,10704,0.21408,0.0018343922895607688,0.21048459111246087,0.2176754088875391,0.21408,50000,0.0018343922895607688,0.21048459111246087,0.2176754088875391
MIBR,MIBR,stage_1,2-3,9597,0.19194,0.001761244085298798,0.18848796159281436,0.19539203840718564,0.19194,50000,0.001761244085298798,0.18848796159281436,0.19539203840718564
MIBR,MIBR,stage_1,1-3,7216,0.14432,0.0015715707912785856,0.14123972124909398,0.14740027875090603,0.14432,50000,0.0015715707912785856,0.14123972124909398,0.14740027875090603
MIBR,MIBR,stage_1,0-3,2760,0.0552,0.0010213026975387856,0.05319824671282398,0.05720175328717602,0.0552,50000,0.0010213026975387856,0.05319824671282398,0.05720175328717602
MIBR,MIBR,stage_2,3-0,1840,0.0368,0.0008419710208789849,0.03514973679907719,0.03845026320092281,0.0604726065665363,30427,0.0013664838415616898,0.05779429823707539,0.06315091489599721
MIBR,MIBR,stage_2,3-1,4090,0.0818,0.0012256325713687606,0.07939776016011722,0.08420223983988277,0.13442008742235514,30427,0.0019554922726985843,0.13058732256786593,0.13825285227684436
MIBR,MIBR,stage_2,3-2,5337,0.10674,0.0013809168867096962,0.104033402902049,0.109446597097951,0.1754034245900023,30427,0.002180269755419952,0.1711300958693792,0.1796767533106254
MIBR,MIBR,stage_2,2-3,6441,0.12882,0.0014981682655830085,0.1258835901994573,0.13175640980054268,0.21168698852992407,30427,0.002341891997203769,0.20709688021540468,0.21627709684444346
MIBR,MIBR,stage_2,1-3,7439,0.14878,0.0015915056493773434,0.14566064892722042,0.15189935107277958,0.24448680448286061,30427,0.002463877841739859,0.2396576039130505,0.24931600505267074
MIBR,MIBR,stage_2,0-3,5280,0.1056,0.0013743990686842014,0.10290617782537896,0.10829382217462104,0.17353008840832157,30427,0.0021710576230780394,0.1692748154670886,0.17778536134955453
MIBR,MIBR,stage_3,3-0,377,0.00754,0.0003868629834967414,0.006781748552346386,0.008298251447653613,0.033460548504482115,11267,0.0016942292428357454,0.030139859188524055,0.036781237820440175
MIBR,MIBR,stage_3,3-1,916,0.01832,0.0005997395701469097,0.017144510442512056,0.019495489557487942,0.08129936984112895,11267,0.0025746989129379846,0.0762529599717705,0.0863457797104874
MIBR,MIBR,stage_3,3-2,1366,0.02732,0.0007290215031122196,0.02589111785390005,0.02874888214609995,0.12123901659714209,11267,0.0030750518175814887,0.11521191503468237,0.12726611815960182
MIBR,MIBR,stage_3,2-3,2414,0.04828,0.0009586348793988251,0.046401075636378304,0.0501589243636217,0.21425401615336825,11267,0.00386546213603489,0.20667771036673988,0.22183032193999663
MIBR,MIBR,stage_3,1-3,3325,0.0665,0.0011142508694185523,0.06431606829593964,0.06868393170406037,0.2951096121416526,11267,0.004296831515069729,0.28668782237211593,0.30353140191118927
MIBR,MIBR,stage_3,0-3,2869,0.05738,0.0010400724551683888,0.055341457987869956,0.059418542012130045,0.25463743676222594,11267,0.004104315784087073,0.24659297782541528,0.2626818956990366
Sinners Esports,SINNERS Esports,stage_1,3-0,7431,0.14862,0.001590799142569545,0.1455020336805637,0.1517379663194363,0.14862,50000,0.001590799142569545,0.1455020336805637,0.1517379663194363
Sinners Esports,SINNERS Esports,stage_1,3-1,12312,0.24624,0.0019266855602303142,0.24246369630194858,0.2500163036980514,0.24624,50000,0.0019266855602303142,0.24246369630194858,0.2500163036980514
Sinners Esports,SINNERS Esports,stage_1,3-2,11124,0.22248,0.0018600142451067412,0.2188343720795908,0.22612562792040922,0.22248,50000,0.0018600142451067412,0.2188343720795908,0.22612562792040922
Sinners Esports,SINNERS Esports,stage_1,2-3,8778,0.17556,0.0017014034583249208,0.17222524922168314,0.17889475077831685,0.17556,50000,0.0017014034583249208,0.17222524922168314,0.17889475077831685
Sinners Esports,SINNERS Esports,stage_1,1-3,6993,0.13986,0.0015511233374557937,0.13681979825858664,0.14290020174141338,0.13986,50000,0.0015511233374557937,0.13681979825858664,0.14290020174141338
Sinners Esports,SINNERS Esports,stage_1,0-3,3362,0.06724,0.0011199891285186654,0.0650448213081034,0.06943517869189658,0.06724,50000,0.0011199891285186654,0.0650448213081034,0.06943517869189658
Sinners Esports,SINNERS Esports,stage_2,3-0,2798,0.05596,0.0010278956989889588,0.05394532442998164,0.05797467557001836,0.09064696925519163,30867,0.0016341642012961469,0.08744400742065117,0.09384993108973208
Sinners Esports,SINNERS Esports,stage_2,3-1,5458,0.10916,0.0013945902222516834,0.1064266031643867,0.11189339683561329,0.17682314445848318,30867,0.002171545429417289,0.17256691541682528,0.18107937350014108
Sinners Esports,SINNERS Esports,stage_2,3-2,6183,0.12366,0.001472197027574774,0.12077449382595346,0.12654550617404656,0.2003110117601322,30867,0.0022780631513430994,0.19584600798349971,0.20477601553676467
Sinners Esports,SINNERS Esports,stage_2,2-3,6452,0.12904,0.0014992576723165368,0.12610145496225958,0.1319785450377404,0.20902582045550264,30867,0.002314375966485394,0.20448964356119126,0.21356199734981401
Sinners Esports,SINNERS Esports,stage_2,1-3,6149,0.12298,0.001468713175538369,0.1201013221759448,0.12585867782405522,0.1992095117763307,30867,0.0022733550966953387,0.19475373578680782,0.20366528776585358
Sinners Esports,SINNERS Esports,stage_2,0-3,3827,0.07654,0.0011889628118658714,0.07420963288874288,0.07887036711125711,0.12398354229435968,30867,0.0018758190490611721,0.12030693695819979,0.12766014763051958
Sinners Esports,SINNERS Esports,stage_3,3-0,616,0.01232,0.0004933197259384628,0.011353093337160612,0.013286906662839387,0.042662234226747,14439,0.0016818444852201668,0.039365819035715476,0.04595864941777853
Sinners Esports,SINNERS Esports,stage_3,3-1,1463,0.02926,0.0007537088615639331,0.02778273063133469,0.03073726936866531,0.10132280628852414,14439,0.002511232405154157,0.09640079077442198,0.10624482180262629
Sinners Esports,SINNERS Esports,stage_3,3-2,2139,0.04278,0.0009049847689326047,0.041006229852892095,0.0445537701471079,0.1481404529399543,14439,0.0029563256631972325,0.1423460546400877,0.15393485123982087
