canonical_model_name,display_name,playoff_seed,count,unconditional_probability,unconditional_mc_standard_error,conditional_on_reaching_playoffs_probability,conditional_on_reaching_playoffs_denominator,conditional_mc_standard_error,conditional_mc_ci95_low,conditional_mc_ci95_high
9z Team,9z Team,4,532,0.01064,0.0004588418115211385,0.10819605450477934,4917,0.004429863074719615,0.0995135228783289,0.11687858613122978
9z Team,9z Team,5,495,0.0099,0.00044276381966009825,0.10067114093959731,4917,0.00429103104055353,0.0922607201001124,0.10908156177908222
9z Team,9z Team,6,854,0.01708,0.0005794527349145917,0.17368314012609315,4917,0.005402590294646695,0.16309406314858563,0.18427221710360067
9z Team,9z Team,7,832,0.01664,0.0005720683595515487,0.16920886719544437,4917,0.005346965490334296,0.15872881483438914,0.1796889195564996
9z Team,9z Team,8,905,0.0181,0.0005961944313728534,0.18405531828350621,4917,0.0055265542731836505,0.17322327190806625,0.19488736465894618
Team Vitality,Team Vitality,1,9864,0.19728,0.0017796662698382527,0.22419710434802373,43997,0.0019882874232650663,0.2203000609984242,0.22809414769762326
Team Vitality,Team Vitality,2,8990,0.1798,0.001717393140780526,0.2043321135531968,43997,0.0019223067742717315,0.2005643922756242,0.2080998348307694
Team Vitality,Team Vitality,3,5837,0.11674,0.0014360485534967123,0.1326681364638498,43997,0.0016172026076466514,0.12949841935286238,0.13583785357483724
Team Vitality,Team Vitality,4,5385,0.1077,0.0013863672673573911,0.12239470873014069,43997,0.0015624977687463102,0.11933221310339792,0.12545720435688346
Team Vitality,Team Vitality,5,4920,0.0984,0.0013320468460230668,0.11182580630497534,43997,0.0015024795240124792,0.10888094643791088,0.11477066617203979
Team Vitality,Team Vitality,6,3267,0.06534,0.001105175862928611,0.074255062845194,43997,0.0012499630513624611,0.07180513526452358,0.07670499042586441
Team Vitality,Team Vitality,7,3012,0.06024,0.0010640596073528963,0.06845921312816783,43997,0.0012039414219637335,0.06609948794111892,0.07081893831521674
Team Vitality,Team Vitality,8,2722,0.05444,0.0010146554725619923,0.06186785462645181,43997,0.0011485581944744138,0.05961668056528196,0.06411902868762166
Natus Vincere,Natus Vincere,1,5650,0.113,0.0014158460368274511,0.15168599656357387,37248,0.0018586584194872943,0.14804302606137879,0.15532896706576896
Natus Vincere,Natus Vincere,2,6169,0.12338,0.0014707642611921192,0.16561963058419243,37248,0.0019261338578768952,0.16184440822275373,0.16939485294563114
Natus Vincere,Natus Vincere,3,4912,0.09824,0.0013310815331902099,0.13187285223367698,37248,0.001753145209004995,0.12843668762402718,0.13530901684332677
Natus Vincere,Natus Vincere,4,4765,0.0953,0.0013131482018416657,0.12792633161512026,37248,0.001730633398254914,0.12453429015454064,0.1313183730756999
Natus Vincere,Natus Vincere,5,4687,0.09374,0.0013034785184267517,0.12583225945017182,37248,0.001718469806369517,0.12246405862968757,0.12920046027065607
Natus Vincere,Natus Vincere,6,3921,0.07842,0.0012022504198377307,0.1052673969072165,37248,0.0015901646472753865,0.10215067419855674,0.10838411961587625
Natus Vincere,Natus Vincere,7,3826,0.07652,0.0011888203362998128,0.10271692439862543,37248,0.0015730200647671416,0.09963380507168183,0.10580004372556902
Natus Vincere,Natus Vincere,8,3318,0.06636,0.001113160818570255,0.08907860824742268,37248,0.0014759637210027933,0.08618571935425721,0.09197149714058815
Team Falcons,Team Falcons,1,4595,0.0919,0.0012919318093459887,0.13396110900556835,34301,0.001839097160941178,0.13035647857012364,0.13756573944101305
Team Falcons,Team Falcons,2,5412,0.10824,0.001389417880984695,0.1577796565697793,34301,0.0019682713734943316,0.1539218446777304,0.1616374684618282
Team Falcons,Team Falcons,3,4349,0.08698,0.0012602736179100156,0.12678930643421474,34301,0.0017965836586222926,0.12326800246331504,0.13031061040511444
Team Falcons,Team Falcons,4,4407,0.08814,0.001267843368874878,0.1284802192355908,34301,0.0018067720687243208,0.12493894598089114,0.13202149249029047
Team Falcons,Team Falcons,5,4437,0.08874,0.0012717327738168895,0.12935482930526807,34301,0.001812001406975092,0.1258033065475969,0.13290635206293924
Team Falcons,Team Falcons,6,3849,0.07698,0.0011920912683179925,0.11221247193959359,34301,0.0017042044455024134,0.10887223122640886,0.11555271265277832
Team Falcons,Team Falcons,7,3714,0.07428,0.0011727103785675302,0.10827672662604589,34301,0.0016777576162397832,0.10498832169821591,0.11156513155387586
Team Falcons,Team Falcons,8,3538,0.07076,0.0011467608503955827,0.10314568088393924,34301,0.0016422266091743341,0.09992691672995754,0.10636444503792095
The Mongolz,The MongolZ,1,2637,0.05274,0.0009995848378201821,0.0978769207928142,26942,0.0018103315902116184,0.09432867087599943,0.10142517070962896
The Mongolz,The MongolZ,2,3407,0.06814,0.0011269156170716599,0.12645683319723852,26942,0.0020248759417378047,0.12248807635143243,0.13042559004304463
The Mongolz,The MongolZ,3,3243,0.06486,0.0011013916687536728,0.12036968302278969,26942,0.0019824111746723785,0.11648415712043184,0.12425520892514755
The Mongolz,The MongolZ,4,3503,0.07006,0.0011415042391511299,0.13002004305545245,26942,0.0020490136920144667,0.12600397621910409,0.13403610989180081
The Mongolz,The MongolZ,5,3644,0.07288,0.0011624844566702815,0.1352535075347042,26942,0.002083549184481141,0.13116975113312115,0.13933726393628723
The Mongolz,The MongolZ,6,3618,0.07236,0.0011586546543297532,0.13428847153143791,26942,0.002077260916351457,0.13021704013538907,0.13835990292748676
The Mongolz,The MongolZ,7,3536,0.07072,0.001146461352161511,0.1312448964442135,26942,0.002057192729707309,0.12721279869398716,0.13527699419443984
The Mongolz,The MongolZ,8,3354,0.06708,0.0011187517472612055,0.12448964442134956,26942,0.0020113254132761676,0.12054744661132827,0.12843184223137086
PARIVISION,PARIVISION,1,1470,0.0294,0.0007554553593694336,0.07824143070044709,18788,0.0019592357998017315,0.0744013285328357,0.08208153286805848
PARIVISION,PARIVISION,2,1996,0.03992,0.0008755157748436062,0.10623802427081115,18788,0.0022480742648425273,0.1018317987117198,0.11064424982990251
PARIVISION,PARIVISION,3,1960,0.0392,0.0008679096727194599,0.10432190760059612,18788,0.0022300954934482684,0.0999509204334375,0.10869289476775473
PARIVISION,PARIVISION,4,2365,0.0473,0.0009493440893585423,0.12587822014051522,18788,0.0024200313482175633,0.1211349586980088,0.13062148158302164
PARIVISION,PARIVISION,5,2462,0.04924,0.0009676303261059979,0.1310410900574835,18788,0.0024618585323187064,0.12621584733413882,0.13586633278082816
PARIVISION,PARIVISION,6,2693,0.05386,0.0010095454462281527,0.14333617202469662,18788,0.0025564825928409084,0.13832546614272845,0.1483468779066648
PARIVISION,PARIVISION,7,2879,0.05758,0.0010417729464715427,0.15323610815414093,18788,0.0026279763109157126,0.14808527458474613,0.15838694172353573
PARIVISION,PARIVISION,8,2963,0.05926,0.0010559190537157666,0.15770704705130933,18788,0.002658990941583901,0.15249542480580489,0.16291866929681378
Aurora Gaming,Aurora Gaming,1,2106,0.04212,0.0008982862082877594,0.09182872590913055,22934,0.0019069234334939946,0.08809115597948232,0.09556629583877878
Aurora Gaming,Aurora Gaming,2,2806,0.05612,0.0010292768879169494,0.12235109444492892,22934,0.002163836453617845,0.11810997499583795,0.1265922138940199
Aurora Gaming,Aurora Gaming,3,2514,0.05028,0.0009772606776085899,0.10961890642713874,22934,0.0020629599336903157,0.10557550495710573,0.11366230789717176
Aurora Gaming,Aurora Gaming,4,2818,0.05636,0.0010313442722970831,0.12287433504839976,22934,0.002167811898134083,0.11862542372805696,0.12712324636874256
Aurora Gaming,Aurora Gaming,5,3021,0.06042,0.0010655460909787056,0.1317258219237813,22934,0.0022331813756438224,0.1273487864275194,0.1361028574200432
Aurora Gaming,Aurora Gaming,6,3091,0.06182,0.0010770170620746915,0.13477805877736113,22934,0.002254932034735256,0.13035839198928004,0.13919772556544222
Aurora Gaming,Aurora Gaming,7,3215,0.0643,0.001096954967170485,0.14018487834655968,22934,0.0022925204577606047,0.1356915382493489,0.14467821844377046
Aurora Gaming,Aurora Gaming,8,3363,0.06726,0.0011201436729277186,0.1466381791226999,22934,0.002335878395306799,0.1420598574678986,0.15121650077750123
FURIA Esports,FURIA,1,2495,0.0499,0.0009737555134632101,0.09344569288389513,26700,0.0017812337954092412,0.08995447464489302,0.09693691112289725
FURIA Esports,FURIA,2,3466,0.06932,0.0011359114190816113,0.129812734082397,26700,0.002056882009551192,0.12578124534367666,0.13384422282111733
FURIA Esports,FURIA,3,3032,0.06064,0.0010673592684752402,0.11355805243445694,26700,0.0019416837085466786,0.10975235236570545,0.11736375250320842
FURIA Esports,FURIA,4,3451,0.06902,0.0011336334469307088,0.129250936329588,26700,0.0020530887645661463,0.12522688235103835,0.13327499030813766
FURIA Esports,FURIA,5,3444,0.06888,0.001132568281385277,0.12898876404494383,26700,0.0020513142110183667,0.12496818819134783,0.13300933989853983
FURIA Esports,FURIA,6,3570,0.0714,0.0011515384492061045,0.13370786516853933,26700,0.0020828357934184302,0.1296255070134392,0.13779022332363947
FURIA Esports,FURIA,7,3599,0.07198,0.0011558449688431403,0.1347940074906367,26700,0.0020899669641964718,0.1306976722408116,0.13889034274046178
FURIA Esports,FURIA,8,3643,0.07286,0.001162337475950939,0.13644194756554306,26700,0.0021007002801550776,0.1323245750164391,0.14055932011464703
MOUZ,MOUZ,1,3997,0.07994,0.001212844560527028,0.11667347772783,34258,0.001734465654091434,0.1132739250458108,0.12007303040984921
MOUZ,MOUZ,2,5022,0.10044,0.0013442604390518974,0.14659349640959776,34258,0.0019109719979323394,0.1428479912936504,0.15033900152554514
MOUZ,MOUZ,3,4140,0.0828,0.001232429795160763,0.1208476852122132,34258,0.0017610440829854215,0.11739603880956177,0.12429933161486463
MOUZ,MOUZ,4,4633,0.09266,0.001296719895736932,0.13523848444159028,34258,0.0018476398563914316,0.13161711032306309,0.13885985856011748
MOUZ,MOUZ,5,4728,0.09456,0.0013085748461589808,0.1380115593438029,34258,0.001863491644774257,0.13435911572004536,0.14166400296756046
MOUZ,MOUZ,6,3870,0.0774,0.0011950668600542818,0.11296631443750364,34258,0.0017102654950373651,0.10961419406723041,0.11631843480777687
MOUZ,MOUZ,7,3852,0.07704,0.0011925169885582342,0.11244088971918968,34258,0.0017067887721824273,0.10909558372571213,0.11578619571266724
MOUZ,MOUZ,8,4016,0.08032,0.0012154727277894804,0.11722809270827252,34258,0.0017380373258176444,0.11382153954966993,0.1206346458668751
