canonical_model_name,display_name,playoff_seed,count,unconditional_probability,unconditional_mc_standard_error,conditional_on_reaching_playoffs_probability,conditional_on_reaching_playoffs_denominator,conditional_mc_standard_error,conditional_mc_ci95_low,conditional_mc_ci95_high
G2 Esports,G2 Esports,2,932,0.01864,0.0006048561878661737,0.0651383841207716,14308,0.0020630164407926753,0.06109487189681795,0.06918189634472524
G2 Esports,G2 Esports,3,1717,0.03434,0.0008143803091922103,0.12000279563880346,14308,0.0027167324006857267,0.11467800013345944,0.1253275911441475
G2 Esports,G2 Esports,4,1809,0.03618,0.0008351168493091251,0.12643276488677663,14308,0.002778360015524261,0.12098717925634908,0.13187835051720417
G2 Esports,G2 Esports,5,1761,0.03522,0.0008243731145543261,0.12307799832261672,14308,0.002746510285500236,0.11769483816303626,0.1284611584821972
G2 Esports,G2 Esports,6,2284,0.04568,0.0009337380532033596,0.1596309756779424,14308,0.0030619925969583876,0.15362947018790396,0.16563248116798085
G2 Esports,G2 Esports,7,2246,0.04492,0.0009263065756001088,0.15697511881464915,14308,0.003041208116049988,0.15101435090719117,0.16293588672210713
G2 Esports,G2 Esports,8,2377,0.04754,0.0009516296380420274,0.16613083589600225,14308,0.0031116061164199126,0.16003208790781923,0.17222958388418527
Legacy,Legacy,1,1289,0.02578,0.000708736786120207,0.09291429395228142,13873,0.0024647917636365486,0.08808330209555378,0.09774528580900906
Legacy,Legacy,2,1050,0.021,0.0006412331869140897,0.0756865854537591,13873,0.0022456077127529263,0.07128519433676336,0.08008797657075484
Legacy,Legacy,3,1783,0.03566,0.0008293173626543701,0.12852303034671664,13873,0.0028414056689998564,0.12295387523547692,0.13409218545795637
Legacy,Legacy,4,1641,0.03282,0.0007967791111719735,0.11828732069487494,13873,0.0027418737093235224,0.11291324822460083,0.12366139316514904
Legacy,Legacy,5,1682,0.03364,0.0008063293421425268,0.12124270165068839,13873,0.002771258779227724,0.11581103444340204,0.12667436885797473
Legacy,Legacy,6,2075,0.0415,0.0008919388992526337,0.14957110934909537,13873,0.0030280125235303593,0.14363620480297587,0.15550601389521487
Legacy,Legacy,7,2138,0.04276,0.0009047826523535915,0.1541123044763209,13873,0.003065418810006377,0.14810408360870841,0.1601205253439334
Legacy,Legacy,8,2215,0.0443,0.0009201903064040612,0.15966265407626323,13873,0.003109877708534601,0.15356729376753542,0.16575801438499105
paiN Gaming,paiN Gaming,1,392,0.00784,0.00039442450228148864,0.06681438554627578,5867,0.003259950179275235,0.06042488319489632,0.07320388789765524
paiN Gaming,paiN Gaming,2,350,0.007,0.0003728538587704303,0.059655701380603374,5867,0.0030921558986930684,0.05359507581916496,0.06571632694204178
paiN Gaming,paiN Gaming,3,646,0.01292,0.0005050361096000958,0.11010738026248508,5867,0.004086664387737507,0.10209751806251957,0.11811724246245059
paiN Gaming,paiN Gaming,4,666,0.01332,0.0005126905031302999,0.11351627748423385,5867,0.0041414880173901054,0.10539896097014924,0.12163359399831845
paiN Gaming,paiN Gaming,5,713,0.01426,0.0005302198110218063,0.12152718595534345,5867,0.004265724857664308,0.11316636523432141,0.1298880066763655
paiN Gaming,paiN Gaming,6,996,0.01992,0.0006248710843045948,0.16976308164308845,5867,0.004901337422731609,0.1601564602945345,0.1793697029916424
paiN Gaming,paiN Gaming,7,1014,0.02028,0.000630376420878827,0.17283108914266235,5867,0.004936282326386845,0.16315597578294413,0.18250620250238056
paiN Gaming,paiN Gaming,8,1090,0.0218,0.0006530659997274395,0.18578489858530764,5867,0.005077696479834645,0.17583261348483173,0.19573718368578355
Monte,Monte,1,489,0.00978,0.0004400988888874863,0.08195072900955254,5967,0.003550842315618417,0.07499107807094044,0.08891037994816464
Monte,Monte,2,402,0.00804,0.00039938348488639336,0.06737053795877325,5967,0.003244976485865364,0.061010384046477135,0.07373069187106936
Monte,Monte,3,685,0.0137,0.0005198520943499218,0.11479805597452657,5967,0.004126771545872272,0.10670958374461692,0.12288652820443621
Monte,Monte,4,674,0.01348,0.0005157187140292661,0.11295458354281884,5967,0.004097763016510555,0.10492296803045816,0.12098619905517953
Monte,Monte,5,666,0.01332,0.0005126905031302999,0.11161387631975868,5967,0.00407644849921964,0.10362403726128819,0.11960371537822917
Monte,Monte,6,1017,0.02034,0.0006312889100879249,0.17043740573152338,5967,0.00486775844794398,0.16089659917355317,0.1799782122894936
Monte,Monte,7,944,0.01888,0.0006086632172227922,0.1582034523210994,5967,0.00472425715468729,0.1489439082979123,0.1674629963442865
Monte,Monte,8,1090,0.0218,0.0006530659997274395,0.18267135914194738,5967,0.005002136860144747,0.17286717089606368,0.19247554738783107
9z Team,9z Team,1,382,0.00764,0.0003894003184384933,0.07768964815944682,4917,0.0038174206171783112,0.07020750374977733,0.0851717925691163
9z Team,9z Team,2,298,0.00596,0.00034422313693300747,0.06060606060606061,4917,0.0034027637747075976,0.053936643607633714,0.0672754776044875
9z Team,9z Team,3,619,0.01238,0.000494504511607326,0.1258897701850722,4917,0.004730730606357239,0.116617538196612,0.1351620021735324
