stage,round,best_of,team_a,team_b,times_matchup_occurred,fraction_of_simulations,model_probability_team_a,team_a_win_count,team_b_win_count
playoffs,3,5,MIBR,PARIVISION,2,4e-05,0.4079625878596566,1,1
playoffs,3,5,MIBR,Team Falcons,6,0.00012,0.3209043677206146,4,2
playoffs,3,5,MIBR,Team Spirit,25,0.0005,0.2061747859859939,7,18
playoffs,3,5,MIBR,Team Vitality,18,0.00036,0.2466080439952654,4,14
playoffs,3,5,MIBR,The Mongolz,6,0.00012,0.32803066629713795,1,5
playoffs,3,5,MOUZ,9z Team,31,0.00062,0.684794416729689,23,8
playoffs,3,5,MOUZ,Astralis,62,0.00124,0.644482999096934,42,20
playoffs,3,5,MOUZ,Aurora Gaming,169,0.00338,0.6149234057419651,103,66
playoffs,3,5,MOUZ,B8 Esports,45,0.0009,0.6708692011692905,33,12
playoffs,3,5,MOUZ,BIG,51,0.00102,0.6091183091013262,27,24
playoffs,3,5,MOUZ,BetBoom Team,136,0.00272,0.5433299647186604,80,56
playoffs,3,5,MOUZ,FURIA Esports,184,0.00368,0.5763620186250474,119,65
playoffs,3,5,MOUZ,FUT Esports,80,0.0016,0.6444315014812616,52,28
playoffs,3,5,MOUZ,FlyQuest,18,0.00036,0.6840281336041018,13,5
playoffs,3,5,MOUZ,G2 Esports,95,0.0019,0.5874339116228143,55,40
playoffs,3,5,MOUZ,Gaimin Gladiators,4,8e-05,0.7525109672051631,4,0
playoffs,3,5,MOUZ,GamerLegion,75,0.0015,0.6227151353509878,49,26
playoffs,3,5,MOUZ,Heroic,7,0.00014,0.6870265560842471,3,4
playoffs,3,5,MOUZ,Legacy,117,0.00234,0.6114182582043487,68,49
playoffs,3,5,MOUZ,Lynn Vision Gaming,4,8e-05,0.7387860494373032,2,2
playoffs,3,5,MOUZ,M80,2,4e-05,0.7396501539286222,2,0
playoffs,3,5,MOUZ,MIBR,15,0.0003,0.7057279298185989,12,3
playoffs,3,5,MOUZ,Monte,34,0.00068,0.6714076472999768,24,10
playoffs,3,5,MOUZ,Natus Vincere,521,0.01042,0.42472365693965947,235,286
playoffs,3,5,MOUZ,PARIVISION,117,0.00234,0.6708527935551206,70,47
playoffs,3,5,MOUZ,Sharks Esports,2,4e-05,0.6854390414799523,1,1
playoffs,3,5,MOUZ,Sinners Esports,32,0.00064,0.6645966708931552,22,10
playoffs,3,5,MOUZ,TYLOO,5,0.0001,0.7256578159761877,3,2
playoffs,3,5,MOUZ,Team Falcons,409,0.00818,0.46872664733067326,222,187
playoffs,3,5,MOUZ,Team Liquid,2,4e-05,0.7105544348430297,2,0
playoffs,3,5,MOUZ,Team Spirit,732,0.01464,0.34353567465215107,257,475
playoffs,3,5,MOUZ,Team Vitality,928,0.01856,0.29765270202900274,262,666
playoffs,3,5,MOUZ,The Mongolz,223,0.00446,0.5875245601986427,124,99
playoffs,3,5,MOUZ,paiN Gaming,20,0.0004,0.7128816821204759,13,7
playoffs,3,5,Monte,9z Team,3,6e-05,0.5179217880762388,2,1
playoffs,3,5,Monte,Astralis,3,6e-05,0.4387627192715856,1,2
playoffs,3,5,Monte,Aurora Gaming,9,0.00018,0.37094427241177785,4,5
playoffs,3,5,Monte,B8 Esports,2,4e-05,0.45114284733131504,1,1
playoffs,3,5,Monte,BIG,3,6e-05,0.38413520563309184,3,0
playoffs,3,5,Monte,BetBoom Team,5,0.0001,0.33900922392140553,1,4
playoffs,3,5,Monte,FURIA Esports,13,0.00026,0.3659177401230524,4,9
playoffs,3,5,Monte,FUT Esports,2,4e-05,0.4293282142840718,1,1
playoffs,3,5,Monte,G2 Esports,8,0.00016,0.38081278624526543,5,3
playoffs,3,5,Monte,GamerLegion,2,4e-05,0.4377030895554982,0,2
playoffs,3,5,Monte,Heroic,1,2e-05,0.5508100373882272,1,0
playoffs,3,5,Monte,Legacy,9,0.00018,0.42690303102269744,4,5
playoffs,3,5,Monte,Lynn Vision Gaming,1,2e-05,0.5716847564230675,0,1
playoffs,3,5,Monte,MOUZ,31,0.00062,0.3235429806572702,9,22
playoffs,3,5,Monte,Natus Vincere,31,0.00062,0.3576245521998039,8,23
playoffs,3,5,Monte,PARIVISION,8,0.00016,0.4423900130037868,4,4
playoffs,3,5,Monte,Sinners Esports,1,2e-05,0.43972680516752083,1,0
playoffs,3,5,Monte,Team Falcons,33,0.00066,0.40262547070307086,13,20
playoffs,3,5,Monte,Team Spirit,35,0.0007,0.24597241324333344,9,26
playoffs,3,5,Monte,Team Vitality,39,0.00078,0.2813312362480731,13,26
playoffs,3,5,Monte,The Mongolz,11,0.00022,0.3650774387426326,3,8
playoffs,3,5,Monte,paiN Gaming,2,4e-05,0.47953550517856713,1,1
playoffs,3,5,NRG Esports,Team Vitality,1,2e-05,0.1934093235556533,0,1
playoffs,3,5,Natus Vincere,9z Team,44,0.00088,0.702560868360655,31,13
playoffs,3,5,Natus Vincere,Astralis,90,0.0018,0.7170439717113091,67,23
playoffs,3,5,Natus Vincere,Aurora Gaming,266,0.00532,0.6136122081153698,147,119
playoffs,3,5,Natus Vincere,B8 Esports,53,0.00106,0.6111276467893739,29,24
playoffs,3,5,Natus Vincere,BIG,83,0.00166,0.6640589301028583,51,32
playoffs,3,5,Natus Vincere,BetBoom Team,182,0.00364,0.5886183658344978,102,80
playoffs,3,5,Natus Vincere,FURIA Esports,338,0.00676,0.6162762147705747,203,135
playoffs,3,5,Natus Vincere,FUT Esports,110,0.0022,0.6757738140044112,73,37
playoffs,3,5,Natus Vincere,FlyQuest,22,0.00044,0.6974729982794272,14,8
playoffs,3,5,Natus Vincere,G2 Esports,167,0.00334,0.6168347534830044,112,55
playoffs,3,5,Natus Vincere,Gaimin Gladiators,1,2e-05,0.748405283359102,0,1
playoffs,3,5,Natus Vincere,GamerLegion,109,0.00218,0.6722375321318828,72,37
playoffs,3,5,Natus Vincere,Heroic,20,0.0004,0.6809111994613073,16,4
playoffs,3,5,Natus Vincere,Legacy,170,0.0034,0.6140851610072772,101,69
playoffs,3,5,Natus Vincere,Lynn Vision Gaming,2,4e-05,0.7003747395606141,2,0
playoffs,3,5,Natus Vincere,M80,6,0.00012,0.7122173262291587,2,4
playoffs,3,5,Natus Vincere,MIBR,18,0.00036,0.6759177473452159,16,2
playoffs,3,5,Natus Vincere,MOUZ,538,0.01076,0.5798646619643233,294,244
playoffs,3,5,Natus Vincere,Monte,57,0.00114,0.6489535412157359,36,21
playoffs,3,5,Natus Vincere,PARIVISION,167,0.00334,0.6423405554715166,96,71
playoffs,3,5,Natus Vincere,Sharks Esports,5,0.0001,0.7013567889671051,4,1
playoffs,3,5,Natus Vincere,Sinners Esports,30,0.0006,0.6969694520253635,20,10
playoffs,3,5,Natus Vincere,THUNDERdOWNUNDER,1,2e-05,0.7349615572765791,1,0
playoffs,3,5,Natus Vincere,TYLOO,6,0.00012,0.7088290030305057,3,3
playoffs,3,5,Natus Vincere,Team Falcons,662,0.01324,0.5116805826174702,337,325
playoffs,3,5,Natus Vincere,Team Liquid,5,0.0001,0.6897838540891408,4,1
playoffs,3,5,Natus Vincere,Team Spirit,1019,0.02038,0.39341192957294185,405,614
playoffs,3,5,Natus Vincere,Team Vitality,1514,0.03028,0.3221417531882559,490,1024
playoffs,3,5,Natus Vincere,The Mongolz,333,0.00666,0.603544690246849,210,123
playoffs,3,5,Natus Vincere,paiN Gaming,51,0.00102,0.6685395447750474,40,11
playoffs,3,5,PARIVISION,9z Team,5,0.0001,0.5721978845031626,4,1
playoffs,3,5,PARIVISION,Astralis,10,0.0002,0.4536892352311164,5,5
playoffs,3,5,PARIVISION,Aurora Gaming,33,0.00066,0.4439649679196043,9,24
playoffs,3,5,PARIVISION,B8 Esports,4,8e-05,0.5326607327936599,3,1
playoffs,3,5,PARIVISION,BIG,16,0.00032,0.4473568236259692,8,8
playoffs,3,5,PARIVISION,BetBoom Team,22,0.00044,0.41221567803598735,6,16
playoffs,3,5,PARIVISION,FURIA Esports,42,0.00084,0.42076907560134275,13,29
playoffs,3,5,PARIVISION,FUT Esports,6,0.00012,0.4774454447547978,3,3
playoffs,3,5,PARIVISION,FlyQuest,3,6e-05,0.5916026735903434,0,3
playoffs,3,5,PARIVISION,G2 Esports,24,0.00048,0.46336409379976007,12,12
playoffs,3,5,PARIVISION,GamerLegion,12,0.00024,0.4570980773327084,9,3
playoffs,3,5,PARIVISION,Heroic,1,2e-05,0.5749386119733885,0,1
playoffs,3,5,PARIVISION,Legacy,21,0.00042,0.46446441175672126,11,10
playoffs,3,5,PARIVISION,Lynn Vision Gaming,1,2e-05,0.6679342146734819,0,1
playoffs,3,5,PARIVISION,M80,1,2e-05,0.6196303647915733,1,0
playoffs,3,5,PARIVISION,MIBR,4,8e-05,0.6007209880427838,4,0
playoffs,3,5,PARIVISION,MOUZ,78,0.00156,0.33640233014043464,29,49
playoffs,3,5,PARIVISION,Monte,9,0.00018,0.5564059920444776,5,4
playoffs,3,5,PARIVISION,Natus Vincere,117,0.00234,0.34327745206198707,39,78
playoffs,3,5,PARIVISION,Sharks Esports,1,2e-05,0.638893640455714,1,0
playoffs,3,5,PARIVISION,Sinners Esports,5,0.0001,0.5630045802708744,3,2
playoffs,3,5,PARIVISION,TYLOO,1,2e-05,0.6442298507476167,0,1
playoffs,3,5,PARIVISION,Team Falcons,90,0.0018,0.36736495120115087,26,64
playoffs,3,5,PARIVISION,Team Liquid,1,2e-05,0.6643160519827126,1,0
playoffs,3,5,PARIVISION,Team Spirit,157,0.00314,0.27497873025169606,48,109
playoffs,3,5,PARIVISION,Team Vitality,197,0.00394,0.23647267409614586,62,135
playoffs,3,5,PARIVISION,The Mongolz,38,0.00076,0.39525800827729535,18,20
playoffs,3,5,PARIVISION,paiN Gaming,3,6e-05,0.6071126535689705,1,2
playoffs,3,5,Sharks Esports,9z Team,1,2e-05,0.37871515865004346,0,1
playoffs,3,5,Sharks Esports,Astralis,1,2e-05,0.3584337439705296,0,1
playoffs,3,5,Sharks Esports,BetBoom Team,1,2e-05,0.3230312459239805,0,1
playoffs,3,5,Sharks Esports,FURIA Esports,2,4e-05,0.3309344645354144,0,2
playoffs,3,5,Sharks Esports,FUT Esports,1,2e-05,0.332288576488758,0,1
playoffs,3,5,Sharks Esports,MOUZ,3,6e-05,0.30987494940609206,0,3
playoffs,3,5,Sharks Esports,Natus Vincere,4,8e-05,0.2999140056229416,0,4
playoffs,3,5,Sharks Esports,PARIVISION,4,8e-05,0.3704544503703306,3,1
playoffs,3,5,Sharks Esports,Team Falcons,3,6e-05,0.33202739982293056,0,3
playoffs,3,5,Sharks Esports,Team Spirit,6,0.00012,0.22749925679273342,1,5
playoffs,3,5,Sharks Esports,Team Vitality,6,0.00012,0.2662361694731567,1,5
playoffs,3,5,Sharks Esports,The Mongolz,5,0.0001,0.31507682281826765,3,2
playoffs,3,5,Sinners Esports,Astralis,1,2e-05,0.4355679156732138,1,0
playoffs,3,5,Sinners Esports,Aurora Gaming,6,0.00012,0.38834640079359145,3,3
playoffs,3,5,Sinners Esports,BetBoom Team,4,8e-05,0.359120880616573,3,1
playoffs,3,5,Sinners Esports,FURIA Esports,9,0.00018,0.3854856500022618,4,5
playoffs,3,5,Sinners Esports,FUT Esports,2,4e-05,0.46438356124816155,0,2
playoffs,3,5,Sinners Esports,FlyQuest,1,2e-05,0.5511823880874499,0,1
playoffs,3,5,Sinners Esports,G2 Esports,7,0.00014,0.39313657968666266,2,5
playoffs,3,5,Sinners Esports,GamerLegion,4,8e-05,0.4323304883321708,0,4
playoffs,3,5,Sinners Esports,Legacy,5,0.0001,0.44509905220887364,2,3
playoffs,3,5,Sinners Esports,MOUZ,21,0.00042,0.33689664300016064,3,18
playoffs,3,5,Sinners Esports,Natus Vincere,19,0.00038,0.30921002248581914,8,11
playoffs,3,5,Sinners Esports,PARIVISION,10,0.0002,0.45518211124103647,5,5
playoffs,3,5,Sinners Esports,Team Falcons,20,0.0004,0.38896368848737484,3,17
playoffs,3,5,Sinners Esports,Team Spirit,30,0.0006,0.253428307718596,8,22
playoffs,3,5,Sinners Esports,Team Vitality,32,0.00064,0.24930987924038941,6,26
playoffs,3,5,Sinners Esports,The Mongolz,7,0.00014,0.3658319253225837,4,3
playoffs,3,5,THUNDERdOWNUNDER,G2 Esports,1,2e-05,0.2730966988228358,0,1
playoffs,3,5,THUNDERdOWNUNDER,Team Falcons,1,2e-05,0.290065753338178,0,1
playoffs,3,5,THUNDERdOWNUNDER,Team Spirit,1,2e-05,0.21973257905832436,0,1
playoffs,3,5,THUNDERdOWNUNDER,Team Vitality,1,2e-05,0.2366787767360242,1,0
playoffs,3,5,TYLOO,Astralis,1,2e-05,0.3719161852085619,0,1
playoffs,3,5,TYLOO,Aurora Gaming,4,8e-05,0.3742218005032055,2,2
playoffs,3,5,TYLOO,BIG,1,2e-05,0.3983851119092629,0,1
playoffs,3,5,TYLOO,FURIA Esports,2,4e-05,0.3442835100077225,0,2
playoffs,3,5,TYLOO,FUT Esports,1,2e-05,0.3664347956129479,0,1
playoffs,3,5,TYLOO,MOUZ,5,0.0001,0.2681141395493085,0,5
playoffs,3,5,TYLOO,Natus Vincere,6,0.00012,0.2802106266439354,1,5
playoffs,3,5,TYLOO,PARIVISION,1,2e-05,0.33611592568380316,1,0
playoffs,3,5,TYLOO,Team Falcons,4,8e-05,0.28863829893182286,1,3
playoffs,3,5,TYLOO,Team Spirit,5,0.0001,0.2424671668148054,4,1
playoffs,3,5,TYLOO,Team Vitality,8,0.00016,0.2411138850855499,1,7
playoffs,3,5,TYLOO,The Mongolz,2,4e-05,0.28356583274316444,2,0
playoffs,3,5,Team Falcons,9z Team,37,0.00074,0.6682354329372397,26,11
playoffs,3,5,Team Falcons,Astralis,74,0.00148,0.6369572493843427,42,32
playoffs,3,5,Team Falcons,Aurora Gaming,201,0.00402,0.5778177253320306,116,85
playoffs,3,5,Team Falcons,B8 Esports,35,0.0007,0.6018110767726312,18,17
playoffs,3,5,Team Falcons,BIG,59,0.00118,0.6023250974485019,34,25
playoffs,3,5,Team Falcons,BetBoom Team,138,0.00276,0.5618540823756123,77,61
playoffs,3,5,Team Falcons,FURIA Esports,248,0.00496,0.5733537379488066,138,110
playoffs,3,5,Team Falcons,FUT Esports,72,0.00144,0.6437346928322975,51,21
playoffs,3,5,Team Falcons,FlyQuest,12,0.00024,0.6387349787786184,7,5
playoffs,3,5,Team Falcons,G2 Esports,112,0.00224,0.5877279469012433,63,49
playoffs,3,5,Team Falcons,Gaimin Gladiators,3,6e-05,0.7018322261938644,3,0
playoffs,3,5,Team Falcons,GamerLegion,83,0.00166,0.6337980989636314,54,29
playoffs,3,5,Team Falcons,Heroic,9,0.00018,0.6179307010926008,6,3
playoffs,3,5,Team Falcons,Legacy,113,0.00226,0.6193508871657601,67,46
playoffs,3,5,Team Falcons,Lynn Vision Gaming,1,2e-05,0.7174522148296644,0,1
playoffs,3,5,Team Falcons,M80,6,0.00012,0.7159698722365381,6,0
playoffs,3,5,Team Falcons,MIBR,18,0.00036,0.6744039997944131,12,6
playoffs,3,5,Team Falcons,MOUZ,428,0.00856,0.5317240010475275,223,205
playoffs,3,5,Team Falcons,Monte,32,0.00064,0.6016694617643817,17,15
playoffs,3,5,Team Falcons,Natus Vincere,611,0.01222,0.4926972073740305,297,314
playoffs,3,5,Team Falcons,PARIVISION,122,0.00244,0.627789354298538,78,44
playoffs,3,5,Team Falcons,Sharks Esports,1,2e-05,0.6748037176814219,1,0
playoffs,3,5,Team Falcons,Sinners Esports,25,0.0005,0.6151119842357177,14,11
playoffs,3,5,Team Falcons,THUNDERdOWNUNDER,1,2e-05,0.7047363271851901,1,0
playoffs,3,5,Team Falcons,TYLOO,6,0.00012,0.6999824108495293,5,1
playoffs,3,5,Team Falcons,Team Liquid,3,6e-05,0.6520267503746426,3,0
playoffs,3,5,Team Falcons,Team Spirit,829,0.01658,0.4036032791846324,352,477
playoffs,3,5,Team Falcons,Team Vitality,1087,0.02174,0.3174848632930691,342,745
playoffs,3,5,Team Falcons,The Mongolz,261,0.00522,0.5684562671109625,147,114
playoffs,3,5,Team Falcons,paiN Gaming,42,0.00084,0.6540894973843407,25,17
playoffs,3,5,Team Liquid,Aurora Gaming,3,6e-05,0.3643204837339226,1,2
playoffs,3,5,Team Liquid,BetBoom Team,2,4e-05,0.3234253140396001,1,1
playoffs,3,5,Team Liquid,FURIA Esports,1,2e-05,0.3241815773597511,1,0
playoffs,3,5,Team Liquid,FUT Esports,1,2e-05,0.39367826563719927,0,1
playoffs,3,5,Team Liquid,G2 Esports,2,4e-05,0.3187842146918975,1,1
playoffs,3,5,Team Liquid,Legacy,1,2e-05,0.30975612781701894,0,1
playoffs,3,5,Team Liquid,MOUZ,2,4e-05,0.2826368825574953,0,2
playoffs,3,5,Team Liquid,Natus Vincere,2,4e-05,0.2988724339027283,0,2
playoffs,3,5,Team Liquid,Team Falcons,4,8e-05,0.33512879042071525,1,3
playoffs,3,5,Team Liquid,Team Spirit,3,6e-05,0.21317107969017057,2,1
playoffs,3,5,Team Liquid,Team Vitality,7,0.00014,0.22182424612596535,1,6
playoffs,3,5,Team Liquid,The Mongolz,1,2e-05,0.24943900502005353,0,1
playoffs,3,5,Team Spirit,9z Team,49,0.00098,0.7766161121364505,39,10
playoffs,3,5,Team Spirit,Astralis,146,0.00292,0.7779533075238151,113,33
playoffs,3,5,Team Spirit,Aurora Gaming,407,0.00814,0.7423226213166492,296,111
playoffs,3,5,Team Spirit,B8 Esports,83,0.00166,0.7063881604622082,57,26
playoffs,3,5,Team Spirit,BIG,116,0.00232,0.7245148198460808,84,32
playoffs,3,5,Team Spirit,BetBoom Team,293,0.00586,0.6628757898438163,198,95
playoffs,3,5,Team Spirit,FURIA Esports,478,0.00956,0.6969377909790372,343,135
playoffs,3,5,Team Spirit,FUT Esports,148,0.00296,0.7582456344673907,110,38
playoffs,3,5,Team Spirit,FlyQuest,21,0.00042,0.7643777811620505,12,9
playoffs,3,5,Team Spirit,G2 Esports,255,0.0051,0.7144906565123622,176,79
playoffs,3,5,Team Spirit,Gaimin Gladiators,3,6e-05,0.7975392877915314,2,1
playoffs,3,5,Team Spirit,GamerLegion,166,0.00332,0.751497965546155,113,53
playoffs,3,5,Team Spirit,Heroic,31,0.00062,0.7767644236441577,23,8
playoffs,3,5,Team Spirit,Legacy,267,0.00534,0.6798468122266336,182,85
playoffs,3,5,Team Spirit,Lynn Vision Gaming,6,0.00012,0.7809694887777703,3,3
playoffs,3,5,Team Spirit,M80,14,0.00028,0.7910024864635493,13,1
playoffs,3,5,Team Spirit,MIBR,26,0.00052,0.7600925176968489,19,7
playoffs,3,5,Team Spirit,MOUZ,901,0.01802,0.6540301096215518,587,314
playoffs,3,5,Team Spirit,Monte,80,0.0016,0.7456986443135082,56,24
playoffs,3,5,Team Spirit,NRG Esports,2,4e-05,0.7727472586216625,2,0
playoffs,3,5,Team Spirit,Natus Vincere,1148,0.02296,0.5976024332652147,670,478
playoffs,3,5,Team Spirit,PARIVISION,275,0.0055,0.7174584551989343,200,75
playoffs,3,5,Team Spirit,Sharks Esports,1,2e-05,0.7681324668608951,1,0
playoffs,3,5,Team Spirit,Sinners Esports,56,0.00112,0.7418845349315965,43,13
playoffs,3,5,Team Spirit,THUNDERdOWNUNDER,1,2e-05,0.7761516982727896,1,0
playoffs,3,5,Team Spirit,TYLOO,13,0.00026,0.7305246406707646,8,5
playoffs,3,5,Team Spirit,Team Falcons,933,0.01866,0.6015433953309476,564,369
playoffs,3,5,Team Spirit,Team Liquid,12,0.00024,0.7702998514485213,11,1
playoffs,3,5,Team Spirit,Team Vitality,2164,0.04328,0.4441743246644806,944,1220
playoffs,3,5,Team Spirit,The Mongolz,494,0.00988,0.7009220898456389,360,134
playoffs,3,5,Team Spirit,paiN Gaming,66,0.00132,0.7572566098011339,45,21
playoffs,3,5,Team Vitality,9z Team,82,0.00164,0.7759810111589429,65,17
playoffs,3,5,Team Vitality,Astralis,212,0.00424,0.797458330296184,167,45
playoffs,3,5,Team Vitality,Aurora Gaming,622,0.01244,0.7107529468228223,451,171
playoffs,3,5,Team Vitality,B8 Esports,107,0.00214,0.7078128313832415,77,30
playoffs,3,5,Team Vitality,BIG,220,0.0044,0.7240611913776818,151,69
playoffs,3,5,Team Vitality,BetBoom Team,411,0.00822,0.6820443229639217,278,133
playoffs,3,5,Team Vitality,FURIA Esports,826,0.01652,0.7258248238120272,577,249
playoffs,3,5,Team Vitality,FUT Esports,247,0.00494,0.7585956549733064,195,52
playoffs,3,5,Team Vitality,FlyQuest,37,0.00074,0.7200932777099907,25,12
playoffs,3,5,Team Vitality,G2 Esports,410,0.0082,0.781161987034052,311,99
playoffs,3,5,Team Vitality,Gaimin Gladiators,3,6e-05,0.7862040934136001,3,0
playoffs,3,5,Team Vitality,GamerLegion,201,0.00402,0.7489011957933771,148,53
playoffs,3,5,Team Vitality,Heroic,48,0.00096,0.7683455768150717,42,6
playoffs,3,5,Team Vitality,Legacy,376,0.00752,0.7133664298546114,261,115
playoffs,3,5,Team Vitality,Lynn Vision Gaming,12,0.00024,0.7654115820126014,8,4
playoffs,3,5,Team Vitality,M80,30,0.0006,0.7850956011304505,23,7
playoffs,3,5,Team Vitality,MIBR,39,0.00078,0.7558258612849683,26,13
playoffs,3,5,Team Vitality,MOUZ,1459,0.02918,0.7189100904683093,1017,442
playoffs,3,5,Team Vitality,Monte,119,0.00238,0.7209105517905808,82,37
playoffs,3,5,Team Vitality,NRG Esports,1,2e-05,0.7965615027324522,1,0
playoffs,3,5,Team Vitality,Natus Vincere,2055,0.0411,0.6602794632184179,1392,663
playoffs,3,5,Team Vitality,PARIVISION,425,0.0085,0.7542371045175406,312,113
playoffs,3,5,Team Vitality,Sharks Esports,15,0.0003,0.7619111256526424,12,3
playoffs,3,5,Team Vitality,Sinners Esports,89,0.00178,0.74495955211219,60,29
playoffs,3,5,Team Vitality,TYLOO,21,0.00042,0.7615264883074488,18,3
playoffs,3,5,Team Vitality,Team Falcons,1678,0.03356,0.6708901282604788,1127,551
playoffs,3,5,Team Vitality,Team Liquid,19,0.00038,0.7657044843123711,15,4
playoffs,3,5,Team Vitality,Team Spirit,2639,0.05278,0.5864040277804433,1536,1103
playoffs,3,5,Team Vitality,The Mongolz,846,0.01692,0.7386879260973225,637,209
playoffs,3,5,Team Vitality,paiN Gaming,97,0.00194,0.7752151447706543,76,21
playoffs,3,5,The Mongolz,9z Team,15,0.0003,0.6347619591310578,10,5
playoffs,3,5,The Mongolz,Astralis,37,0.00074,0.5845896495587821,22,15
playoffs,3,5,The Mongolz,Aurora Gaming,100,0.002,0.5522971264597556,60,40
playoffs,3,5,The Mongolz,B8 Esports,17,0.00034,0.6019643607173789,8,9
playoffs,3,5,The Mongolz,BIG,26,0.00052,0.5499899359970842,16,10
playoffs,3,5,The Mongolz,BetBoom Team,55,0.0011,0.5257309150136659,33,22
playoffs,3,5,The Mongolz,FURIA Esports,101,0.00202,0.4632798423077116,43,58
playoffs,3,5,The Mongolz,FUT Esports,28,0.00056,0.5850619084521053,16,12
playoffs,3,5,The Mongolz,FlyQuest,5,0.0001,0.6358809768296413,5,0
playoffs,3,5,The Mongolz,G2 Esports,49,0.00098,0.5500743733237342,26,23
playoffs,3,5,The Mongolz,Gaimin Gladiators,1,2e-05,0.7323342857834468,0,1
playoffs,3,5,The Mongolz,GamerLegion,45,0.0009,0.5496370944905276,21,24
playoffs,3,5,The Mongolz,Heroic,10,0.0002,0.6696594265040599,6,4
playoffs,3,5,The Mongolz,Legacy,60,0.0012,0.5113493656043618,32,28
playoffs,3,5,The Mongolz,Lynn Vision Gaming,2,4e-05,0.7252224211884092,1,1
playoffs,3,5,The Mongolz,M80,6,0.00012,0.7181195780793507,3,3
playoffs,3,5,The Mongolz,MIBR,8,0.00016,0.6762345303652676,5,3
playoffs,3,5,The Mongolz,MOUZ,193,0.00386,0.409510617886731,74,119
playoffs,3,5,The Mongolz,Monte,16,0.00032,0.6403969063186481,10,6
playoffs,3,5,The Mongolz,Natus Vincere,251,0.00502,0.3830982196353941,96,155
playoffs,3,5,The Mongolz,PARIVISION,40,0.0008,0.6035413926715135,23,17
playoffs,3,5,The Mongolz,Sinners Esports,13,0.00026,0.639209190902788,8,5
playoffs,3,5,The Mongolz,THUNDERdOWNUNDER,1,2e-05,0.7272415632562339,0,1
playoffs,3,5,The Mongolz,TYLOO,6,0.00012,0.725858114042951,3,3
playoffs,3,5,The Mongolz,Team Falcons,205,0.0041,0.4347445312531089,85,120
playoffs,3,5,The Mongolz,Team Liquid,2,4e-05,0.7379549326659267,0,2
playoffs,3,5,The Mongolz,Team Spirit,352,0.00704,0.3051042058615269,109,243
playoffs,3,5,The Mongolz,Team Vitality,430,0.0086,0.2511591896414287,92,338
playoffs,3,5,The Mongolz,paiN Gaming,12,0.00024,0.6693870545845942,5,7
playoffs,3,5,paiN Gaming,9z Team,2,4e-05,0.5470687833154423,1,1
playoffs,3,5,paiN Gaming,Astralis,1,2e-05,0.4046593339239749,1,0
playoffs,3,5,paiN Gaming,Aurora Gaming,5,0.0001,0.40907092365660835,3,2
playoffs,3,5,paiN Gaming,BetBoom Team,7,0.00014,0.39853989719775845,1,6
playoffs,3,5,paiN Gaming,FURIA Esports,13,0.00026,0.37967542205604243,2,11
playoffs,3,5,paiN Gaming,FUT Esports,5,0.0001,0.45813105705288204,4,1
playoffs,3,5,paiN Gaming,G2 Esports,4,8e-05,0.39614589962704777,3,1
playoffs,3,5,paiN Gaming,Gaimin Gladiators,1,2e-05,0.656918981975743,0,1
playoffs,3,5,paiN Gaming,GamerLegion,7,0.00014,0.43330190306162064,4,3
playoffs,3,5,paiN Gaming,Heroic,1,2e-05,0.5042553446848562,1,0
playoffs,3,5,paiN Gaming,Legacy,7,0.00014,0.39110609230125004,2,5
playoffs,3,5,paiN Gaming,MOUZ,18,0.00036,0.30526392169875827,5,13
playoffs,3,5,paiN Gaming,Natus Vincere,24,0.00048,0.33274608124976107,6,18
playoffs,3,5,paiN Gaming,PARIVISION,9,0.00018,0.39324617201978873,4,5
playoffs,3,5,paiN Gaming,Sinners Esports,2,4e-05,0.46205026604657445,2,0
playoffs,3,5,paiN Gaming,Team Falcons,17,0.00034,0.3464668282641248,6,11
playoffs,3,5,paiN Gaming,Team Liquid,1,2e-05,0.6127802493997986,0,1
playoffs,3,5,paiN Gaming,Team Spirit,38,0.00076,0.23090316167689048,6,32
playoffs,3,5,paiN Gaming,Team Vitality,53,0.00106,0.22747350655006415,8,45
playoffs,3,5,paiN Gaming,The Mongolz,11,0.00022,0.33425864780457853,4,7
stage_1,1,1,B8 Esports,TYLOO,50000,1.0,0.6059300988125458,30073,19927
stage_1,1,1,BIG,Team Liquid,50000,1.0,0.5932928679787352,29971,20029
stage_1,1,1,BetBoom Team,Gaimin Gladiators,50000,1.0,0.7095881459981142,35280,14720
stage_1,1,1,GamerLegion,NRG Esports,50000,1.0,0.7114532226954259,35617,14383
stage_1,1,1,Heroic,Sharks Esports,50000,1.0,0.5996814699578243,30113,19887
stage_1,1,1,M80,Lynn Vision Gaming,50000,1.0,0.5653428261366852,28150,21850
stage_1,1,1,MIBR,THUNDERdOWNUNDER,50000,1.0,0.6920792387768264,34570,15430
stage_1,1,1,Sinners Esports,FlyQuest,50000,1.0,0.564209392111869,28179,21821
stage_1,2,1,B8 Esports,FlyQuest,11770,0.2354,0.5516068865821602,6491,5279
stage_1,2,1,B8 Esports,Gaimin Gladiators,3377,0.06754,0.6545546129667706,2186,1191
stage_1,2,1,B8 Esports,Lynn Vision Gaming,8534,0.17068,0.6177801517294201,5358,3176
stage_1,2,1,B8 Esports,MIBR,2087,0.04174,0.5711898617269769,1184,903
