stage,round,best_of,team_a,team_b,times_matchup_occurred,fraction_of_simulations,model_probability_team_a,team_a_win_count,team_b_win_count
stage_3,3,3,Lynn Vision Gaming,BIG,51,0.00102,0.3421506685943709,18,33
stage_3,3,3,Lynn Vision Gaming,BetBoom Team,74,0.00148,0.2847047927143705,20,54
stage_3,3,3,Lynn Vision Gaming,FURIA Esports,95,0.0019,0.32242145707908326,34,61
stage_3,3,3,Lynn Vision Gaming,FUT Esports,79,0.00158,0.3319756436988227,26,53
stage_3,3,3,Lynn Vision Gaming,FlyQuest,31,0.00062,0.3971778524307534,11,20
stage_3,3,3,Lynn Vision Gaming,G2 Esports,94,0.00188,0.3251831642743425,32,62
stage_3,3,3,Lynn Vision Gaming,Gaimin Gladiators,8,0.00016,0.5727579143267288,5,3
stage_3,3,3,Lynn Vision Gaming,GamerLegion,60,0.0012,0.31691078290041363,18,42
stage_3,3,3,Lynn Vision Gaming,Heroic,28,0.00056,0.4106830976476824,9,19
stage_3,3,3,Lynn Vision Gaming,Legacy,73,0.00146,0.24942524591839563,18,55
stage_3,3,3,Lynn Vision Gaming,M80,25,0.0005,0.4292442935402327,11,14
stage_3,3,3,Lynn Vision Gaming,MIBR,28,0.00056,0.36206182653731567,14,14
stage_3,3,3,Lynn Vision Gaming,MOUZ,79,0.00158,0.23618374332536296,19,60
stage_3,3,3,Lynn Vision Gaming,Monte,77,0.00154,0.4263266210465871,28,49
stage_3,3,3,Lynn Vision Gaming,NRG Esports,6,0.00012,0.5716602949709032,3,3
stage_3,3,3,Lynn Vision Gaming,Natus Vincere,86,0.00172,0.24929435345192005,27,59
stage_3,3,3,Lynn Vision Gaming,PARIVISION,113,0.00226,0.32249634774041974,42,71
stage_3,3,3,Lynn Vision Gaming,Sharks Esports,9,0.00018,0.5240344639893523,3,6
stage_3,3,3,Lynn Vision Gaming,Sinners Esports,40,0.0008,0.3712821944694477,15,25
stage_3,3,3,Lynn Vision Gaming,THUNDERdOWNUNDER,1,2e-05,0.6757558841968269,1,0
stage_3,3,3,Lynn Vision Gaming,TYLOO,17,0.00034,0.428815674788076,6,11
stage_3,3,3,Lynn Vision Gaming,Team Falcons,76,0.00152,0.24211298672699816,14,62
stage_3,3,3,Lynn Vision Gaming,Team Liquid,10,0.0002,0.45448615053239677,6,4
stage_3,3,3,Lynn Vision Gaming,Team Spirit,72,0.00144,0.18402079478890776,18,54
stage_3,3,3,Lynn Vision Gaming,Team Vitality,66,0.00132,0.21803203393550882,21,45
stage_3,3,3,Lynn Vision Gaming,The Mongolz,85,0.0017,0.26185055241805927,25,60
stage_3,3,3,Lynn Vision Gaming,paiN Gaming,81,0.00162,0.35588547606654397,27,54
stage_3,3,3,M80,9z Team,121,0.00242,0.45531962297420736,57,64
stage_3,3,3,M80,Astralis,155,0.0031,0.418197479512704,63,92
stage_3,3,3,M80,Aurora Gaming,203,0.00406,0.39922719046437255,76,127
stage_3,3,3,M80,B8 Esports,95,0.0019,0.3963544591785226,38,57
stage_3,3,3,M80,BIG,107,0.00214,0.3505481058799267,37,70
stage_3,3,3,M80,BetBoom Team,120,0.0024,0.33179989512870134,40,80
stage_3,3,3,M80,FURIA Esports,186,0.00372,0.3404462572503422,70,116
stage_3,3,3,M80,FUT Esports,173,0.00346,0.3600518935241535,71,102
stage_3,3,3,M80,FlyQuest,52,0.00104,0.45528095696286625,23,29
stage_3,3,3,M80,G2 Esports,148,0.00296,0.3273935003678732,54,94
stage_3,3,3,M80,Gaimin Gladiators,23,0.00046,0.6284188413879565,20,3
stage_3,3,3,M80,GamerLegion,106,0.00212,0.37257613573773896,30,76
stage_3,3,3,M80,Heroic,61,0.00122,0.48969275731417655,30,31
stage_3,3,3,M80,Legacy,165,0.0033,0.3380428364029947,50,115
stage_3,3,3,M80,Lynn Vision Gaming,32,0.00064,0.5724556357801844,18,14
stage_3,3,3,M80,MIBR,59,0.00118,0.4445162165594013,32,27
stage_3,3,3,M80,MOUZ,171,0.00342,0.23354933309780188,41,130
stage_3,3,3,M80,Monte,141,0.00282,0.4497607747433176,58,83
stage_3,3,3,M80,NRG Esports,11,0.00022,0.6473710474379185,9,2
stage_3,3,3,M80,Natus Vincere,176,0.00352,0.2144600533287803,43,133
stage_3,3,3,M80,PARIVISION,242,0.00484,0.37878948811608704,94,148
stage_3,3,3,M80,Sharks Esports,27,0.00054,0.6089938053421922,17,10
stage_3,3,3,M80,Sinners Esports,90,0.0018,0.4303169982822962,45,45
stage_3,3,3,M80,THUNDERdOWNUNDER,9,0.00018,0.7170695686994999,6,3
stage_3,3,3,M80,TYLOO,36,0.00072,0.5222552362019037,21,15
stage_3,3,3,M80,Team Falcons,154,0.00308,0.25445015706368157,37,117
stage_3,3,3,M80,Team Liquid,36,0.00072,0.5459068984117021,18,18
stage_3,3,3,M80,Team Spirit,142,0.00284,0.17271789735218726,26,116
stage_3,3,3,M80,Team Vitality,126,0.00252,0.19302858506093024,34,92
stage_3,3,3,M80,The Mongolz,169,0.00338,0.26644894661128615,51,118
stage_3,3,3,M80,paiN Gaming,152,0.00304,0.4145162758189761,67,85
stage_3,3,3,MIBR,9z Team,170,0.0034,0.47533318887039827,84,86
stage_3,3,3,MIBR,Astralis,216,0.00432,0.39346866900213573,98,118
stage_3,3,3,MIBR,Aurora Gaming,270,0.0054,0.401210440337247,100,170
stage_3,3,3,MIBR,B8 Esports,127,0.00254,0.43138745506964804,62,65
stage_3,3,3,MIBR,BIG,123,0.00246,0.4184996093547403,58,65
stage_3,3,3,MIBR,BetBoom Team,159,0.00318,0.3754080969658175,55,104
stage_3,3,3,MIBR,FURIA Esports,251,0.00502,0.3646265065588189,84,167
stage_3,3,3,MIBR,FUT Esports,197,0.00394,0.4557535698786392,96,101
stage_3,3,3,MIBR,FlyQuest,73,0.00146,0.4609987878664248,34,39
stage_3,3,3,MIBR,G2 Esports,236,0.00472,0.3655079594965351,86,150
stage_3,3,3,MIBR,Gaimin Gladiators,25,0.0005,0.6482175753001884,12,13
stage_3,3,3,MIBR,GamerLegion,152,0.00304,0.4107225258358798,69,83
stage_3,3,3,MIBR,Heroic,89,0.00178,0.5244651763456493,44,45
stage_3,3,3,MIBR,Legacy,255,0.0051,0.33978039773398344,75,180
stage_3,3,3,MIBR,Lynn Vision Gaming,36,0.00072,0.6341873305578762,22,14
stage_3,3,3,MIBR,M80,63,0.00126,0.5521322244984872,27,36
stage_3,3,3,MIBR,MOUZ,229,0.00458,0.2786509848688312,62,167
stage_3,3,3,MIBR,Monte,171,0.00342,0.441488528908454,82,89
stage_3,3,3,MIBR,NRG Esports,20,0.0004,0.6978967460007627,15,5
stage_3,3,3,MIBR,Natus Vincere,197,0.00394,0.3160078044413076,71,126
stage_3,3,3,MIBR,PARIVISION,296,0.00592,0.4116265688308575,129,167
stage_3,3,3,MIBR,Sharks Esports,41,0.00082,0.5838583467164048,20,21
stage_3,3,3,MIBR,Sinners Esports,111,0.00222,0.4284009382045002,48,63
stage_3,3,3,MIBR,THUNDERdOWNUNDER,15,0.0003,0.7010945022440487,11,4
stage_3,3,3,MIBR,TYLOO,54,0.00108,0.5881386872740895,31,23
stage_3,3,3,MIBR,Team Falcons,205,0.0041,0.31004188139141986,71,134
stage_3,3,3,MIBR,Team Liquid,56,0.00112,0.615301189399255,36,20
stage_3,3,3,MIBR,Team Spirit,211,0.00422,0.20011066717717851,51,160
stage_3,3,3,MIBR,Team Vitality,157,0.00314,0.23937162755560004,38,119
stage_3,3,3,MIBR,The Mongolz,215,0.0043,0.3516456964846889,76,139
stage_3,3,3,MIBR,paiN Gaming,172,0.00344,0.4767354390125876,79,93
stage_3,3,3,MOUZ,9z Team,650,0.013,0.7286477551236599,492,158
stage_3,3,3,MOUZ,Astralis,1004,0.02008,0.6411093068280432,664,340
stage_3,3,3,MOUZ,Aurora Gaming,822,0.01644,0.6254317011799554,504,318
stage_3,3,3,MOUZ,B8 Esports,485,0.0097,0.7090308721085867,336,149
stage_3,3,3,MOUZ,BIG,679,0.01358,0.6260386041499311,433,246
stage_3,3,3,MOUZ,BetBoom Team,883,0.01766,0.5582501241702157,481,402
stage_3,3,3,MOUZ,FURIA Esports,843,0.01686,0.5985220874033496,493,350
stage_3,3,3,MOUZ,FUT Esports,969,0.01938,0.6426169598720315,603,366
stage_3,3,3,MOUZ,FlyQuest,292,0.00584,0.7315008887055637,212,80
stage_3,3,3,MOUZ,G2 Esports,1252,0.02504,0.5918158767447191,750,502
stage_3,3,3,MOUZ,Gaimin Gladiators,82,0.00164,0.7841384697051951,64,18
stage_3,3,3,MOUZ,GamerLegion,746,0.01492,0.6325911739474247,471,275
stage_3,3,3,MOUZ,Heroic,305,0.0061,0.722167822586357,227,78
stage_3,3,3,MOUZ,Legacy,1147,0.02294,0.6208084438696028,729,418
stage_3,3,3,MOUZ,Lynn Vision Gaming,122,0.00244,0.7611579422703441,90,32
stage_3,3,3,MOUZ,M80,230,0.0046,0.7686033139214586,172,58
stage_3,3,3,MOUZ,MIBR,337,0.00674,0.7383499012842722,239,98
stage_3,3,3,MOUZ,Monte,694,0.01388,0.7119127799001077,498,196
stage_3,3,3,MOUZ,NRG Esports,53,0.00106,0.8013223396813546,43,10
stage_3,3,3,MOUZ,Natus Vincere,640,0.0128,0.4153833597580347,264,376
stage_3,3,3,MOUZ,PARIVISION,638,0.01276,0.6979062990768676,449,189
stage_3,3,3,MOUZ,Sharks Esports,136,0.00272,0.739419329182843,95,41
stage_3,3,3,MOUZ,Sinners Esports,450,0.009,0.6890231981044252,300,150
stage_3,3,3,MOUZ,THUNDERdOWNUNDER,36,0.00072,0.7477198484527879,23,13
stage_3,3,3,MOUZ,TYLOO,195,0.0039,0.756930691454831,141,54
stage_3,3,3,MOUZ,Team Falcons,519,0.01038,0.4669265990086632,255,264
stage_3,3,3,MOUZ,Team Liquid,180,0.0036,0.7387491783640484,124,56
stage_3,3,3,MOUZ,Team Spirit,2035,0.0407,0.36543171234851307,735,1300
stage_3,3,3,MOUZ,Team Vitality,818,0.01636,0.3097670463373507,273,545
stage_3,3,3,MOUZ,The Mongolz,524,0.01048,0.5914234553371155,333,191
stage_3,3,3,MOUZ,paiN Gaming,741,0.01482,0.7385076014262104,544,197
stage_3,3,3,Monte,9z Team,309,0.00618,0.5148373426261286,152,157
stage_3,3,3,Monte,Astralis,424,0.00848,0.41169543400688385,172,252
stage_3,3,3,Monte,Aurora Gaming,558,0.01116,0.3704668235996834,196,362
stage_3,3,3,Monte,B8 Esports,246,0.00492,0.44922724016062177,94,152
stage_3,3,3,Monte,BIG,279,0.00558,0.3701772919272846,110,169
stage_3,3,3,Monte,BetBoom Team,359,0.00718,0.3267695852791147,121,238
stage_3,3,3,Monte,FURIA Esports,502,0.01004,0.36831633250308227,172,330
stage_3,3,3,Monte,FUT Esports,409,0.00818,0.43452386937293075,179,230
stage_3,3,3,Monte,FlyQuest,166,0.00332,0.5089288102814767,90,76
stage_3,3,3,Monte,G2 Esports,478,0.00956,0.3902162206150805,165,313
stage_3,3,3,Monte,Gaimin Gladiators,47,0.00094,0.6306522903543078,32,15
stage_3,3,3,Monte,GamerLegion,316,0.00632,0.41716149175215167,130,186
stage_3,3,3,Monte,Heroic,173,0.00346,0.5470994205358253,92,81
stage_3,3,3,Monte,Legacy,443,0.00886,0.42070226522433646,191,252
stage_3,3,3,Monte,Lynn Vision Gaming,68,0.00136,0.566654012905127,28,40
stage_3,3,3,Monte,M80,146,0.00292,0.5504619309651536,70,76
stage_3,3,3,Monte,MIBR,204,0.00408,0.5379494468292748,106,98
stage_3,3,3,Monte,MOUZ,479,0.00958,0.2884546084204734,133,346
stage_3,3,3,Monte,NRG Esports,40,0.0008,0.6522059269535878,28,12
stage_3,3,3,Monte,Natus Vincere,367,0.00734,0.32644635359749025,114,253
stage_3,3,3,Monte,PARIVISION,567,0.01134,0.4344518049862301,248,319
stage_3,3,3,Monte,Sharks Esports,96,0.00192,0.584549537650088,58,38
stage_3,3,3,Monte,Sinners Esports,230,0.0046,0.4213713401704409,92,138
stage_3,3,3,Monte,THUNDERdOWNUNDER,25,0.0005,0.6981045069886003,19,6
stage_3,3,3,Monte,TYLOO,121,0.00242,0.5721489740702599,68,53
stage_3,3,3,Monte,Team Falcons,434,0.00868,0.36908310261996297,152,282
stage_3,3,3,Monte,Team Liquid,104,0.00208,0.5934862419603179,61,43
stage_3,3,3,Monte,Team Spirit,403,0.00806,0.2289568248834536,86,317
stage_3,3,3,Monte,Team Vitality,325,0.0065,0.27086062070592815,95,230
stage_3,3,3,Monte,The Mongolz,469,0.00938,0.3582656498313181,177,292
stage_3,3,3,Monte,paiN Gaming,388,0.00776,0.47457165376074234,185,203
stage_3,3,3,NRG Esports,9z Team,33,0.00066,0.3572948818095325,19,14
stage_3,3,3,NRG Esports,Astralis,42,0.00084,0.26535486991939716,10,32
stage_3,3,3,NRG Esports,Aurora Gaming,46,0.00092,0.23370567864227132,12,34
stage_3,3,3,NRG Esports,B8 Esports,22,0.00044,0.32145623783611094,6,16
stage_3,3,3,NRG Esports,BIG,26,0.00052,0.2142021495576709,8,18
stage_3,3,3,NRG Esports,BetBoom Team,24,0.00048,0.1925450909704793,3,21
stage_3,3,3,NRG Esports,FURIA Esports,37,0.00074,0.2072676055892412,5,32
stage_3,3,3,NRG Esports,FUT Esports,27,0.00054,0.24655866017905978,8,19
stage_3,3,3,NRG Esports,FlyQuest,6,0.00012,0.3403674107585994,1,5
stage_3,3,3,NRG Esports,G2 Esports,47,0.00094,0.23683078617427408,12,35
stage_3,3,3,NRG Esports,Gaimin Gladiators,3,6e-05,0.4773849450742145,1,2
stage_3,3,3,NRG Esports,GamerLegion,21,0.00042,0.22740699228251215,8,13
stage_3,3,3,NRG Esports,Heroic,18,0.00036,0.38503428818724694,5,13
stage_3,3,3,NRG Esports,Legacy,45,0.0009,0.2054777379058121,8,37
stage_3,3,3,NRG Esports,Lynn Vision Gaming,4,8e-05,0.4193614630572646,2,2
stage_3,3,3,NRG Esports,M80,27,0.00054,0.3615138043334284,11,16
stage_3,3,3,NRG Esports,MIBR,20,0.0004,0.3023161681727349,10,10
stage_3,3,3,NRG Esports,MOUZ,35,0.0007,0.18750707021200094,4,31
stage_3,3,3,NRG Esports,Monte,29,0.00058,0.3636375217510839,7,22
stage_3,3,3,NRG Esports,Natus Vincere,33,0.00066,0.16065176659992025,1,32
stage_3,3,3,NRG Esports,PARIVISION,47,0.00094,0.2451969768602936,16,31
stage_3,3,3,NRG Esports,Sharks Esports,7,0.00014,0.45744174181023123,1,6
stage_3,3,3,NRG Esports,Sinners Esports,22,0.00044,0.3372018724815691,12,10
stage_3,3,3,NRG Esports,THUNDERdOWNUNDER,4,8e-05,0.614527829889834,3,1
stage_3,3,3,NRG Esports,TYLOO,10,0.0002,0.3853281429366525,4,6
stage_3,3,3,NRG Esports,Team Falcons,34,0.00068,0.2158720813799171,6,28
stage_3,3,3,NRG Esports,Team Liquid,7,0.00014,0.388784310549405,4,3
stage_3,3,3,NRG Esports,Team Spirit,31,0.00062,0.15679839371451412,5,26
stage_3,3,3,NRG Esports,Team Vitality,25,0.0005,0.1677989367532428,8,17
stage_3,3,3,NRG Esports,The Mongolz,41,0.00082,0.19740388208156695,9,32
stage_3,3,3,NRG Esports,paiN Gaming,44,0.00088,0.31919442342793647,17,27
stage_3,3,3,Natus Vincere,9z Team,850,0.017,0.7368111637057868,644,206
stage_3,3,3,Natus Vincere,Astralis,1210,0.0242,0.7211243335279258,841,369
stage_3,3,3,Natus Vincere,Aurora Gaming,2832,0.05664,0.6461225139121805,1795,1037
stage_3,3,3,Natus Vincere,B8 Esports,686,0.01372,0.6498830710312413,437,249
stage_3,3,3,Natus Vincere,BIG,910,0.0182,0.6995327367485239,626,284
stage_3,3,3,Natus Vincere,BetBoom Team,1190,0.0238,0.5953889076596587,718,472
stage_3,3,3,Natus Vincere,FURIA Esports,3578,0.07156,0.6541053902080886,2341,1237
stage_3,3,3,Natus Vincere,FUT Esports,1164,0.02328,0.6831485819099182,809,355
stage_3,3,3,Natus Vincere,FlyQuest,393,0.00786,0.7388136081377736,301,92
stage_3,3,3,Natus Vincere,G2 Esports,1314,0.02628,0.6465553174183492,811,503
stage_3,3,3,Natus Vincere,Gaimin Gladiators,105,0.0021,0.7879463367470655,80,25
stage_3,3,3,Natus Vincere,GamerLegion,821,0.01642,0.6952875940597457,557,264
stage_3,3,3,Natus Vincere,Heroic,450,0.009,0.7235252440240509,339,111
stage_3,3,3,Natus Vincere,Legacy,1394,0.02788,0.6242960722623978,884,510
stage_3,3,3,Natus Vincere,Lynn Vision Gaming,177,0.00354,0.7491231733460522,129,48
stage_3,3,3,Natus Vincere,M80,343,0.00686,0.7534564961970989,261,82
stage_3,3,3,Natus Vincere,MIBR,478,0.00956,0.7054412991515355,345,133
stage_3,3,3,Natus Vincere,MOUZ,3895,0.0779,0.5946835982871362,2291,1604
stage_3,3,3,Natus Vincere,Monte,873,0.01746,0.6866900017475851,608,265
stage_3,3,3,Natus Vincere,NRG Esports,77,0.00154,0.8115835082105259,64,13
stage_3,3,3,Natus Vincere,PARIVISION,2184,0.04368,0.6749724005696122,1458,726
stage_3,3,3,Natus Vincere,Sharks Esports,177,0.00354,0.7516079932650082,133,44
stage_3,3,3,Natus Vincere,Sinners Esports,598,0.01196,0.7232808247958674,441,157
stage_3,3,3,Natus Vincere,THUNDERdOWNUNDER,52,0.00104,0.7605522268568725,40,12
stage_3,3,3,Natus Vincere,TYLOO,238,0.00476,0.7570626363607781,181,57
stage_3,3,3,Natus Vincere,Team Falcons,2579,0.05158,0.5018598505493441,1280,1299
stage_3,3,3,Natus Vincere,Team Liquid,222,0.00444,0.7390148293881887,165,57
stage_3,3,3,Natus Vincere,Team Spirit,1807,0.03614,0.40798919835489356,764,1043
stage_3,3,3,Natus Vincere,Team Vitality,1145,0.0229,0.3348445976421093,389,756
stage_3,3,3,Natus Vincere,The Mongolz,2297,0.04594,0.6440101051067322,1469,828
stage_3,3,3,Natus Vincere,paiN Gaming,916,0.01832,0.7425881322449122,674,242
stage_3,3,3,PARIVISION,9z Team,812,0.01624,0.573871316964479,459,353
stage_3,3,3,PARIVISION,Astralis,1207,0.02414,0.437181460752499,502,705
stage_3,3,3,PARIVISION,Aurora Gaming,2776,0.05552,0.4465563230667175,1209,1567
stage_3,3,3,PARIVISION,B8 Esports,668,0.01336,0.5344074002598042,357,311
stage_3,3,3,PARIVISION,BIG,818,0.01636,0.4344827936572572,354,464
stage_3,3,3,PARIVISION,BetBoom Team,994,0.01988,0.4195617792303655,425,569
stage_3,3,3,PARIVISION,FURIA Esports,2756,0.05512,0.423564681664309,1187,1569
stage_3,3,3,PARIVISION,FUT Esports,1204,0.02408,0.4580446655555634,554,650
stage_3,3,3,PARIVISION,FlyQuest,363,0.00726,0.5759300667570346,224,139
stage_3,3,3,PARIVISION,G2 Esports,1432,0.02864,0.4557719739961692,641,791
stage_3,3,3,PARIVISION,Gaimin Gladiators,100,0.002,0.6764860114906133,65,35
stage_3,3,3,PARIVISION,GamerLegion,928,0.01856,0.4501639278927172,392,536
stage_3,3,3,PARIVISION,Heroic,452,0.00904,0.5642704248841294,248,204
stage_3,3,3,PARIVISION,Legacy,1264,0.02528,0.4578603149339046,570,694
stage_3,3,3,PARIVISION,Lynn Vision Gaming,188,0.00376,0.6658552842266797,126,62
stage_3,3,3,PARIVISION,M80,364,0.00728,0.6238121644649909,214,150
stage_3,3,3,PARIVISION,MIBR,473,0.00946,0.5975036567598173,287,186
stage_3,3,3,PARIVISION,MOUZ,2566,0.05132,0.31287633179428875,815,1751
stage_3,3,3,PARIVISION,Monte,931,0.01862,0.5666534011340871,540,391
stage_3,3,3,PARIVISION,NRG Esports,71,0.00142,0.7656089828247091,50,21
stage_3,3,3,PARIVISION,Natus Vincere,738,0.01476,0.30124162353422734,208,530
stage_3,3,3,PARIVISION,Sharks Esports,207,0.00414,0.6388516597184313,136,71
stage_3,3,3,PARIVISION,Sinners Esports,604,0.01208,0.5562189942294454,333,271
stage_3,3,3,PARIVISION,THUNDERdOWNUNDER,44,0.00088,0.7144770613508041,31,13
stage_3,3,3,PARIVISION,TYLOO,262,0.00524,0.6357463942927019,178,84
stage_3,3,3,PARIVISION,Team Falcons,787,0.01574,0.32483981455974115,227,560
stage_3,3,3,PARIVISION,Team Liquid,271,0.00542,0.6664672092161729,175,96
stage_3,3,3,PARIVISION,Team Spirit,1725,0.0345,0.21715728478501078,377,1348
stage_3,3,3,PARIVISION,Team Vitality,718,0.01436,0.21871841654568167,163,555
stage_3,3,3,PARIVISION,The Mongolz,878,0.01756,0.39561158131632185,323,555
stage_3,3,3,PARIVISION,paiN Gaming,983,0.01966,0.6081496048557938,590,393
stage_3,3,3,Sharks Esports,9z Team,79,0.00158,0.40261481581704367,33,46
stage_3,3,3,Sharks Esports,Astralis,98,0.00196,0.3551854767430974,38,60
stage_3,3,3,Sharks Esports,Aurora Gaming,108,0.00216,0.342104303297934,28,80
stage_3,3,3,Sharks Esports,B8 Esports,49,0.00098,0.3920063075682435,20,29
stage_3,3,3,Sharks Esports,BIG,64,0.00128,0.34232948637836036,26,38
stage_3,3,3,Sharks Esports,BetBoom Team,60,0.0012,0.30248973859648537,16,44
stage_3,3,3,Sharks Esports,FURIA Esports,95,0.0019,0.32890163325838423,31,64
stage_3,3,3,Sharks Esports,FUT Esports,73,0.00146,0.3198115935287548,21,52
stage_3,3,3,Sharks Esports,FlyQuest,28,0.00056,0.3935560235360768,14,14
stage_3,3,3,Sharks Esports,G2 Esports,93,0.00186,0.3550425795209121,33,60
stage_3,3,3,Sharks Esports,Gaimin Gladiators,14,0.00028,0.5195841768237377,6,8
stage_3,3,3,Sharks Esports,GamerLegion,52,0.00104,0.3423523601844106,16,36
stage_3,3,3,Sharks Esports,Heroic,29,0.00058,0.41515146460861696,8,21
stage_3,3,3,Sharks Esports,Legacy,103,0.00206,0.320242160410329,30,73
stage_3,3,3,Sharks Esports,Lynn Vision Gaming,15,0.0003,0.4868561254638406,8,7
stage_3,3,3,Sharks Esports,M80,31,0.00062,0.3954967286278041,16,15
stage_3,3,3,Sharks Esports,MIBR,35,0.0007,0.4253108109424313,15,20
stage_3,3,3,Sharks Esports,MOUZ,85,0.0017,0.26578741127902816,26,59
stage_3,3,3,Sharks Esports,Monte,63,0.00126,0.40273900797539935,23,40
stage_3,3,3,Sharks Esports,NRG Esports,9,0.00018,0.5331866274966861,5,4
stage_3,3,3,Sharks Esports,Natus Vincere,86,0.00172,0.26139680293819256,26,60
stage_3,3,3,Sharks Esports,PARIVISION,134,0.00268,0.37209403862228846,51,83
stage_3,3,3,Sharks Esports,Sinners Esports,67,0.00134,0.4004226788516074,31,36
stage_3,3,3,Sharks Esports,THUNDERdOWNUNDER,2,4e-05,0.6742290481950063,2,0
stage_3,3,3,Sharks Esports,TYLOO,16,0.00032,0.45530704135985955,8,8
stage_3,3,3,Sharks Esports,Team Falcons,82,0.00164,0.30776245042932443,18,64
stage_3,3,3,Sharks Esports,Team Liquid,14,0.00028,0.4772041309805267,8,6
stage_3,3,3,Sharks Esports,Team Spirit,77,0.00154,0.1901906408226267,8,69
stage_3,3,3,Sharks Esports,Team Vitality,59,0.00118,0.24940166603299674,12,47
stage_3,3,3,Sharks Esports,The Mongolz,105,0.0021,0.29728084322144055,24,81
stage_3,3,3,Sharks Esports,paiN Gaming,85,0.0017,0.40761938704463646,32,53
stage_3,3,3,Sinners Esports,9z Team,207,0.00414,0.5688624807850966,119,88
stage_3,3,3,Sinners Esports,Astralis,281,0.00562,0.4163174334400811,124,157
stage_3,3,3,Sinners Esports,Aurora Gaming,386,0.00772,0.3906158208998564,164,222
stage_3,3,3,Sinners Esports,B8 Esports,140,0.0028,0.48495040914998955,74,66
stage_3,3,3,Sinners Esports,BIG,192,0.00384,0.4164441593747107,77,115
stage_3,3,3,Sinners Esports,BetBoom Team,189,0.00378,0.3728984851811559,69,120
stage_3,3,3,Sinners Esports,FURIA Esports,349,0.00698,0.3876013549887265,131,218
stage_3,3,3,Sinners Esports,FUT Esports,239,0.00478,0.47350498912765704,115,124
stage_3,3,3,Sinners Esports,FlyQuest,109,0.00218,0.550470097739024,68,41
stage_3,3,3,Sinners Esports,G2 Esports,290,0.0058,0.4030308339232054,108,182
stage_3,3,3,Sinners Esports,Gaimin Gladiators,33,0.00066,0.6563675746507784,24,9
stage_3,3,3,Sinners Esports,GamerLegion,198,0.00396,0.4224803138341385,87,111
stage_3,3,3,Sinners Esports,Heroic,95,0.0019,0.5783852456642801,42,53
stage_3,3,3,Sinners Esports,Legacy,300,0.006,0.4543457472908028,138,162
stage_3,3,3,Sinners Esports,Lynn Vision Gaming,60,0.0012,0.6276924844902173,34,26
stage_3,3,3,Sinners Esports,M80,80,0.0016,0.5724212315654074,46,34
stage_3,3,3,Sinners Esports,MIBR,115,0.0023,0.5911467297021991,66,49
stage_3,3,3,Sinners Esports,MOUZ,305,0.0061,0.3119174094307888,98,207
stage_3,3,3,Sinners Esports,Monte,236,0.00472,0.5761225469364445,134,102
stage_3,3,3,Sinners Esports,NRG Esports,30,0.0006,0.6831495979052885,23,7
stage_3,3,3,Sinners Esports,Natus Vincere,262,0.00524,0.28929944379721134,78,184
stage_3,3,3,Sinners Esports,PARIVISION,351,0.00702,0.4565651734740623,171,180
stage_3,3,3,Sinners Esports,Sharks Esports,64,0.00128,0.5845003477976121,45,19
stage_3,3,3,Sinners Esports,THUNDERdOWNUNDER,16,0.00032,0.6924535841207836,11,5
stage_3,3,3,Sinners Esports,TYLOO,70,0.0014,0.6014156106121049,39,31
stage_3,3,3,Sinners Esports,Team Falcons,286,0.00572,0.3676150534025803,106,180
stage_3,3,3,Sinners Esports,Team Liquid,53,0.00106,0.6387982859911747,38,15
stage_3,3,3,Sinners Esports,Team Spirit,304,0.00608,0.23881385025844076,83,221
stage_3,3,3,Sinners Esports,Team Vitality,225,0.0045,0.24246180721889077,53,172
stage_3,3,3,Sinners Esports,The Mongolz,278,0.00556,0.37517849600095354,115,163
stage_3,3,3,Sinners Esports,paiN Gaming,274,0.00548,0.5440914655441077,143,131
stage_3,3,3,THUNDERdOWNUNDER,9z Team,20,0.0004,0.28262307678023435,4,16
stage_3,3,3,THUNDERdOWNUNDER,Astralis,29,0.00058,0.2748634937085016,9,20
stage_3,3,3,THUNDERdOWNUNDER,Aurora Gaming,28,0.00056,0.29040590868639465,9,19
stage_3,3,3,THUNDERdOWNUNDER,B8 Esports,11,0.00022,0.27765388073225455,1,10
stage_3,3,3,THUNDERdOWNUNDER,BIG,15,0.0003,0.30358226670105,3,12
stage_3,3,3,THUNDERdOWNUNDER,BetBoom Team,18,0.00036,0.2880391355125742,3,15
stage_3,3,3,THUNDERdOWNUNDER,FURIA Esports,21,0.00042,0.2883157651607789,6,15
stage_3,3,3,THUNDERdOWNUNDER,FUT Esports,21,0.00042,0.2774939145590113,8,13
stage_3,3,3,THUNDERdOWNUNDER,FlyQuest,11,0.00022,0.32649311878280257,5,6
stage_3,3,3,THUNDERdOWNUNDER,G2 Esports,29,0.00058,0.2706964279275495,8,21
stage_3,3,3,THUNDERdOWNUNDER,Gaimin Gladiators,4,8e-05,0.3861581264106675,0,4
stage_3,3,3,THUNDERdOWNUNDER,GamerLegion,22,0.00044,0.2949733440608795,7,15
stage_3,3,3,THUNDERdOWNUNDER,Heroic,7,0.00014,0.2832275080237279,2,5
stage_3,3,3,THUNDERdOWNUNDER,Legacy,26,0.00052,0.3009135708432781,9,17
stage_3,3,3,THUNDERdOWNUNDER,Lynn Vision Gaming,6,0.00012,0.33075960657469794,2,4
stage_3,3,3,THUNDERdOWNUNDER,M80,10,0.0002,0.2845141640817886,4,6
