state_type,match_id,deployment_history_status,eligible_for_state,consumed_by_state,eligibility_reason
map,4694881,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4694882,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4694883,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4695080,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4695081,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4695083,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4695084,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4695087,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4723689,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4723690,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4723910,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4723911,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4723912,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4723913,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4723914,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4723915,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4724125,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4758189,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4758190,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4758191,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4758192,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4758193,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4758194,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4779672,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4784808,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4784809,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4784810,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4809614,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4810096,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4810793,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4810794,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4810795,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4810796,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4835373,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4835374,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4835375,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4835376,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4836899,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4855476,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4860065,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4875478,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4882087,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4882088,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4899255,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4939280,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4939281,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4940519,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4940521,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4941820,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4941821,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4943310,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4943312,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4948828,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4949144,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4949146,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4966775,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4968725,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4968727,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4971452,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4971453,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4971480,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4978660,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4978661,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4988843,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4996780,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4996781,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,4998157,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5014614,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5019360,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5025358,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5025359,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5039904,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5039905,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5047220,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5047221,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5080984,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5080985,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5080986,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5080988,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5080989,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5080990,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5080991,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5082459,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5106309,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5112389,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5140606,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5166826,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5166827,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5166828,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5167053,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5167054,included,False,False,"no surviving map_base.parquet rows for this match_id (Phase 2 map-level rejection - structural, independent of team identity)"
map,5167055,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5167056,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5167057,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5267063,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5267064,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5267223,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5267224,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5267225,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5267226,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5295965,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5295966,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5295967,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5295968,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5295969,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5295970,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5295971,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5295972,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5297025,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5297026,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5297027,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5297028,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5321153,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5321154,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5321155,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5321156,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5321157,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5321158,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5341924,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5341925,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5341926,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5344670,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5344790,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5359644,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5361524,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5361525,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5361526,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5361527,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5379732,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5382945,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5382946,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5423465,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5423466,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5424395,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5424396,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5427388,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5427389,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5428253,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5428254,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5439104,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5440005,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5440006,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5442305,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5442306,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5442307,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5452092,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5454241,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5457835,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5457836,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5461973,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5462194,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5462195,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5462196,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5462197,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5462198,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5462199,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5462200,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5462201,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5496051,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5498371,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5502736,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5513453,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5513454,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5560860,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5560861,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5563915,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5563916,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5572641,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5574452,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5583021,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5585218,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5594624,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5606394,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5614391,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5618633,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5633204,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5642568,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5661858,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5662794,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5677078,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5677079,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5677080,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5677081,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5677082,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5677083,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5677084,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5677085,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5678915,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5678916,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5678917,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5678918,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5678919,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5678920,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5678921,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5678922,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5684936,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5684981,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5684982,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5684983,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5685029,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5685030,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5692350,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5692351,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5692352,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5699555,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5699556,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5699557,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5699558,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5699559,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5699560,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5709426,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5711839,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5711840,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5711841,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5711842,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5711843,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5711844,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5711845,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5711846,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5713292,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5713293,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5713294,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5713295,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5713296,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5713297,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5713298,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5713299,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5717460,included,True,True,at least one side identity-eligible (own map history updated); map ELO not updated for the ineligible side (needs both)
map,5718842,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5718843,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5718844,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5718845,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5718846,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5718847,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5722850,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5724509,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5725244,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5725245,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5725246,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5731269,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5731270,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5731271,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5731273,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5731274,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5731275,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5731276,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5741637,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5743098,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5743099,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5743100,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5743101,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5743102,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5743103,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5743104,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5743105,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5744435,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5744436,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5744437,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5744438,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5751087,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5751088,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5751128,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5751129,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5751130,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5751131,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5757368,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5757369,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5757370,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5762768,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5763118,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5763119,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5763120,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5763121,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5771030,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5771598,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5777137,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5783570,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5790721,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5796076,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5796473,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5842295,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5842335,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5842337,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5849508,included,False,False,"no surviving map_base.parquet rows for this match_id (Phase 2 map-level rejection - structural, independent of team identity)"
map,5898417,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5898418,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5899425,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5899426,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5900141,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5900902,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5900903,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5901567,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5903743,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5903744,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5903745,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5903746,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5904850,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5905288,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5905770,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5905771,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5906878,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5925478,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5925541,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5925542,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5925543,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5925544,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5925545,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5925546,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5925547,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5925548,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5925549,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5925550,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5925552,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5925553,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5925554,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5925555,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5946902,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,5957749,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6019352,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6019782,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6019783,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6019784,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6019785,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6019786,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6019787,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6019788,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6019789,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6020630,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6021205,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6029637,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6029638,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6029639,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6029740,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6029741,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6029742,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6029743,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6029744,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6055724,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6055818,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6059495,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6059496,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6059497,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6059579,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6059580,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6059581,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6059582,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6059583,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6085805,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6085809,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6086242,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6086243,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6087636,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6087637,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6088851,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6088852,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6089300,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6089301,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6089302,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6089303,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6089722,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6091114,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6091290,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6091292,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6091819,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6091998,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6093749,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6100425,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6100982,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6101791,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6102259,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6102336,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6102910,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6112719,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6113540,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6113972,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6114038,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6120648,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6120649,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6120700,included,False,False,"no surviving map_base.parquet rows for this match_id (Phase 2 map-level rejection - structural, independent of team identity)"
map,6120701,included,True,True,at least one side identity-eligible (own map history updated); map ELO not updated for the ineligible side (needs both)
map,6121896,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6139933,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6139983,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6146355,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6148224,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6153365,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6153846,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6153847,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6154302,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6155009,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6155011,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6155012,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6155013,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6155014,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6155132,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6155134,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6156556,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6156559,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6157398,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6157399,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6164918,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6165008,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6166073,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6176200,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6176201,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6176202,included,True,True,both sides identity-eligible: full map-history + map-ELO update
map,6176203,included,True,True,both sides identity-eligible: full map-history + map-ELO update
