player_id,player_name
143,"REZ (Fredrik Sterner), SE"
158,"Calyx (Buğra Arkın), TR"
25,"valde (Valdemar Bjørn Vangså), DK"
1446,"kwezz (Oliver Rasmussen), DK"
2109,"cptkurtka023 (Arsenly Derevinskly), UA"
145,"oskar (Tomáš Šťastný), CZ"
150,"Snappi (Marco Pfeiffer), DK"
2776,"xfl0ud (Yasin Koç), TR"
4393,"dgt (Franco Manuel Garcia Cabrera), UY"
3836,"Cryptic (Matthew Whitmore), US"
3,"coldzera (Marcelo David), BR"
1533,"deco (Marcos Amato), AR"
99,"AZR (Aaron Ward), AU"
5298,"Kvem (Vladislav Korol), UA"
565,"dobu (Gan-Erdene Batbold), MN"
1008,"Lack1 (Viktor Boldyrev), KZ"
1,
2934,"w0nderful (Igor Zhdanov), UA"
983,"skullz (Felipe Medeiros), BR"
2726,"siuhy (Kamil Szkaradek), PL"
495,"blameF (Benjamin Bremer), DK"
901,"chelleos (Michael Hawkins), NZ"
1394,
3096,"awzek (Michalis  Napoloni), GR"
7328,"jocab ( Jacob Nerheden), SE"
3241,"kraghen (Tobias  Kragh Jensen), DK"
3202,"kRaSnaL (Szymon Mrozek), PL"
3464,
1954,"Patsi (Robert Isyanov), RU"
3201,"maaryy (Martin Nakonieczny), PL"
575,
5203,
3938,"MOREE (Mori Mizrahi), IL"
256,"Zilkenberg (Temuulen Battulga), MN"
6836,
1151,
3212,"Doru (Johnathan Fox), ZA"
2790,"kade0 (Aydos Khairzhan), KZ"
2055,"klipp (Grant  Hadiputra), ID"
271,"tucks (Tyler Reilly), AU"
3054,"viridian (Eddie  Azzi), AU"
160,"captainMo (Ke Liu), CN"
3521,
314,"hampus (Hampus Poser), SE"
1093,
26179,
26738,
60,
5434,
712,
3233,
1095,
1173,
7582,
7878,
604,
2517,"snav (Wyatt Phillippi), US"
1719,"cxzi (Danny Strzelczyk), US"
3446,"yepz (Yan Pedretti), BR"
801,
1696,
2381,
617,
2244,
164,
1224,"Jackinho (Jack Ström Mattsson), SE"
1510,
2213,"ckzao (Cristopher  Chalus), BR"
1744,
3746,
4048,"MATYS (Matúš Šimko), SK"
147,
4435,"Kamion (Jurus Zsolt), HU"
1353,"SENER1 (Sener Mahmuti), AL"
1778,
7028,
5310,"Sdaim (Daniil  Tupov), UA"
696,
3121,"xertioN (Dorian Berman), IL"
1203,"isak (Isak Fahlén), SE"
3445,"Kye (Kayke Bertolucci), BR"
1949,"pz (Jordan  White), AU"
3395,"tN1R (Andrey Tatarinovich), BY"
12,"dupreeh (Peter Rasmussen), DK"
4808,"sAvana1 (Lukáš Lintner), SK"
2538,"Maze (Mikkel Sparvath), DK"
4552,"Ersin (Ersin Chiriac), RO"
579,"Jerry (Andrey Mekhryakov), RU"
1004,
1069,"asap (Tyson Paterson), AU"
887,
159,
8018,
570,
177,
1868,
26215,zdr
212,
626,"arT (Andrei Piovezan), BR"
1743,"drg (Rodrigo Ausenka), BR"
641,"acoR (Frederik  Gyldstrand), DK"
3904,
2633,
6664,
2716,
3785,"Altekz (Alexander Givskov), DK"
932,
5275,
2844,
5137,
629,"DeStiNy (Lucas Bullo), BR"
4036,
4986,"msN (Norbert  Török), HU"
2799,"headtr1ck (Daniil  Valitov), UA"
315,"Brollan (Ludvig Brolin), SE"
1544,"BOROS (Mohammad Malhas), JO"
2798,
1044,"djay (Jonathan Dallal), CA"
123,
3513,
3022,
3337,
2848,
1436,
6735,
2449,
2044,
6696,
274,"advent (Zhuo Liang), CN"
1039,
1745,"remix (Victor Monteiro), BR"
1273,
5140,"fury5k ( Davaasuren  Ganbaatar), MN"
1227,"Peppzor (Peppe Borak), SE"
837,
8054,
963,
3045,
311,
731,
1334,
603,
1679,
2895,"mhN1 (Mihnea  Gheață), RO"
5500,
1891,
2537,
217,
1952,
568,
53,
5198,
1626,
310,
699,
291,
5157,
3637,"Banjo (Matias  Kivistö), FI"
704,"frozen (David Čerňanský), SK"
487,
457,"Boombl4 (Kirill  Mikhailov), RU"
789,
1962,"shalfey (Alexandr  Marenov), RU"
1802,
2774,
142,
1156,"lan (Liu Qi), CN"
1018,"Bwills (Brendan Williams), US"
739,"roeJ (Fredrik Jørgensen), DK"
105,
2765,
965,
5875,"tomaszin (Tomas  Corna), AR"
8055,
6336,
1343,
5007,
4481,
2907,
26926,
507,"k1to (Nils Gruhne), DE"
7241,
5309,
28329,
6693,
1380,
2053,
26323,Noruyp
194,"AmaNEk (François Delaunay), FR"
3228,"DGL (Brajan Lemecha), PL"
532,
467,
3522,
8136,
1354,
39,
200,
27860,
5050,
2851,
27834,
6142,
964,
580,
27496,
26468,
28505,
7257,"def1zer (Sanzhar Talgat), KZ"
3283,"MagnumZ (Telmen Khurelkhuu), MN"
26487,Trash
4574,
1403,
26789,
392,
36,
6652,
28184,
1098,
2671,
5165,
27047,
1942,
27784,
2875,
176,
195,"devoduvek (David Dobrosavljevic), FR"
3533,"Ryu (Gytis Glušauskas), LT"
7442,
5130,
2908,
515,
187,"SIXER (Christophe Xia), FR"
1676,
3329,
4922,
694,
6171,
26193,
5241,
6251,
1459,"REDSTAR  (Hristiyan Pironkov), BG"
958,
8309,
3069,
4855,
3476,
5784,
4895,"duggyversus (Emre  Oktay), TR"
1671,"ZEDKO (Jindřich Chyba), CZ"
5300,
2536,
1473,
6729,
7527,"tex1y, RU"
5948,
2834,
612,"Perfecto (Ilya Zalutskiy), RU"
7520,
5420,
5794,"yungher (Giovanna Yungh), BR"
2975,
1328,
1540,
5124,
1465,
1701,
538,
880,
2190,
58,
3292,
6059,
2945,"f6tal (Svetlana  Shidlovskaia), RU"
6132,
2638,"CYPHER (Cai  Watson), GB"
8226,misfit
130,
4466,
2814,
4010,"Neityu, FR"
697,
3199,
3298,
4830,"Vert (Georgiy Kinzyagulov), RU"
613,
4705,"L00m1 (Lucas Haukland), SE"
3857,
2874,
1439,
2787,
1351,
862,
4381,
5114,
26537,
2613,
7059,
6576,
1680,
2894,
25616,
927,
406,"Surreal (Kia Man), GB"
263,
3334,"X5G7V (Daniil Maryshev), RU"
640,
2840,"manguss (Robert Kasper), CZ"
2006,"PerX (Paul von Erdmannsdorff), DE"
1620,"rekonz (Daniel Mort), AU"
2991,"s0und (Alexandru  Ștefan), RO"
1594,
42,
1662,"sausol (Pere Solsona Saumell), ES"
1101,
2104,
2995,"kyuubii (Can Kamber), DE"
466,"morelz (Piotr Taterka), PL"
4329,
1882,"adamS (Adam Marian), RO"
936,
5591,
673,"GooseBreeder (Mounira Dobie), CA"
118,"Spiidi (Timo Richter), DE"
8251,sL1m3
499,
50,
4792,
5054,
25611,
2516,
1695,
1388,"fr0k (Ruslan Gizatov), UZ"
28535,k4zmo
28330,Aldikon
4297,"weaver, KZ"
3539,
27710,
3160,
20792,
26739,
7581,
7712,
26178,
28508,
6129,
829,
16115,
4582,
3109,"DDias (Diogo Dias), PT"
2838,
3344,
38,
3061,"SaVage (James Savage), AU"
6170,
6022,
981,"sAw (Eetu Saha), FI"
225,ruggah (Casper Due)
7784,"gr1ks, BY"
3437,"gbb (Gabriel Pereira), BR"
465,
124,"Furlan (Damian Kislowski), PL"
2725,
2823,
2163,"KaiR0N (Aleksandr Anashkin), RU"
7338,"nicks (Nicollas Poloni), BR"
5555,"ariucle (Ariunjargal  Yadam), MN"
20794,
3033,
3075,
1010,
714,
1097,
6486,
7404,
71,
7,
3441,
713,"darko (Kacper  Ściera), PL"
2291,
149,
1111,"EXPRO (Yang Heng), CN"
858,"18yM (Yuchao Liu), CN"
748,"motm (Ian Hardy), US"
5451,
171,
588,"MisteM (Gareth Ries), ZA"
1357,
165,"tiziaN (Tizian Feldbusch), DE"
3114,
2727,
121,
986,
5364,
5285,"TruNiQ (Danil Polymordvinov), RU"
1955,
2833,
4681,
3322,"SasukeQO (Nikolay Zhukov), RU"
1865,"1mpala (Stefan Ailazyan), UA"
7327,
2806,
537,
169,
566,
4679,
6731,
40,
1378,
595,
3157,"ROUX (Undrakhbayar  Zolbayar), MN"
888,
56,
2093,
3198,"tomiko (Tomasz Uroda), PL"
564,
26110,Emmsan
4236,
1406,
2158,"WANGJ (Pengyuan Wang), CN"
64,"flusha (Robin Rönnquist), SE"
2247,
1200,"eraa (Sean Knutsson), SE"
5630,"podi (Paavo  Heiskanen), FI"
3405,"alpha1337 (Danill Demin), RU"
4379,
24,
831,"tory (Victoria Kazieva), RU"
18,
4029,"Nexius (Bram Campana), BE"
516,
4431,
25669,
1166,
27129,dako
3457,"Patti (Patrick Larsen), DK"
1824,
700,
3323,
2152,
1002,
25998,mo0n
16111,relaxxie
4549,"1NVISIBLE (Danila Simagin), RU"
8274,poiii
7081,"kelieN (Vladimir Boldyrev), RU"
266,"Jame (Ali Djami), RU"
550,"ZywOo (Mathieu Herbaut), FR"
156,"XANTARES (Ismailcan Dörtkardeş), TR"
3192,"Techno (Munkhbold Sodbayar), MN"
628,"KSCERATO (Kaike Cerato), BR"
5345,"HUASOPEEK (Matías Ibañez), CL"
5774,"ultimate (Roland Tomkowiak), PL"
6146,"Moseyuh (Qianhao  Chen), CN"
25509,esenthial
709,"sjuush (Rasmus Beck), DK"
1757,"Jabbi (Jakob Nygaard), DK"
1165,"dumau (Eduardo Wolkmer), BR"
881,"malbsMd (Mario Samayoa), GT"
1871,"nqz (Lucas Soarez), BR"
3072,"Ex3rcice (Pierre  Bulinge), FR"
3526,"senzu (Munkhbold  Azbayar), MN"
8065,"Matheos, HR"
5128,
7526,
1673,
1226,
27035,flouzer
163,"electronic (Denis Sharipov), RU"
5777,
8087,
26931,
25536,
27620,
3915,
2091,"dukefissura ( Suleımen  Orazaly), KZ"
5297,"4X1s (Daniils Jaciks), LV"
2049,"afro (Aurélien Drapier), FR"
4716,
2785,"fame (Petr Bolyshev), RU"
7944,
3110,"ewjerkz (Michel  Pinto), PT"
1050,"Vexite (Declan Portelli), AU"
2732,"XotiC (Zack Elshani), US"
1507,"drop (André Abreu), BR"
2302,"Bart4k (Baatarkhuu Batbold), MN"
1687,"slaxz- (Fritz Dietrich), DE"
1270,"z4kr (Sike Zhang), CN"
32,"EliGE (Jonathan Jablonowski), US"
3274,"jeorgesnorts (Jeorge  Endicott), US"
7245,
3397,"zont1x (Myroslav Plakhotia), UA"
1575,
4600,
27861,
3517,
197,"woxic (Özgür Eker), TR"
8252,xKacpersky
103,"jks (Justin Savage), AU"
6030,"JBa (Josh Barutt), US"
3137,
7831,
1817,"reck (Ethan Serrano), US"
260,"Liazz (Jay Tregillgas), AU"
3032,"br0 (Alexander  Bro), DK"
1092,"zorte (Alexandr Zagodyrenko), RU"
4440,"matios (João Guedes), BR"
692,"broky (Helvijs Saukants), LV"
2710,
3357,"luchov (Luciano Herrera), AR"
5973,"rdnzao (Daniel Monteiro), BR"
25794,hfah
4561," lov1kus (Daniil Nikitin), RU"
4896,"Soulfly (Caner  Kesici), TR"
168,"Aerial (Jani Jussila), FI"
2837,"Dytor (Martin Handl), CZ"
3145,"notaN (Anton  Pedersen), DK"
7078,"bluewhite, RU"
2114,"Raijin (Konstantin  Trubarov), RU"
6144,
6431,
2070,
3236,
2887,
1913,"dav1d (David Tapia Maldonado), CL"
2989,"regali (Iulian Harjău), RO"
3314,Hypex
1833,"ragga (Cosmin Teodorescu), RO"
8126,"kisserek, PL"
2063,
8306,
5458,
2954,"twenty3 (Alexandra  Timonina), RU"
1586,"Shr (Jose Gil), PT"
70,
611,"iDISBALANCE (Artem Egorov), RU"
3175,"ataraXia ( Joaquin Biglieri), AR"
162,"BnTeT (Hansel Ferdinand), ID"
204,
4498,"brnz4n (Breno Poletto), BR"
1548,"Nertz (Guy Iluz), IL"
1627,"Kylar (Kacper Walukiewicz), PL"
2588,
1484,
7955,"f1redup, IN"
8088,
6082,"MarsyA (Muhammad Sulaiman), ID"
1112,"FIOURN (Qinghui Kong), CN"
1961,"gump (Maclane Cross), AU"
3423,"DD (Hui Wu), CN"
910,"void (Cooper Farrell), AU"
1977,"damyo (Damon  Portelli), AU"
3295,
488,
3230,
1460,
2827,
2166,
438,
5432,
3369,
996,"nython (Gabriel Lino), BR"
192,"Brehze (Vincent Cayonte), US"
688,"tatazin (Alef Pereira), BR"
6221,
2518,"dare (Derek Brown), US"
804,"ben1337 (Ben Smith), US"
4019,
2703,
6090,"urban0 (Lucas Urbano), BR"
1987,
202,
555,
4543,"r3salt (Evgeny Frolov), RU"
26751,
4653,"bsd (Lucas Luan), BR"
622,
1017,"FaNg (Justin Coakley), CA"
2128,
1355,"gxx- (Genc Kolgeci), AL"
2113,
483,"faveN (Josef  Baumann), DE"
6,"Snax (Janusz Pogorzelski), PL"
4080,"maxster (Max Jansson), SE"
3393,"Kind0 (Vladan Mandic), RS"
4065,
25490,ISSAA
135,
4923,
2299,
1872,
2709,"togs (Victor  Rapassi), BR"
3520,"Smash (Aleksandr Turchin), UA"
5746,
198,
5263,
1091,"TMB (Thomas Bundsbæk), DK"
3367,"joel (Joel Holmlund), SE"
277,
5236,
1083,"Rackem (Carlos Jefferys), AU"
4120,
530,
172,"Nifty (Noah Francis), US"
1365,
2579,
6736,
218,
4018,
1005,
1554,
283,
7141,
504,"Kaze (Andrew Khong), MY"
6860,"Tiger (Junbing Zhen), CN"
258,"MICHU (Michał Müller), PL"
780,
1730,
5863,"Forleks (Marvin Tran), AU"
3413,"xerolte (Munkhtogtokh Enkhbat), MN"
1052,"Roflko (James  Lytras), AU"
6043,
316,
805,
992,
3321,
1685,
500,
3490,
5462,
1342,
3194,
1666,
196,
4251,
55,
988,
528,
3068,
982,"Maden (Pavle Bošković), ME"
152,
943,
140,
5,
473,
1443,"mezii (William Merriman), GB"
2736,
3000,"cass1n (Cássio Santos), BR"
3459,"HeavyGod (Nikita Martynenko), IL"
2068,
25560,
205,
1832,
7270,
5271,
26194,
5487,
8468,
26322,Botman
6335,
8157,
6024,
5284,
28504,
8174,Pumpkin66
2263,
602,
27045,
273,
2731,
669,"GaBi (Gabriela Maldonado), BR"
1563,"drac (Etienne Salaün), FR"
2051,
2909,
3148,
5669,
1487,
1639,
2658,
924,
5785,
716,
8056,
8304,zeRRoFIX
2831,
4493,
798,
4828,"fozil (Timofey Komkov), RU"
4281,
5589,"Angelka (Angelika Kozłowska), PL"
5795,"goddess (Lara Baceiredo), BR"
6617,
2127,
4471,
1318,
646,
4604,
4383,"VLDN (Vladan Radevic), RS"
1518,"piriaz1n (Guilherme Barbosa), BR"
581,
26221,Nivera
6665,
173,
3519,
4111,
7642,
3861,
3100,
1437,
6147,
6237,
6432,
2629,
702,"MiGHTYMAX (Max Heath), GB"
3933,
3260,
3615,
1028,"Mizzy (Matt Webster), AU"
4825,"MoDo (Mădălin-Andrei Mirea), RO"
1823,
949,
2943,
8134,
5339,
8185,
27746,
26420,
1102,
8336,wetfy
28502,raiNyyy
28510,areokk
4126,
3349,"Yeneurs (Rayan  Admi), FR"
28509,
26335,
27103,
7686,
3025,
962,
26127,
3155,
973,
27683,
1119,
3844,"AhaNg (Yihang Li), CN"
2280,"HenX (Suld-Erdene Oyundelger), MN"
2260,"CLASIA (Anthony  Kearney), US"
471,"Snakes (Ryan  Amann), US"
1152,
1099,DannyG (Daniel  Giusa )
8256,
4664,
5620,
484,"stavn (Martin Lund), DK"
6740,
4824,
2470,
6424,
740,
4,
818,"horvy (João Horvath), BR"
13,
2396,
1717,
6501,
867,
4456,
3806,
3808,
1994,
2835,
2248,"la3euka (Vladimir  Shurygin), RU"
1592,
28506,
7662,"efire (Tugserdene Erdenebold), MN"
6272,
203,
886,
861,
1869,
4355,"ArroW (Luc Oehmke), DE"
3404,
5141,"Chill (Artem Mankevich), BY"
8057,
23,
7427,
1837,"krii (Kristaps Bricis), LV"
1677,
1422,
7785,"XeeDo, BY"
5138,"gokushima (Erkhan  Bagynanov), RU"
1834,"iM (Ivan Mihai), RO"
7528,"nota, RU"
1549,"flameZ (Shahar Shushan), IL"
2611,"kyxsan (Damjan  Stoilkovski), MK"
4765,"mzinho (Ayush Batbold), MN"
736,"HooXi (Rasmus Nielsen), DK"
2200,"Jimpphat (Jimi  Salo), FI"
8019,"cmtry, UA"
4565,
8073,
4026,
25889,frontales
26703,deeN
8280,cobrazera
2810,"s1n (Elias Stein), DE"
7709,"EmiliaQAQ (Junjie Tang), CN"
27048,tO0RO
3749,"Decenty (Lucas Bacelar), BR"
752,
7201,"makazze (Drin  Shaqiri), XK"
2707,"saffee (Rafael Costa), BR"
2179,"jL (Justinas Lekavicius), LT"
1455,"WOOD7 (Adriano Cerato), BR"
546,"MarKE (Edgar Maldonado), MX"
6786,"doc (Danilo Barros), BR"
893,
3847,"Minus (Marshall Sedowicz), US"
2159,"Starry (Lizhi  Ye), CN"
897,"HaZR (Jared O'Bree), AU"
2202,"HENU (Henri Ylilehto), FI"
1264,
708,"Nodios (Magnus Olsen), DK"
7080,"VILBy, RU"
3060,"Spinx (Lotan  Giladi), IL"
146,"ropz (Robin Kool), EE"
249,"bubble (Kamen Kostadinov), BG"
10,
749,"floppy (Ricky Kemery), US"
153,"niko (Nikolaj Kristensen), DK"
3760,"Buda (Nicolás Kramer), AR"
4567,"D4rtyMontana (Matthew Paplawskas), US"
2327,"laser (Eduardo Chshekin), KZ"
278,"Freeman (Winghei Cheung), HK"
4164," TjP (Tynan Purtell), AU"
1316,"phzy (Love Smidebrant), SE"
940,
26585,afufu
7292,"Silence (Leo Ingvarsson), SE"
1483,
2134,"m4tthi (Mateusz Szambelan), PL"
1333,
7140,"Triton (Kian Gibson), ZA"
3551,"enzero (Ermek Kartanbaev), KG"
7833,"pain (Kristian Isaac), LB"
3523,"shinobi (Telmen Batzorig), MN"
2739,"yourwombat (Will  Allchin), AU"
20989,
5778,
2893,
2801,
687,"land1n (Paulo Felipe), BR"
2218,"RICIOLI (Felipe Ricioli), BR"
2983,"shg (Artem Shaginyan), RU"
1830,"fleav (Levente Fodor), HU"
1800,
4261,
5827,"910 (Usukhbayar Banzragch), MN"
439,"cadiaN (Casper Møller), DK"
5312,
257,
1299,
5156,"ICY (Kaisar Faiznurov), KZ"
2856,
8191,
115,"DavCost (Vadim Vasilyev), RU"
592,
1035,
22,"k0nfig (Kristian Wienecke), DK"
2575,
3860,
4505,
1113,
567,
6183,
3271,
45,
3922,
4516,
1836,
2362,
4530,"MartinezSa (Antonio  Martinez Sánchez), ES"
209,
27487,timo
6722,"moonwalk (Bartek Mikołajczyk), PL"
4554,
28226,
26319,Bukhavez
5262,
4969,
1423,
2980,
26431,
26830,sideffect
28569,
7519,
27523,
27658,
20804,
8477,
28129,nopzy
6981,"snowiee (Guilherme Martins), PT"
4854,
6253,
26355,
5602,"josi (Josiane Izidorio), BR"
7286,
5788,"meo, RU"
4782,
3802,
2286,
8063,
5671,
4606,
5471,
2203,
4159,"guag (Angus Lloyd), AU"
5796,
664,
2944,
8059,
3775,
8337,icyvl0ne
27493,
27705,
2340,
701,"Thomas (Thomas Utting), GB"
26513,
5993,
5962,
7687,"levi (Guilherme Gustavo), BR"
489,
1570,
3062,"Jee (Dongkai Ji), CN"
4974,
3364,
990,
3736,"alexeR (Alex Lagos), CL"
3010,
5786,
1566,
1117,
1163,
5151,
816,
6433,"sunshine (Renat Kolesnikov), LV"
4322,
796,
3220,
541,
2906,"CHANKY (Bogdan  Șerban), RO"
2298,"yAmi (Yalalt Oyunbileg), MN"
27597,newt
8050,
4833,"hyped (Marcel Köhn), DE"
2892,"Majky (Lukas  Mechacek), CZ"
2847,
6346,
5664,"Kat (Katarína Vašková), SK"
4382,
825,"Bouchard (Julie Bouchard), CA"
5503,
25689,qw1nk1
3447,"n1ssim (Vinicius Pereira), BR"
8469,dziugss
4011,"Graviti (Filip Brankovic), FR"
26918,yiksrezo
7395,"aragornN (António Barbosa), PT"
28275,salazar
26753,tripex17
27356,R4DYX
275,"zhokiNg (Weijie Zhong), CN"
4385,"Linko (José Duro), PT"
7663,"veccil (Bilegsaihan Riina), MN"
6556,
26971,
5656,
3280,
178,"mir (Nikolay Bityukov), RU"
2951,"D7 (Marta  Asensio), PT"
4707,"naz (Nazareno Romero), AR"
8499,b4rtiN
879,"reversive (Roberto Themtham), AR"
2,
2143,"dangeR (Sharvesh  Saravanan), AU"
2278,
6697,"March (Marchahn Smith), ZA"
533,
25837,Texta
1690,"Versa (Reily Dundas), AU"
1033,"apocdud (Tom Henry), AU"
1332,
7266,
942,
2502,"w1 (William Almasan), BR"
2228,
921,
624,
4020,"fREQ (Leonardo Kurussu), BR"
2125,"bodito (Patrik Boda), HU"
3138,
1799,
3031,
889,
4314,"Sliimey (Kalan Lorenzo), AU"
576,"C4rlito (Mohammed Ilyas), AE"
2699,
83,
6420,"dephh (Rory Jackson), GB"
1442,
1970,
1522,
2508,
3488,
6699,
7139,
1153,
3435,"SHiNEE (Casper Wennerberg), SE"
25863,
2528,
719,
2243,
4690,
557,"NikoM (Nicolàs Nicolas Miozzi), AR"
211,
28441,
414,
27782,KralleJ
3462,
27464,xenization
5798,"poppins (Nadjila Rodrigues), BR"
27980,
28078,
27718,
4840,"myltsi (Ville Vilkman), FI"
4916,"God6y (Simon Chayka), RU"
6186,
5791,
125,"Rickeh (Ricardo Mulholland), AU"
2640,
5642,
6406,
6646,
724,
2996,
4388,
3345,
8135,
1029,"Liki (Benson  Niuila), AU"
1829,
9,
5593,
5797,
830,
1812,"cynic (David Polster), US"
2269,"supLex (Mateus Miranda), BR"
2832,
1164,
27135,shoxs
7713,
2165,
7138,
27682,
4957,
5258,"brn$ (Bruno Araújo), BR"
