player_id,player_name
1503,
3429,
960,"svyat (Svyatoslav Dovbakh), RU"
2523,
670,
37,
1567,
5422,
5997,
3776,
4047,
6975,
6991,
605,"S0tF1k (Dmitry Forostyanko), RU"
5479,
6062,"Xia (Lea Vagová), SK"
4451,
680,"zAAz (Zainab Turkie), SE"
2813,
2578,"consss (Alvar Rämman), EE"
4627,
28229,s1zzi
26177,mag1k3Y
28316,ayuki
28237,Nucleonz
25535,D0nii
27069,h0kz
7943,
7958,"C4LLM3SU3 (Qihao  Su), CN"
630,"pancc (Fillipe Martins), BR"
2673,"rikz (Henrique Waku), BR"
5024,"mlhzin (Matheus Marçola), BR"
4613,"zock (Mauro  Da Silva), UY"
5247,"righii (Sebastian Righi), AR"
951,
972,
2458,
1508,"keiz (Ruann Rotondano), BR"
141,
4134,"Stardust (Temuulen  Erdenebayr), MN"
2257,
5237,"0scar (Zeyad Al Rummani), SA"
547,"poizon (Valentin Vasilev), BG"
326,
2932,
2503,
337,
7841,
259,"Hatz (Jordan Bajic), AU"
148,"LUCAS1 (Lucas Teles), BR"
2275,"tamir (Munkhtamir Ganbaatar), MN"
4301,
5029,
3897,
2296,"nacho (Ignacio Rodriguez), AR"
4932,"HenkkyG (Ľuboš Ilko), SK"
1405,
27688,
26315,Avou
27745,
882,
7703,
5116,
443,
29,
6830,"emok1d, RU"
878,
3291,
1956,
5662,
410,
1447,
5121,
4837,
6079,"madss (Marissa  Dasta), US"
6694,
975,
2382,
28016,
28532,ualigod
5847,
28192,segukawa
4984,
474,"Voltage (Logan  Long), US"
5779,"next1me (Kacper Parakowski), PL"
2169,
6117,
4210,
1798,
3018,
7607,
4482,"MRC9 (Marc Philipp Jarke), DE"
3950,"Marro (Bryan Valles Valenzuela), MX"
4545,"lom1k (Ivan Ovsyanik), RU"
4570,
464,
5828,
7923,
976,
2998,
2086,"retchy (Sebastian Tropiano), CA"
2820,"flashie (Viktor Tamás Bea), HU"
3226,"CrePoW (Milan  Libbrecht), BE"
3421,"th0rsteinnf (Þorsteinn Friðfinnsson), IS"
3534,"tAk (Keserauskas  Vilius), LT"
4875,"maxxkor (Máximo Cortina), AR"
6417,"corn (Tommy Eckhart), US"
7447,"reyozdead, RU"
28603,reNTU
5256,"k1ssly (Dmitry Gostev), RU"
5773,"Ex1st (Mateusz Witman), PL"
6141,"zealot (Sergey Zhukovich), RU"
7548,"Gooddeph (Arseny  Ponomarev), RU"
7787,"k1slll, BY"
7798,"finW (Aleksandr Potapov), RU"
25553,HeCkBNk
25632,PsychoDoctor
25869,Leoo
26815,KarmaN
27034,fluffy
27565,k1nco
27566,meetyoxanaji
27568,r1pa4
28074,ayano
28288,d3j4vy
28810,keiyon
29049,ssixpath
29050,flowaN
29403,ri0dayungog
29405,pressuree
29406,xzu
29424,adaRAN
29425,Rodos1k
29426,boq
29427,iRV1NG
29428,Halfjix
29429,kwaren
29430,handy
29431,tkshm
29432,gridge666
29433,lkb
29434,rui
4367,"andr1x (Andrija Ljubić), RS"
6443,"gbk, HU"
6450,"Bander, HU"
27625,nbl
28997,CLUTCHER
29196,Kozmo
29197,baiano
